微博id,微博发布者,微博发布者id,微博发布者性别,微博发布时间,微博发布来源,微博发布IP归属地,微博简介,认证状态,认证理由,content,like_cnt,comment_cnt,repost_cnt,fan_cnt,date,hour,date-hour
5063742607593987,照秋_反深代词神专,7521008698,m,2024-08-04 20:16:20,Unknown,广东,反深代词神专驾到，糊坛通通闪开👋,True,超话粉丝大咖（周深超话）,ql能不能把陈丽君这个偷歌的大件货给告了 #陈丽君 偷歌#,177,28,1,1.3万,2024-08-04,20,2024-08-04-20
5063746227803793,stella_天晴,7765175714,f,2024-08-04 20:30:43,Unknown,江苏,愿你拥有滚烫的爱和自己喜欢的自己。,False,,"定风波·莫听穿林打叶声
苏轼
三月七日，沙湖道中遇雨。雨具先去，同行皆狼狈，余独不觉。已而遂晴，故作此词。
莫听穿林打叶声，何妨吟啸且徐行。竹杖芒鞋轻胜马，谁怕？一蓑烟雨任平生。
料峭春风吹酒醒，微冷，山头斜照却相迎。回首向来萧瑟处，归去，也无风雨也无晴。
真喜欢这首诗可以找人谱个曲子完整唱一下。
《光亮》戏腔才三年，不是什么古典戏曲，欢迎翻唱，但不需要乱七八糟的人来硬凹传承。
#陈丽君 偷歌#",0,0,0,1.1万,2024-08-04,20,2024-08-04-20
5063757934369729,粥老师请说,7884351572,f,2024-08-04 21:17:14,HarmonyOS设备,河北,胡言乱语存放地，日常对周深发癫，小心被我创飞🚗,False,,"#陈丽君 偷歌# 周深《光亮》里的“莫听穿林打叶声，一蓑烟雨任平生。”
这几句戏腔很火，从21年一出就很热，非常惊艳大家。周深的《光亮》 在央视中秋晚会上唱过，在北京电影节上唱过，但是后半句是词作苟老师【专门为这首歌改的】，曲是钱雷老师作的。
而真正的《定风波》原文是“莫听穿林打叶声，何妨吟啸且徐行。”这首苏轼的词，是高中生必备古诗词。
所以某位小姐唱着歌名为《定风波》的歌，却缝合上了《光亮》的戏腔，这种做法很不地道。要不就是故意的，要不就是暴露了自己文化水平。一直以来都有人提醒这位小姐和她的粉丝，可是至今都非要唱《光亮》里的这两句，并且安在自己身上。
翻唱，却不标注原唱，或者偷取原词曲放到自己的歌里，都是非常没有道德的混子行为。",47,6,2,104,2024-08-04,21,2024-08-04-21
5063758172392983,怜雾_正在听反深代词,7458115630,m,2024-08-04 21:18:11,iPhone 14 Pro Max,浙江,🌫️✨|小奇观理论研究者,True,超话粉丝大咖（周深超话）,【视频可以搬运去各平台澄清，这是货真价实的《光亮》，并不是什么戏曲唱段《定风波》】 这不是《光亮》还能是什么？ #陈丽君 偷歌# 怜雾_正在听反深代词的微博视频,9250,631,1265,3.4万,2024-08-04,21,2024-08-04-21
5063760333505800,果酱叻,6619898371,f,2024-08-04 21:26:45,周深所愿皆成真,北京,如你所见，我是一只萨摩耶，是周深的狗,True,微博剪辑视频博主,#陈丽君 偷歌# 不管唱得好不好，也不影响她偷歌 不管是越剧还是京剧，也不影响她偷歌 不管当不当成传统戏剧，也不影响她偷歌 不管扯多少弘扬文化上多少价值，也不影响她偷歌 不管是不是女宝，也不影响她偷歌,64,3,20,424,2024-08-04,21,2024-08-04-21
5063768122072322,圆圆的小肥啾,7297724057,f,2024-08-04 21:57:43,小米10,广东,,False,,#陈丽君 偷歌#不是一次了，脸都不要了,10,3,1,5,2024-08-04,21,2024-08-04-21
5063768629580620,努力棠jy,6193268006,f,2024-08-04 21:59:44,HUAWEI Mate 40 Pro,北京,别忘了，你也有梦～,False,,#陈丽君 偷歌#这是在干嘛 周深的原唱不标 粉丝还在这骂周深 我们只是在陈述事实 而陈丽君粉丝直接人身攻击 路过卡 网页链接,978,118,99,287,2024-08-04,21,2024-08-04-21
5063768990813273,做只浪漫的鱼,7726348309,f,2024-08-04 22:01:10,HUAWEI P40 5G,四川,亲爱的朋友啊，我要拉着你奔跑,False,,#陈丽君 偷歌# 有的人就凭着自己糊就可以随便抄袭了吗？,52,12,3,1938,2024-08-04,22,2024-08-04-22
5063769222819652,乌鸦为什么爱听反深代词,7518860581,f,2024-08-04 22:02:06,微博视频号,山东,I've got my eye on you. I've got my mind on you.,True,娱乐博主 超话粉丝大咖（周深超话）,"#陈丽君浮生一白#
希望@陈丽君_点绛唇 和她的粉丝这次以后都能清楚，第一除了钱雷原创的《光亮》之外没有任何越剧戏曲是这样唱所谓“定风波”的，请尊重一下钱雷，第二定风波的词不长这样，请尊重一下苏轼，也少误导听歌的普通人。要么你去唱真正的戏剧定风波，要么你就老老实实标原曲光亮，别用定风波这三个字打马虎眼，只有两句词不叫定风波，听懂了吗？
之前不说你那是给你留脸，别得寸进尺当着原唱的面发癫逼体面人发疯。如果你要说是主办方的问题，第一你自己之前不止一次这样做，第二谅你之前无知，不知道戏剧里根本没有这样唱的定风波也不知道定风波这首词的完整版，这次告诉你了，你也该知道了。下次你也有监督责任，既然你唱了那就别再说自己不知情不关你事了，你是个成年人要为自己的行为负责，不是什么不懂事乱说话的小学生。
#陈丽君 偷歌#
怜雾_正在听反深代词的微博视频",24119,1662,2618,1.5万,2024-08-04,22,2024-08-04-22
5063769724818849,做只浪漫的鱼,7726348309,f,2024-08-04 22:04:05,HUAWEI P40 5G,四川,亲爱的朋友啊，我要拉着你奔跑,False,,#陈丽君 偷歌#小姐姐我懂你，人是靠直女装姬出圈的，最后再倒打一耙，我们姐姐只是专心唱越剧的小美女一枚啊抄袭是要转移话题，让被抄袭者去找节目方的，得了便宜是一定要卖乖的,1190,81,30,1938,2024-08-04,22,2024-08-04-22
5063771443434581,低头风来,6581119516,f,2024-08-04 22:10:55,周深所愿皆成真,重庆,在听周深新专辑《反深代词》。,True,超话粉丝大咖（周深超话） 微博原创视频博主,"这位姐不是第一次偷了，自己发短视频就模糊版权😅明目张胆的偷《光亮》原创曲，越剧定风波根本不是这么唱的😅以及一个个没读过高中是吧，定风波中间几句被你吃了？？#陈丽君 偷歌#
作为文艺工作者，打着旗号传播传统文化，却连正视版权，正视原创都做不到，偷几次了？还在这里混淆视听呢？怜雾_正在听反深代词的微博视频",4284,267,492,5.1万,2024-08-04,22,2024-08-04-22
5063771800211153,朝霞不出门听反深代词,5845609247,f,2024-08-04 22:12:20,反深代词Android,安徽,关爱短脸猫猫协会成员【镇魂防搜,True,音乐博主 微博剪辑视频博主,"#陈丽君 浮生一白#
确实存在一个叫《定风波》的越剧唱段，但跟《光亮》里面由现代作曲家创作的那几句京剧戏腔“莫听穿林打叶声”压根曲调旋律歌词都不相同！从蒸煮到粉丝都非要扒拉着别人流行歌曲里几句好听出圈的戏腔不放，又不肯承认是翻唱，打着推广戏曲的幌子，行偷歌之实，脸比城墙拐角都厚 #陈丽君 偷歌#",3321,89,146,2.1万,2024-08-04,22,2024-08-04-22
5063772040077203,奇闻攸然_三巡有票版,7366430445,f,2024-08-04 22:13:17,Unknown,河南,管好你自己‖镇魂,True,娱乐博主 超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君 偷歌#旋律音调一点没改 明着偷粉丝还反咬一口[淡淡的][淡淡的]湖滩真的恬不知耻雷啊这回已经不是初出茅庐的新人了支持维权,29,4,2,2283,2024-08-04,22,2024-08-04-22
5063772210991776,_待我成尘时_,7601851576,f,2024-08-04 22:13:58,粥森的快递Android,浙江,wala li longla  ｜镇魂,True,微博剪辑视频博主,#陈丽君 偷歌#唱得一点都不如原唱 还真好意思,9,0,1,745,2024-08-04,22,2024-08-04-22
5063772454520215,Crysta_Malfoy,6035399330,m,2024-08-04 22:14:56,华为手机,四川,,False,,#陈丽君 偷歌#同时喜欢苏轼和《光亮》的人看到陈丽君就膈应,4,0,0,10,2024-08-04,22,2024-08-04-22
5063772593463109,休息好的水,7583846594,f,2024-08-04 22:15:29,荣耀30 Pro 5G,河北,不承认我担内娱唯一真神的有难了/我宝是颗小仙桃,False,,#陈丽君 偷歌#我该怎么形容陈丽君呢？歌是偷的，舞台是要替唱的，文化水平是蟾宫折“挂”的，孝心是哭穷养不起父母但自己背爱马仕的，平时是一定要侄女卖姬的@陈丽君_点绛唇,2,0,0,37,2024-08-04,22,2024-08-04-22
5063773046703331,柿微且当归_反深代词神专,7146073874,f,2024-08-04 22:17:17,深米所愿皆成真,江苏,只是卡波拉的忠诚小狗All For Charlie❗️内有恶犬,True,娱乐博主 超话粉丝大咖（周深超话）,"#陈丽君 偷歌#人家说地你答天，人家指南你扯北，人家说你旋律跟光亮就是一模一样你反过来倒打一耙，遇事不决一套弘扬传统文化越剧传承人有事找平台你们都是一群男宝妈再扯上性别对立大旗一套丝滑小连招，脸是一点不要的，谣是要反过头来理直气壮造的
听过光亮了解过光亮背景的会背定风波的有点独立思考能力的都沉默了",654,14,37,814,2024-08-04,22,2024-08-04-22
5063773562342299,追赶蓝海的米,7861692841,f,2024-08-04 22:19:20,Unknown,四川,不要关注我，我只是个转发机器🤯,False,,#陈丽君 偷歌#小姐姐偷《光亮》不是一次两次了有点文化都知道“莫听穿林打叶声”下一句是“ 何妨吟啸且徐行”，怎么，小姐姐是文盲，粉丝也是文盲吗？给版权费了吗？唱的还难听，什么玩意啊偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸偷歌贼不要脸,10,1,17,442,2024-08-04,22,2024-08-04-22
5063773918593905,貓子春眠,7497879443,f,2024-08-04 22:20:45,Unknown,四川,柳絮蓬蓬松松，像小猫的尾巴,False,,#陈丽君 偷歌# 我的妈呀周深的光亮火成什么样子了还需要陈丽君偷歌去扩大传唱度陈丽君别说百万收藏了有一首50w+收藏的歌吗陈丽君粉丝贷款吹牛的时候知道自己在说什么吗,5093,282,573,383,2024-08-04,22,2024-08-04-22
5063773993833352,君_向着那晨星,1820136235,f,2024-08-04 22:21:03,深深的矿山Android,黑龙江,懒癌治好了我的强迫症，但仓鼠症已经无可救药，所以现在硬盘乱七八糟中,False,,#陈丽君 偷歌#拿越剧传统文化给自己偷歌做遮羞布的小偷姐一枚呀。热知识，光亮那两句戏腔，诗句是组合的，曲子是原创的，而且是京剧,0,0,0,92,2024-08-04,22,2024-08-04-22
5063774036039898,星星不失眠_神专反深代词,3598634723,f,2024-08-04 22:21:13,啾星最甜✨Android,河南,I'll be your lighthouse，I'l make it okay💐,True,娱乐博主 超话粉丝大咖（周深超话）,#陈丽君 偷歌# 陈丽君偷歌贼陈丽君偷歌贼陈丽君偷歌贼陈丽君偷歌贼陈丽君偷歌贼陈丽君偷歌贼陈丽君偷歌贼陈丽君偷歌贼陈丽君偷歌贼@陈丽君_点绛唇,229,1,3,1.5万,2024-08-04,22,2024-08-04-22
5063774098425673,Helna才不是麻瓜叻,2923952315,f,2024-08-04 22:21:28,Unknown,重庆,✨你说月明星稀 我说——✨【镇魂防搜】,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# “莫听穿林打叶声，一蓑烟雨任平生”本来就不是连贯的两句，能在两首歌里出现的几率是多大，而且更何况调完全一样，作词甚至不敢出现苏轼的名字这也敢叫定风波？偷歌姐真恶心🤮,2,0,0,760,2024-08-04,22,2024-08-04-22
5063774174450227,圈圈划重点,6252321704,m,2024-08-04 22:21:46,Unknown,上海,周深，我没有墙头。  （拒绝微博教育家，请勿打扰）,True,超话粉丝大咖（周深超话） 微博剪辑视频博主,"我看谁跟偷歌贼共情啊，提到我就来气
这是第几次偷我们的光亮了，不能忍
我敢打赌还有下次
固然词来自苏轼的定风波，但曲是我们光亮独有，更何况词我们还做了一些改变
想唱自己的定风波，要么自己作一个新曲，要么朗诵。都叫定风波了，怎么就来偷我们光亮的曲，用我们光亮改变的歌词
粉丝还到处到我们的光亮下面说自己是原唱
@陈丽君_点绛唇 偷歌可耻，请牢记于心
#陈丽君 偷歌#",7676,506,655,2万,2024-08-04,22,2024-08-04-22
5063774388883500,低头风来,6581119516,f,2024-08-04 22:22:37,周深所愿皆成真,重庆,在听周深新专辑《反深代词》。,True,超话粉丝大咖（周深超话） 微博原创视频博主,"#陈丽君 偷歌#
《光亮》是唱给紫禁城的歌，“莫听穿林打叶声，一蓑烟雨任平生”这两句的戏腔指导是唱京剧的董炳义老师，曲子是钱雷老师原创
@陈丽君_点绛唇 你和你粉丝再strong一个试试看呢？倒是给我找一个越剧《定风波》是这样唱的出来呢？偷曲子，擅自改作品名字，不标注，多次侵权，周深粉丝从来都欢迎翻唱，但拒绝偷歌",4516,222,398,5.1万,2024-08-04,22,2024-08-04-22
5063774401466948,玫瑰禁曲,3227313497,f,2024-08-04 22:22:40,iPhone 15,河北,镇魂｜我逢人就说你是我的玫瑰.,True,娱乐博主 超话粉丝大咖（周深超话）,#陈丽君 偷歌#请你不要到处偷偷,36,12,16,2034,2024-08-04,22,2024-08-04-22
5063774442887265,追赶蓝海的米,7861692841,f,2024-08-04 22:22:50,Unknown,四川,不要关注我，我只是个转发机器🤯,False,,#陈丽君 偷歌#有没有文化？要点脸@陈丽君_点绛唇 当代文盲，粉丝也跟着文盲，什么玩意啊也来蹭,26,1,0,442,2024-08-04,22,2024-08-04-22
5063774678026830,阿斯巴甜的米,3199780861,f,2024-08-04 22:23:46,Unknown,福建,wala li longla🪄,True,娱乐博主 超话粉丝大咖（周深超话）,怎么着我们光亮戏腔顾问著名京剧演员董老师，什么时候改唱越剧了？？我怎么不知道 #陈丽君 偷歌# #陈丽君 浮生一白#,5867,241,633,15.4万,2024-08-04,22,2024-08-04-22
5063774702143017,皂·小豆泥皮鼓版,6116871210,m,2024-08-04 22:23:52,烤布蕾家养微博bb机,广东,都曾呼吸狂奔 相爱支撑 命才成为生/   镇魂,True,娱乐博主 超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君 偷歌#姐，别偷了，你那些事情我都看烂了偷歌还只是小事情了,67,2,1,7693,2024-08-04,22,2024-08-04-22
5063775106107487,来一坛梅子青啾星会醉喵,6618291624,f,2024-08-04 22:25:28,Unknown,山东,采青梅用来酿酒，你不许偷着喝（只有一坛哦~）,True,游戏博主 超话粉丝大咖（闪耀暖暖超话）,#陈丽君 偷歌#你直接把光亮背出来得了呗,1,0,0,1299,2024-08-04,22,2024-08-04-22
5063775258673632,在我心里掌灯_,6101818059,f,2024-08-04 22:26:04,Unknown,内蒙古,呼吸狂奔 相爱支撑 命才成为生,False,,"#陈丽君 偷歌#
我看比赛间隙也来建设建设，陈丽君能不能要点碧莲你糊也不代表你能偷啊即使你偷的唱了也没人听也没人记得住你也不能偷还当着原唱偷，脸比啥都大哈
整天拿什么正牌戏曲标榜自己，然后把人家京剧偷成越剧，之后别拿戏曲给自己戴高帽子了，辱戏曲了真正爱戏曲的人看到陈丽君都得啐一口",920,13,33,1.7万,2024-08-04,22,2024-08-04-22
5063775407316104,小星福_神专反深代词信徒版,7267061444,f,2024-08-04 22:26:40,Unknown,北京,深爱世人，我唯爱深,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 姐们除了卖姬还会偷歌还会替唱还会蟾宫折“挂”呢不愧是丈育208，还是滚回卖姬赛道吧我怕你老偷歌没那个命承受啊@陈丽君_点绛唇,38,5,0,2213,2024-08-04,22,2024-08-04-22
5063775602610885,心动葡萄柚,7568338314,f,2024-08-04 22:27:27,微博视频号,安徽,会一直仰望✨【极致的无聊且无趣自说自话随时暴走精神状态不佳博主本人】,True,娱乐博主 微博原创视频博主,"#百花奖##陈丽君 偷歌#
陈丽君和陈丽君粉丝能不能不要再嘴硬了
第一段是陈丽君在百花奖舞台上唱的
第二段是周深的《光亮》
第三段是陈丽君及其粉丝极力挽尊说自己唱的是《定风波》片段，请问陈丽君在百花奖上唱的和这位老师唱的《定风波》有任何关系吗？

周深粉丝一直非常欢迎翻唱，但不能容忍这样的偷歌行为
请陈丽君及其粉丝向周深道歉，也应该向《光亮》的作词苟璘老师和作曲钱雷老师道歉
更应该向苏轼道歉。。。。
心动葡萄柚的微博视频",3565,297,213,1.2万,2024-08-04,22,2024-08-04-22
5063775663951276,用月光打个蝴蝶结,2684320315,f,2024-08-04 22:27:41,iQOO Neo7,福建,玲珑骰子安红豆，入骨相思知不知。,False,,"#陈丽君 偷歌#一个唱越剧的，偷京剧戏腔...这是在干嘛？要翻唱就好好翻唱，没人会有意见。翻唱了还要自称原唱，还把原唱打成翻唱。这是上赶着碰瓷吧？见不见啊？

原唱中间减了两句，这位倒好，把减完后的歌词直接照搬啊？？？

见过不要脸的，没见过这么不要脸的。

你是唱越剧的，偷个歌就成自己写的啦？唱个越剧还得自己写是吧？词作苏轼他知道你这么牛吗？曲作钱雷知道你这么猖狂吗？

什么人就有什么粉丝。艺人负责偷，粉丝负责造谣。真的另一种双向奔赴了啊。

光亮是21年写的。这位23年就开始称自己原唱呢。见不见？？？23年的说21的是翻唱...绝不绝啊？",74,2,1,58,2024-08-04,22,2024-08-04-22
5063775932123916,小橘猫唱片机在播反深代词,6708842372,f,2024-08-04 22:28:45,iPhone客户端,江苏,精神上都那么喜欢周深了，如果不想睡他的话，简直就是对他肉体的不尊重！｜镇魂,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 其实退一万步讲陈丽君偷歌偷得也很失败，唱得难听就算了还暴露了她是文盲的事实,152,4,4,685,2024-08-04,22,2024-08-04-22
5063776103569360,钊绂顿萧条嗟,7036740960,m,2024-08-04 22:29:26,iPhone客户端,福建,文盲陈丽君,False,,#陈丽君 偷歌##陈丽君感情史# 菌菌你虽然偷别人的歌，但是我们还是会爱你的我们菌丝就喜欢唱的难听的，我们菌丝就喜欢无脑硬夸，只要说我们菌菌唱的不好听的就是黑子@陈丽君_点绛唇,10,1,1,164,2024-08-04,22,2024-08-04-22
5063776560745923,张三朵L,2681397883,f,2024-08-04 22:31:15,次掉啾星星iPhone 14,黑龙江,💫💫周深 = 好听💫💫,True,超话粉丝大咖（周深超话） 娱乐博主 微博原创视频博主,#陈丽君 偷歌# 偷歌咖小姐姐唱的这两句戏腔，原曲就是钱雷的原创曲《光亮》，曲子一摸一样，不是偷是什么？？ 你想唱定风波，自己编曲去没人管你，唱着《光亮》的原创曲，还明目张胆不标原作原唱，直接改了歌名当成自己的，这就是所谓的搞传统艺术的艺人素质吗，真给传统艺术丢人啊。,6055,475,191,27万,2024-08-04,22,2024-08-04-22
5063776630210689,照秋_反深代词神专,7521008698,m,2024-08-04 22:31:31,Unknown,广东,反深代词神专驾到，糊坛通通闪开👋,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 替唱咖偷歌贼蟾宫折“挂”文盲咖别拿传统文化给自己贴金了好吗？好的。,50,1,0,1.3万,2024-08-04,22,2024-08-04-22
5063776800085102,土鸡蛋魔法_卡布变反深代词,6765583530,f,2024-08-04 22:32:12,iPhone 13,河北,周深至上，其余免谈,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 姐姐最擅长的事出现了，偷歌 不仅如此，卖姬也是大绝招呢 越剧师姐＝在流行歌手的京剧唱腔里偷一段拼凑为越剧 谁来为越剧评评理啊,183,10,37,369,2024-08-04,22,2024-08-04-22
5063777066160818,楚客行舟_无墙头版,7259823814,f,2024-08-04 22:33:16,微博手机版,湖南,嗯？你也知道周深的新专辑《反深代词》超好听和周深十周年巡回演唱会官宣了啊,True,超话粉丝大咖（周深超话）,这家粉丝真好笑 退一万步讲这首歌的曲都是ql写的 退一万步讲你唱的就是光亮的曲 就是抄袭就是偷还狡辩个什么 搭个戏腔就开始混淆视听了 咋了戏剧是你姐创的啊？？？#陈丽君 偷歌#,16,1,2,928,2024-08-04,22,2024-08-04-22
5063777098407312,低头风来,6581119516,f,2024-08-04 22:33:23,周深所愿皆成真,重庆,在听周深新专辑《反深代词》。,True,超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君 偷歌#哒姐，偷歌不认，真的很好笑啊们越剧定风波里面还有畅音阁？你知道畅音阁在哪吗？你就偷😅苏东坡都不知道畅音阁在哪😅 《光亮》写给紫禁城的，原创曲子，找的京剧老师指导，别偷了别偷了，偷好几次了,11813,579,1400,5.1万,2024-08-04,22,2024-08-04-22
5063777328568200,吃云朵的小白兔,7374933292,f,2024-08-04 22:34:18,荣耀8X,河南,周深的米 绝对没有墙头！！！,False,,#陈丽君 偷歌# 请某位姐要点脸好吗？！别人的歌改个歌名就成自己的歌了？！脸是一点也不要对吧。你的粉丝们定风波的词是一点也不知道的，京剧越剧是一点也分不清的，原唱和原作曲是一点也不尊重的,2,0,0,9,2024-08-04,22,2024-08-04-22
5063777498435838,偶素一朵小发_Charlie,7766857929,f,2024-08-04 22:34:59,拖延症的一天,河北,我唯一的猫猫神——周深,True,超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君 偷歌#偷几次了小姐姐，不会以为真能偷成功吧，哦，不对，我冤枉您了，您这哪里是偷啊，您这分明是明抢啊@陈丽君_点绛唇,28,3,0,293,2024-08-04,22,2024-08-04-22
5063777555320905,纯文学叻_,7859365530,f,2024-08-04 22:35:12,周深被窝_iPhone客户端,江苏,周深永远是我最可爱的宝宝！我以渺小爱你🥰！                   详细请看置顶哦,True,微博原创视频博主,说话说的牛头不对马嘴的，原来“莫听穿林打叶声，一蓑烟雨任平生”出自于节目啊，那我先替苏轼和雷哥报j了，粉丝和蒸煮都是文盲吗？ “有粉丝标题取的不当”，你们到底在装什么，偷歌，侵权是事实！！ #陈丽君 偷歌#,39,3,1,1409,2024-08-04,22,2024-08-04-22
5063777622698125,温柔·有牙齿,7493303375,f,2024-08-04 22:35:28,Unknown,山东,我喜欢的歌手叫周深，他唱歌超级好听！！！❤ 备用号【温柔有牙齿进阶版】,True,微博原创视频博主,#陈丽君 偷歌# 陈丽君粉丝犯见不是第一次了，陈丽君粉丝做的歪屁股对比视频评论区直接没眼看,755,26,36,7999,2024-08-04,22,2024-08-04-22
5063777717846166,照秋_反深代词神专,7521008698,m,2024-08-04 22:35:50,Unknown,广东,反深代词神专驾到，糊坛通通闪开👋,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 偷光亮也不是一次两次了，少甩锅主办方节目编排，就是你家文盲替唱咖主动的故意的有预谋的不怀好意的偷歌，谢谢。,108,2,1,1.3万,2024-08-04,22,2024-08-04-22
5063777731487863,还没叻,7765116900,f,2024-08-04 22:35:54,vivo手机,山东,一只始于20年12月26号的纯米,False,,#陈丽君 偷歌#不是，这年头偷歌都已经叫传播传统文化了吗，还文艺工作者呢我呸，您配吗？要不要撒泡尿照照镜子，看看您的嘴脸，请问您在弘扬什么呢？在传播倒打一耙，是吧？那建议您换个地方传播，别在中国碍眼,1,1,1,5,2024-08-04,22,2024-08-04-22
5063778114735954,白夜晚归处,7627599647,f,2024-08-04 22:37:26,微博网页版,上海,愿今年大家平安健康,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌#这不是事实么，没记错，现在知道出自光亮么？,32,5,0,561,2024-08-04,22,2024-08-04-22
5063778211468468,椰子嘟,6857139174,f,2024-08-04 22:37:49,Unknown,上海,只看可爱的🥰,False,,#陈丽君 偷歌# 看这些strong粉说话鸡皮疙瘩全起来了，张口闭口宣扬传统文化结果连越剧京剧都搞不明定风波也背不会，以为自己喜欢了个算是冷门小众方向的就看不起流行歌手，你们的好姐姐在本职工作还搞替唱美名给大家完美演绎呈现最好的舞台拜托这就是就是假唱啊啊啊啊啊啊啊啊就这种人你们也装得起来啊别把人笑丝啊,5,0,0,60,2024-08-04,22,2024-08-04-22
5063778372950490,S_文艺的肥肉YEYE,7509328174,f,2024-08-04 22:38:27,汪汪队肥版Android,山东,永远期待周深💙,True,超话粉丝大咖（周深超话）,"#陈丽君 偷歌#
《光亮》是献给紫禁城的歌。加入京剧念白是周深提出的想法 董老师是指导老师。
当时这段京剧预告一出便火爆全网。
这段京剧念白不仅是歌曲的精彩高潮部分更是对国粹的致敬，对中华优秀传统文化的继承发扬。
反观陈丽君为争面子 屡次做出这种不尊重原创的偷歌行为，是对自己能力的贬低也有辱我们中华文化。
优秀歌曲来之不易，需要制作人音乐人和演唱者花费大量时间精力去揣摩演绎，才能把好歌曲献给听众献给时代。
希望陈丽君能知悔改，尊原创。把心思放到正道上才能做出好音乐@陈丽君_点绛唇 怜雾_正在听反深代词的微博视频",133,3,9,5991,2024-08-04,22,2024-08-04-22
5063778398111663,深深浅浅小仙桃,5269360391,f,2024-08-04 22:38:33,HarmonyOS设备,湖北,少说话，多喝水，佛系一点,False,,#陈丽君 偷歌#光亮这歌火的时候，陈丽君还不知道在哪个犄角旮旯里呢。去年唱光亮京剧戏腔擅自改名字为定风波就很让人瞧不起了。今年勇闯内娱了还玩这套。 网红和明星对道德和脸面的要求不一样啊，还想继续糊弄过去就别在内娱玩了。 定风波和光亮的词不一样，建议陈丽君要点脸，粉丝多读书。,2,8,0,44,2024-08-04,22,2024-08-04-22
5063778863415518,鸽王鹅嗯,7594118155,f,2024-08-04 22:40:23,9.29Hz星球HarmonyOS设备,湖北,929💞💞💞,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# “莫听穿林打叶声”原诗句后面是“何妨吟啸且徐行” 谁能刚好把后面的诗句“一蓑烟雨任平生”这两句连起来呢？哦我懂了 刚好呢喜欢苏轼， 刚好呢喜欢定风波， 刚好呢把这两句结合起来了， 刚好呢旋律和周深的《光亮》一样了， 哪有这么多巧合？,0,0,0,359,2024-08-04,22,2024-08-04-22
5063778876785479,星海_猫,7480824216,f,2024-08-04 22:40:27,Unknown,内蒙古,仰望星空！我们都渺小如尘埃！！！,False,,#陈丽君 偷歌#抄袭 偷人家钱雷老师作品，周深演唱的《光亮》还有理了！请做个尊重原作的人吧！看看人家苏轼的《定风波》原词吧！只不过人家钱老师创作这首歌时重新编了词序的，拿人家现成重新编的词当成自己的作品，还不标出处、原唱！太下作了吧！而且也没用越剧版的这个编词吧！真的是什么人都有！无语了！,3,0,0,10,2024-08-04,22,2024-08-04-22
5063778938656727,心动葡萄柚,7568338314,f,2024-08-04 22:40:42,Unknown,安徽,会一直仰望✨【极致的无聊且无趣自说自话随时暴走精神状态不佳博主本人】,True,娱乐博主 微博原创视频博主,陈丽君粉丝说什么？官媒？😂😂😂😂 周深凭着自己原唱歌曲正正经经上官媒的次数已经数不过来了 你家还要靠偷歌啊？😂😂😂 #陈丽君 偷歌#,6174,641,186,1.2万,2024-08-04,22,2024-08-04-22
5063779110882386,不是咸鱼是仙芋_,7326438320,f,2024-08-04 22:41:23,荣耀畅玩30 Plus,甘肃,你我故事 永不散场@卡布叻_周深,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 再不要拿定风波当幌子了 莫听穿林打叶声的下一句是何妨吟啸且徐行 词旋律鼓点全都一样最后还变成你的了 请你不要到处偷偷,1,0,0,638,2024-08-04,22,2024-08-04-22
5063779148366738,切割红茶磁感线,6792741252,f,2024-08-04 22:41:31,9.29Hz接收Android,上海,把星子放入眸💫。,False,,#陈丽君 偷歌#要唱定风波就好好尊重苏轼的词，要唱光亮就堂堂正正把原唱标注在公屏上。拿着光亮的曲标着定风波的名，原来是又没德又没文化的小姐姐一枚呀我们光亮确实火火的很安心，但不需要你仗着糊为所欲为啊，下次不准偷了@陈丽君_点绛唇,4,3,0,244,2024-08-04,22,2024-08-04-22
5063779190838029,哦谁问你了_,7313752605,f,2024-08-04 22:41:42,HarmonyOS设备,安徽,最最喜欢你‖镇魂,False,,可以尊重一下原唱周深吗？ 可以尊重一下苏轼和钱雷老师吗？ 歌词和曲调一模一样，只改个咬字，这不是偷是什么 #陈丽君 偷歌#,0,0,0,31,2024-08-04,22,2024-08-04-22
