微博id,微博发布者,微博发布者id,微博发布者性别,微博发布时间,微博发布来源,微博发布IP归属地,微博简介,认证状态,认证理由,content,like_cnt,comment_cnt,repost_cnt,fan_cnt,date,hour,date-hour
5064150642855120,宁檬与柠檬,5235648855,f,2024-08-05 23:17:43,iPhone客户端,浙江,不爱吵架，只站深深，佛系纯米。,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 不尊重版权，模糊概念营销，可真有你的，真的林子大了什么鸟都有,2,0,0,612,2024-08-05,23,2024-08-05-23
5064150852569825,慈祥的果冻,3303043481,f,2024-08-05 23:18:33,nova 11 SE,湖南,好好地吃个饭，好好地睡一觉,False,,头一次见小偷还理直气壮的，你说是吧#陈丽君 偷歌#,2,0,0,93,2024-08-05,23,2024-08-05-23
5064151068052546,工作修身养性,7431061804,f,2024-08-05 23:19:25,iQOO 11 未来电竞旗舰,四川,现生忙碌中……,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 陈丽君这辈子的最高成就也就这几天了小手段玩得真溜rs上得真快这年头装不流行装小白花了。还有别蹭越剧了好吗,2,0,0,240,2024-08-05,23,2024-08-05-23
5064151170813329,Amule_,7785929769,f,2024-08-05 23:19:49,nova6SE好看拍出来看,湖南,爱Charlie呐💤【入坑两年咯】-眼不见心不烦，希望深深不要看到不好的东西，天天开心,False,,"#陈丽君 偷歌#
我现在看到陈丽君家只会觉得好笑，也不想吵了
来我们这蹭一波，不但没提高多少热度，反而被挖出是个文盲，未免太好笑了点
充分体现出，追星还是得追有实力的，正向的。和六公主追着喊宝贝的人比六公主喜爱程度，真的多少有点不自量力
该糊还是糊。是没实力没文化爱偷窃的“越剧文化传承人”小姐姐陈丽君呀。",7,2,0,220,2024-08-05,23,2024-08-05-23
5064151198073616,听说名字长可以引起周深的注意,7485058095,f,2024-08-05 23:19:55,反深代词Android,河北,谢谢周深。愿你永远轻盈，永远滚烫。,False,,#陈丽君 偷歌# #陈丽君回复周深粉丝# 自己做了什么自己最清楚，别人不说就拿别人当sha/zi吗,5,0,0,55,2024-08-05,23,2024-08-05-23
5064151670718771,亲亲卡波啦,5453796326,m,2024-08-05 23:21:47,iQOO Neo7,湖北,,False,,#陈丽君 偷歌# 实锤了 陈丽君粉丝造谣《光亮》的曲作者@作曲钱雷 @勇士音乐 陈丽君就这样潜移默化地引导粉丝，从而达到偷歌得目的是吗？ 让无知粉丝到处造谣撞骗？,5,1,0,19,2024-08-05,23,2024-08-05-23
5064151708476431,给我来份冰麒麟,3518992567,f,2024-08-05 23:21:57,iPhone客户端,山东,我追着春天追着你,False,,#陈丽君 偷歌#心是脏的果然看什么都脏@陈丽君_点绛唇,1,0,0,196,2024-08-05,23,2024-08-05-23
5064151710040900,AKA永远爱深深,7560745524,f,2024-08-05 23:21:58,荣耀畅玩30,甘肃,不分场合，一如既往地支持周深😘,False,,#陈丽君 偷歌# 文盲姐别给越剧丢人了,3,0,0,269,2024-08-05,23,2024-08-05-23
5064151737043827,把揪星星挂在天上的浅星叻,7605445265,f,2024-08-05 23:22:04,iPhone客户端,黑龙江,谁送我一张演唱会的票🙃🥲,False,,🙃😕@陈丽君_点绛唇 #陈丽君 偷歌#,0,0,0,48,2024-08-05,23,2024-08-05-23
5064151818831976,给我来份冰麒麟,3518992567,f,2024-08-05 23:22:24,iPhone客户端,山东,我追着春天追着你,False,,#陈丽君 偷歌#,2,0,0,196,2024-08-05,23,2024-08-05-23
5064151909533512,让你看到得不到的米,2570241321,f,2024-08-05 23:22:44,iPhone客户端,陕西,有没有办法可以少喜欢周深一点🙄🤧,False,,#陈丽君 偷歌#,0,0,0,30,2024-08-05,23,2024-08-05-23
5064152160143127,枝橙枝,7441043079,f,2024-08-05 23:23:45,Unknown,湖北,要多炽热多奋不顾身,False,,#陈丽君 偷歌#今年好笑的图+1,11,4,0,158,2024-08-05,23,2024-08-05-23
5064152533700254,渺小_芽,7473251437,f,2024-08-05 23:25:14,iQOO Neo8 Pro,吉林,,False,,"#陈丽君 偷歌# 请大家来看笑话
《过错》《台阶》这台阶究竟是谁在下？
《演唱会开不起来》真是眼盲心瞎啊，陈丽君粉丝不进蠢还懒，演唱会动动手指就能搜。
《资源没了》央媒，代言，特别是代言，陈丽君这辈子都不可能有这种国民度代言吧…
这个人我真的刷到好几次了，麻烦微博别给我推这种喜欢自娱自乐的人了",1,3,0,4,2024-08-05,23,2024-08-05-23
5064152628597295,小太阳要开心SS,6915138965,f,2024-08-05 23:25:37,nova5Pro人像超级夜景,河南,唯爱周深，All for Charlie Zhou【但行好事，莫问前程】,False,,#陈丽君 偷歌# 蒸煮偷歌在前，被发现删除在后 蒸煮滑轨在前，粉丝辱骂原唱在后 清清白白的绝世白莲花👏👏👏,1,0,0,747,2024-08-05,23,2024-08-05-23
5064152991664662,蓝周拉面诶_929Hz有票版,7437826107,f,2024-08-05 23:27:03,周深手里的Android,福建,“我们一定会再见面的！！！”,False,,#陈丽君 偷歌#@陈丽君_点绛唇 姐醒醒，收拾收拾和粉丝一起喜剧人出道吧也别唱什么越剧了反正唱不出什么名堂。喜剧人这条路包适合的，往那儿一站小嘴一张小字一打就是一个让人爆笑如雷 图片cr见水印,1,0,1,375,2024-08-05,23,2024-08-05-23
5064153158648287,璀璨冒险人_稳如周深版,6270959871,m,2024-08-05 23:27:42,iPhone客户端,福建,知行合一,False,,#陈丽君 偷歌#越剧就被这样的人给沾污了,3,0,0,50,2024-08-05,23,2024-08-05-23
5064153316198262,以光相赴叻,6486933966,f,2024-08-05 23:28:21,iPhone X,山西,爱我们的人爱的是真正的我们,False,,#陈丽君 越剧之耻##陈丽君 偷歌# 原来还是假唱咖啊,14,3,0,42,2024-08-05,23,2024-08-05-23
5064153620026154,昕然不思进取,7874584681,f,2024-08-05 23:29:33,OPPO Reno4 5G,四川,本人双担鞠婧祎 周深,True,娱乐博主 微博剪辑视频博主,#陈丽君回应周深粉丝##陈丽君 偷歌# 别倒打一耙 深深没惹,4,1,0,1.1万,2024-08-05,23,2024-08-05-23
5064153772068511,一梦幽岚_,2733652830,m,2024-08-05 23:30:09,HUAWEI Mate 30,广东,此号关注广泛，不限领域，不喜勿喷,False,,#陈丽君 偷歌# 格局小了姐，首先你去联合国中文日说你没偷歌，然后去五个一工程表彰会议上面说你没偷歌，再去火箭发射基地说你没偷歌，顺便去国家大剧院说你没偷歌，再上军舰上面说你没偷歌，做不到这样怎么说明你真的不是用尽心思不去好好磨练自己越剧唱功卖5k的茶并预谋了两年偷歌,3,1,0,112,2024-08-05,23,2024-08-05-23
5064154086378776,来世要做卡皮巴拉,7628720138,f,2024-08-05 23:31:24,可可粉&Android,山东,高兴啊,False,,#陈丽君 偷歌#说来可笑，从昨晚到现在，陈丽君本人都没提过作词苟璘老师，其粉丝也是一直盯着周深，先是让周深对陈的道歉做出回应，再是混淆视听攻击周深，自始至终没表达对于曲作钱雷老师和词作苟璘老师的歉意。这些幕后的音乐人（以及小众创作歌手），因为没有大体量的粉丝，往往维权都无人在意。甚至周深这样的国民歌手这次维权都如此艰难，可见维护原创权益之路，道阻且长…,10,1,0,21,2024-08-05,23,2024-08-05-23
5064154111018113,嫑管我卡布叻,7902181043,f,2024-08-05 23:31:30,vivo X50专业影像旗舰,四川,周深周深！！！！！亲亲我深,False,,#陈丽君 偷歌# 歌是偷的 粉丝是急眼的 正主是心虚的【小迷妹们~不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,3,0,0,4,2024-08-05,23,2024-08-05-23
5064154188613814,酸奶不加冰加奥利奥-请周深喝版,6447439286,f,2024-08-05 23:31:49,华为手机,浙江,周深最棒！周深是仙品！周深是骄傲！,True,娱乐博主 超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君 偷歌# 雷子：还我雷生曲,4,2,1,1564,2024-08-05,23,2024-08-05-23
5064154377622025,leemoyamomo,6459639538,f,2024-08-05 23:32:34,哔哩哔哩移动客户端,重庆,,False,,#bilibili# Thornbird_荆棘鸟的视频【周深】善良是一种沉重，原谅是一种纵容#陈丽君 偷歌#,0,0,0,7,2024-08-05,23,2024-08-05-23
5064154811729182,写斜阳却照栏杆,5363680264,f,2024-08-05 23:34:17,nova9Pro精彩由我摄定,浙江,,False,,#陈丽君 偷歌#不止没有标原唱的问题，是偷换概念，分明她把光亮改了名字叫定风波，粉丝还在混淆概念，说定风波是戏曲原创，是苏轼的词，那请问哪部戏曲和这段一样？哪部戏里有“畅音阁里终一叙”，以及苏轼的定风波，莫听穿林打叶声下一句是何妨吟啸且徐行，光亮是紫禁城主题曲所以做了改动，用了“畅音阁”和“600年”，畅音阁在故宫而故宫建于明朝，苏轼是北宋诗人，定风波作于宋朝，如果如粉丝所言出自传统戏剧或诗词里，为什么明朝的畅音阁会跑进宋朝的定风波里头,2,1,0,5,2024-08-05,23,2024-08-05-23
5064154921043272,咖啡不加糖fighting,6421753878,f,2024-08-05 23:34:43,华为畅享10,河北,,False,,#陈丽君 偷歌#陈丽君粉丝颠倒黑白，陈丽君本人答非所问，让人恶心,0,0,0,23,2024-08-05,23,2024-08-05-23
5064155100349702,一头扎进米缸,6197877674,f,2024-08-05 23:35:26,iQOO 9 未来电竞旗舰,四川,生米一颗,False,,#陈丽君 偷歌# 陈姐姐好茶，佩服佩服,0,0,0,160,2024-08-05,23,2024-08-05-23
5064155117650257,啾星三岁半叻,6884847617,f,2024-08-05 23:35:29,Redmi K70,福建,深深和生米们一定要健健康康平平安安快快乐乐!,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 现在听到这个名字就想吐🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮无脑粉丝,0,0,0,57,2024-08-05,23,2024-08-05-23
5064155226964076,糯米瑞_周深二专_反深代词,6812918317,f,2024-08-05 23:35:55,Unknown,江苏,生活吐槽追🌟人的杂七杂八,False,,#陈丽君 偷歌# 大姐，你还不动动啊，我们只是想要你道歉，你粉丝是想断你内娱之路啊😱,1,0,0,38,2024-08-05,23,2024-08-05-23
5064155252656940,JulieCurry,7575109632,f,2024-08-05 23:36:02,iPhone,加拿大,,False,,#陈丽君 偷歌# 版权是很重要的！讨厌偷别人家的东西还想拥为己有！以前要抵制A货，现在还要提防侵版权,0,0,0,39,2024-08-05,23,2024-08-05-23
5064155652430352,函数怎么那么难,7747160913,f,2024-08-05 23:37:38,周深的小狗Android,广西,捕捉我爱的一切 自证在🔝 毒唯,False,,#陈丽君 偷歌# 咋滴？还偷上瘾了,4,0,1,359,2024-08-05,23,2024-08-05-23
5064155719538442,嫑不开心啦啦啦啦啦,7783119499,f,2024-08-05 23:37:54,三星Galaxy S24 Ultra,安徽,唯爱周深！！！无墙头！！！,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 以后谁还敢请你唱歌@陈丽君_点绛唇,3,0,0,398,2024-08-05,23,2024-08-05-23
5064155732120274,万米深海的鱼,7644936937,f,2024-08-05 23:37:57,米子自救基地超话,云南,“Ta还是默默地长久地深情地观望 时光中的人来与人往…🎞,True,超话粉丝大咖（周深超话）,这～不是～你的错～是～不负责任的～节目组～的锅～ @陈丽君_点绛唇 请问是百花奖节目组指使你从几年前开始不标原唱嚯嚯《光亮》的吗 #陈丽君 偷歌#,3,0,0,567,2024-08-05,23,2024-08-05-23
5064155738670261,风起时的爱意,7900804186,f,2024-08-05 23:37:58,Redmi Note 7 Pro,山东,,False,,#陈丽君 偷歌#“文化传承者”,1,0,0,1,2024-08-05,23,2024-08-05-23
5064155789264945,啾星原产果冻现摘现发,6861373675,f,2024-08-05 23:38:10,粥森小狗的iPhone 15 Pro,上海,欢迎光↗临↘～～～我是致力于啾星新品研发的果冻，祝您吃好喝好՞•ﻌ•՞！,False,,#陈丽君 偷歌# 陈丽君偷歌，对面周深强得不真实，强大的实力让人如此恐惧，眼泪止不住的流下来。我甩了自己一巴掌，还想哭又甩了自己一巴掌，终于不那么想哭了。我对自己说：哭有什么用！陈丽君都偷这么多年歌了！然后，我笑了！！！,510,87,80,4259,2024-08-05,23,2024-08-05-23
5064156044853653,Cimye莜_,2329856252,f,2024-08-05 23:39:10,Android,广东,少管我！！！,False,,#陈丽君 偷歌# 你粉丝是什么超雄贼喊捉贼,3,0,0,154,2024-08-05,23,2024-08-05-23
5064156132936397,monica尛陌,1720398630,f,2024-08-05 23:39:32,HUAWEI P40 Pro 5G,江苏,,False,,#陈丽君 偷歌#这位姐是带火了哪个越剧唱段啊？报出来让我听听牛不牛逼。天天在热搜上泡着，问就是宣传越剧，作品嘛无。看来实力太废，只能嘴上宣传,4,0,0,20,2024-08-05,23,2024-08-05-23
5064156321678311,mushroom_叻,7375351980,f,2024-08-05 23:40:17,iQOO 11 未来电竞旗舰,广东,两情若是久长时，又岂在朝朝暮暮。,True,微博原创视频博主,#陈丽君 偷歌#每日一笑 周深蹭陈丽君热度,6,0,0,360,2024-08-05,23,2024-08-05-23
5064156459570770,深深的眼里星辰闪烁,5905241743,f,2024-08-05 23:40:50,iQOO Neo7,浙江,我喜我生，独丁斯时【镇魂】,True,超话粉丝大咖（周深超话）,#程丽君 绿茶##陈丽君 偷歌# 茶百道的🍵都没你这么有精髓。西湖龙井都盖不住你这股子🍵味！,0,0,0,606,2024-08-05,23,2024-08-05-23
5064156729051744,万米深海的鱼,7644936937,f,2024-08-05 23:41:54,Unknown,云南,“Ta还是默默地长久地深情地观望 时光中的人来与人往…🎞,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 太好笑了长张嘴就能说呗 如果不是《光亮》被偷，有几个人知道陈丽君,2,2,1,567,2024-08-05,23,2024-08-05-23
5064157186232745,七色水果汁,7804333070,f,2024-08-05 23:43:43,Redmi Turbo 3,北京,喜欢古明地觉😍喜欢镜音铃🥰 小号：rin的橘子汁,False,,还我雷生曲#陈丽君 偷歌#,0,0,0,16,2024-08-05,23,2024-08-05-23
5064157349549273,可可的梦--,7808144639,f,2024-08-05 23:44:22,HUAWEI Mate 40E,云南,纯生米，没有墙头，只粉周深💙,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌#长见识了，🍵里🍵气，🍵言🍵语，又爱偷又爱蹭，蹭了800年都达不到的流量热度,2,0,0,212,2024-08-05,23,2024-08-05-23
5064157734373304,肚噜噜w,7808446540,m,2024-08-05 23:45:54,iQOO Neo6 强悍操控,广东,,False,,#陈丽君 偷歌#戏是唱不好的，歌是要偷的，🍵是要卖的666,2,0,0,1,2024-08-05,23,2024-08-05-23
5064157743810216,zizi-----,7735635338,f,2024-08-05 23:45:56,周深超话,湖南,,False,,周深#陈丽君 偷歌# 真的搞得人心情都不好了，看看美图吧😞,12,4,0,3,2024-08-05,23,2024-08-05-23
5064157928621637,AKA永远爱深深,7560745524,f,2024-08-05 23:46:40,荣耀畅玩30,甘肃,不分场合，一如既往地支持周深😘,False,,#陈丽君 偷歌#歌是必偷的，字是不认的,3,0,0,269,2024-08-05,23,2024-08-05-23
5064158133095214,啾星三岁半叻,6884847617,f,2024-08-05 23:47:29,Redmi K70,福建,深深和生米们一定要健健康康平平安安快快乐乐!,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 都给我举报累了，陈粉太没素质了🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮 你不能管管吗？又没文化又没素质，不愧是你的粉啊@陈丽君_点绛唇,1,0,0,57,2024-08-05,23,2024-08-05-23
5064158230089533,DLS_周深的头发丝儿,6016068086,f,2024-08-05 23:47:52,HarmonyOS设备,重庆,没啥好说的！就是喜欢周深！！！！,False,,#陈丽君 偷歌# 我真的要笑死！偷歌贼的粉丝是不是村里一直没通网，好不容易连上个2G就只看到他家贼姐姐那么点业绩啊,0,0,0,51,2024-08-05,23,2024-08-05-23
5064158278321223,想被深崽崽回复的不语,7721963955,f,2024-08-05 23:48:04,929星球Android,山西,要做有牙齿的温柔呀～,True,超话粉丝钻咖（周深超话）,#陈丽君 偷歌# ？？？？？？？？这是来给我们提供笑料的么？？？我厌蠢症要犯了,3,6,0,427,2024-08-05,23,2024-08-05-23
5064158961733460,卡布叻_忘忧米,7755140429,f,2024-08-05 23:50:47,深深的宝贝所愿皆成真,四川,生米一枚，深深，我们都在自己不同道路闪闪发光，愿我们都无忧无虑，花开忘忧，愿你无忧！拜拜！！少管我！！,False,,#陈丽君 偷歌#陈小姐，管好你家粉丝,3,0,0,291,2024-08-05,23,2024-08-05-23
5064159009444433,阿斯巴甜的米,3199780861,f,2024-08-05 23:50:58,Unknown,福建,wala li longla🪄,True,娱乐博主 超话粉丝大咖（周深超话）,偷就是偷，什么东西#陈丽君 偷歌#,731,55,172,15.4万,2024-08-05,23,2024-08-05-23
5064159255331938,化深孤岛,6265545375,f,2024-08-05 23:51:57,周深超话,陕西,风雨同周，深情不移,False,,周深@卡布叻_周深 #陈丽君 偷歌# 再乱改的人，祝你蒸煮愿每天都像吃了苍蝇一样恶心，每晚都做噩梦，被各种不好的事情困扰。祝在未来的日子里，能够把所有的霉运都集中到自己身上，越来越糊，让别人的生活变得更加美好！下头 反正给我们家热度,1,1,0,1,2024-08-05,23,2024-08-05-23
5064159414714447,我有世界上最可爱的狗,6303771992,f,2024-08-05 23:52:34,iPhone客户端,河南,是！我！,False,,#陈丽君 偷歌# //@dontmind_冬麦:光亮发行前光靠预告那段戏腔就已经火了好吗，怎么有人拿去翻唱一遍就想当成自己的，我们亮丝是老了不是亖了,0,0,1,42,2024-08-05,23,2024-08-05-23
5064159610011668,周深王菲邓丽君周迅胡歌都是我的,2162526461,f,2024-08-05 23:53:20,少管我Android,重庆,唯爱周深，他是底线，踩我底线我会疯,True,超话粉丝大咖（周深超话） 微博原创视频博主,你们没有嫉妒了吗#陈丽君 偷歌#,1,0,0,4900,2024-08-05,23,2024-08-05-23
5064159827593020,我有世界上最可爱的狗,6303771992,f,2024-08-05 23:54:13,iPhone客户端,河南,是！我！,False,,#陈丽君 偷歌# //@空大小透明_:陈丽君及其粉丝能不要偷换概念了吗，没人关心你翻唱和版权问题，陈丽君营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，陈丽君粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,0,0,0,42,2024-08-05,23,2024-08-05-23
5064159870323267,知许解夏MY,7481909105,f,2024-08-05 23:54:23,vivo X60 Pro蔡司影像,河南,追唯一的星星,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 小姐姐本人茶茶的，粉丝见见的,0,0,0,110,2024-08-05,23,2024-08-05-23
5064159878974165,看了要钱--,5759978201,f,2024-08-05 23:54:25,iQOO 9 未来电竞旗舰,湖南,烤布蕾我永远爱你,False,,#陈丽君 偷歌# 世偷一 世卖一 世茶一 世买一,0,0,0,165,2024-08-05,23,2024-08-05-23
5064160218454423,星星是小太阳啊,1873043914,f,2024-08-05 23:55:46,iPhone,广西,喜欢深深的一粒米~,False,,#陈丽君 偷歌# 害 给她们蹭了个大的,0,9,1,41,2024-08-05,23,2024-08-05-23
5064160289226782,低头风来,6581119516,f,2024-08-05 23:56:02,周深所愿皆成真,重庆,在听周深新专辑《反深代词》。,True,超话粉丝大咖（周深超话） 微博原创视频博主,直接从偷变成抢了是吧，没这道理，神金#陈丽君 偷歌#,267,32,23,5.1万,2024-08-05,23,2024-08-05-23
5064160369449943,ZSGWHBQQ,3729916217,f,2024-08-05 23:56:22,HUAWEI P30 Pro,山东,默默自转的星球💫,False,,#陈丽君 偷歌# 糊就滚出来见见世界,0,0,0,91,2024-08-05,23,2024-08-05-23
5064160566575797,六百芹_twelve吃猫一族,7795158215,f,2024-08-05 23:57:09,iQOO Neo9S Pro,广东,小猫和没有通过图灵测试的通通抓起来，前者一口吃掉😋后者拖出去😡【红温中】,False,,"重点不在标不标翻唱原唱，在于偷歌，把别人歌里最高光的偷成自己的。现在刷短视频，一般只能听到最高光的部分，她换个歌名换个唱腔（但是词曲都不变噢），就是低成本地在把那句戏腔变成自己的，不标原唱是谁就是在暗示路人自己是原唱
所以她不说明原唱这只是部分重点，更恶劣更本质的是偷歌，让路人以为那句戏腔出自定风波的偷。#陈丽君 偷歌#",3,0,0,4,2024-08-05,23,2024-08-05-23
5064160803033312,进入猫次元叻,7905807991,f,2024-08-05 23:58:06,周深老婆的iPhone客户端,福建,星星偷走睡意⭐,True,超话粉丝大咖（周深超话）,我家宝贝忙着呢不像你糊咖什么都蹭什么都偷，受害者回应什么？还想让受害者道歉吗，你粉丝那些侮辱人的言论，你才更应该替它们🧎🏻♀️道歉，而不是🍵言🍵语得回应几句，管好你家粉丝，真的很恶心🤢 #陈丽君 偷歌#,1,0,0,1231,2024-08-05,23,2024-08-05-23
5064160916543988,白t洗衣机_周深白t专用,7872869683,f,2024-08-05 23:58:33,HUAWEI P30,广东,哦，洗衣机成精了,False,,#陈丽君 偷歌# 品，细品,0,0,0,2,2024-08-05,23,2024-08-05-23
5064161073565408,注意避暑,6582758488,m,2024-08-05 23:59:10,iPhone客户端,山东,,False,,#陈丽君 假唱##陈丽君 偷歌# 陈偷现在还嘴硬“我就唱了两句不算偷～”再看一遍加强记忆@陈丽君_点绛唇 不仅是偷还是个惯偷@陈丽君_点绛唇,3,0,1,1,2024-08-05,23,2024-08-05-23
5064161157448327,星星是小太阳啊,1873043914,f,2024-08-05 23:59:29,iPhone,广西,喜欢深深的一粒米~,False,,#陈丽君 偷歌# 哈哈哈哈啊哈 这种脑残来一个我关一个小黑屋,0,0,0,41,2024-08-05,23,2024-08-05-23
5064161329152662,送星星给我,2693743977,f,2024-08-06 00:00:10,拖延症的一天,四川,活着这件事我也不太会,True,超话粉丝大咖（AG超玩会超话）,#陈丽君 偷歌# 偷姐哪根🍵倒打一靶,0,0,0,291,2024-08-06,0,2024-08-06-00
5064161350392251,congeestar,6814681881,f,2024-08-06 00:00:16,nova8 我由我掌镜,广东,"May we be like a whale, strong enough to become a island.｜abo",False,,#陈丽君 偷歌# 偷歌还偷奖啊,0,0,0,18,2024-08-06,0,2024-08-06-00
5064161697993478,夜深人静_熬大夜,7025175182,f,2024-08-06 00:01:39,vivo手机,广西,懒,False,,#陈丽君 偷歌# 再刷到偷姐ncf的发言，奖励我抢到演唱会票,0,1,0,8,2024-08-06,0,2024-08-06-00
5064161740457351,-猫咪幼稚园-,6473286320,m,2024-08-06 00:01:49,星星大屁股iPhone 12,广东,一个喜欢星星的人✨我在一路追光 而你就是我的那束光 希望你永远快乐周深❤｜镇魂,True,画师 木头咪,#陈丽君 偷歌# 怎么没有转发键了 可是她就是小偷呀 我没说错 -猫咪幼稚园-的微博视频,3,1,0,441,2024-08-06,0,2024-08-06-00
5064161820676157,热干面_叻,7483757092,f,2024-08-06 00:02:08,QQ音乐,湖北,嘿！少管我！,True,超话创作官（姚译添超话）,还是原唱好听 #陈丽君 偷歌# 光亮,3,0,0,304,2024-08-06,0,2024-08-06-00
5064161980063192,cana养乐多,6228889506,m,2024-08-06 00:02:46,Hi nova 9,浙江,Can it be real,False,,#陈丽君 偷歌# 陈丽君粉丝但凡愿意百度一下,0,0,0,5,2024-08-06,0,2024-08-06-00
5064162063427273,试卷我的天敌,2884809132,f,2024-08-06 00:03:06,小米11,浙江,一般周六上线(其它时间打怪刷经验ing,False,,#陈丽君 偷歌#,0,0,0,149,2024-08-06,0,2024-08-06-00
5064162325823761,鸟小老虎,6511466578,f,2024-08-06 00:04:08,华为手机,山西,,False,,所谓的我们粉丝素质低下，爆粗口只是她家粉丝装的 除了这个，他们再找不到其他喷我们的理由了破大防吧 自己骂自己正主也是没谁了 #陈丽君 偷歌#,0,0,0,60,2024-08-06,0,2024-08-06-00
5064162466336871,草莓芝士小猫卷,7883142545,f,2024-08-06 00:04:42,iPhone客户端,辽宁,,False,,#陈丽君 偷歌#陈丽君偷歌不成就卖🍵，陈丽君粉丝恼羞成怒倒打一耙，好可怕的群体,0,0,0,1,2024-08-06,0,2024-08-06-00
5064162531350679,如琢如磨cs,7481185574,f,2024-08-06 00:04:58,iPhone客户端,山东,要可爱不要丧,False,,道歉！#陈丽君 偷歌# //@乌鸦为什么爱听反深代词:@陈丽君_点绛唇 你粉丝对别人dfxr让人当军女支给人道歉了吗？乳女道歉了吗？,0,0,0,12,2024-08-06,0,2024-08-06-00
5064162894419215,诗蒽诗蒽,6454586592,f,2024-08-06 00:06:24,啵一口周深Android,云南,人活着就是为了看周深,False,,#陈丽君 偷歌# “不！就是我的💰！天王老子来了也是我的💰！”强盗啊,2,0,0,169,2024-08-06,0,2024-08-06-00
5064163065337604,嫑不开心啦啦啦啦啦,7783119499,f,2024-08-06 00:07:05,三星Galaxy S24 Ultra,安徽,唯爱周深！！！无墙头！！！,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# //@阿斯巴甜的米:偷就是偷，什么东西#陈丽君 偷歌#,0,0,0,398,2024-08-06,0,2024-08-06-00
5064163208467532,深深de快递,7874599502,f,2024-08-06 00:07:39,周深超话,湖北,制定了plan，因为lan，完成了个p,False,,周深#陈丽君 偷歌# 宝宝你什么也没有做错 他们贼喊捉贼素质感人你不用道歉！@卡布叻_周深 倒是某些人故意引导粉丝网暴真牛逼是吧@陈丽君_点绛唇,2,3,0,24,2024-08-06,0,2024-08-06-00
5064163242810070,我的地盘我做主ivy,1062142624,f,2024-08-06 00:07:47,vivo S7e 5G,浙江,,False,,#陈丽君 偷歌# 偷歌，模糊概念！,0,0,0,15,2024-08-06,0,2024-08-06-00
5064163318038677,土豆味的咻星星叻_,7780156489,f,2024-08-06 00:08:04,5G自拍手机vivo S6,内蒙古,Only:@卡布叻_周深 是位生米哦 来找我dd啊,False,,#陈丽君 偷歌# 别偷了别偷了,0,0,0,7,2024-08-06,0,2024-08-06-00
5064163354738737,2020年的水稻,7368989551,f,2024-08-06 00:08:13,vivo X100 Pro,广西,,False,,#陈丽君 偷歌# #陈丽君浮生一白# 所谓的“越剧传承人”是有多看不上越剧才会薅京剧的曲调当越剧唱？老师不会哭晕在厕所吗,1,0,0,14,2024-08-06,0,2024-08-06-00
5064163795144747,名字是太椅,7456898329,f,2024-08-06 00:09:59,Unknown,辽宁,啾咪,False,,#陈丽君 偷歌# @陈丽君_点绛唇 蒸煮偷歌，粉丝偷奖。不是一家人，不进一家门啊,1,0,1,143,2024-08-06,0,2024-08-06-00
5064163917301745,全世界最甜的奶球,6027721876,f,2024-08-06 00:10:28,Unknown,北京,我是来看星星的,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 这是小偷给小偷授权吗[疑問]偷偷联手了,0,0,1,1504,2024-08-06,0,2024-08-06-00
5064164643183239,阿斯巴甜的米,3199780861,f,2024-08-06 00:13:21,Unknown,福建,wala li longla🪄,True,娱乐博主 超话粉丝大咖（周深超话）,蓄谋已久煞费苦心啊，顺便问一下好大的回声哦姐姐你是在井里唱的吗#陈丽君 偷歌#,431,20,164,15.4万,2024-08-06,0,2024-08-06-00
5064164940977510,带周星星去C929星球叻,7776594607,f,2024-08-06 00:14:32,nova12系列出色蓝不住,广东,爱吃深深，一口一个🤭,False,,#陈丽君 偷歌#这就是所谓的素质好？态度好？大方认错？,1,0,0,5,2024-08-06,0,2024-08-06-00
