,评论id,评论者id,评论时间,评论者姓名,评论者IP归属地,评论者粉籍,评论内容,fan_cnt,like_cnt
0,5063834022707959,6761369485,2024-08-05 02:19:35,大土豆你个破忒头_,来自福建,loyal_fans,宝宝唱的真好 快点休息,1.1万,12666
1,5063833976047058,7444504753,2024-08-05 02:19:24,不想穿校裤,来自湖北,loyal_fans,宝宝你超棒的！,2123,10384
2,5063833952191436,7767636727,2024-08-05 02:19:18,搅碎一池星月--,来自陕西,loyal_fans,宝宝。你是最棒的,77,9513
3,5063834012222504,7007259210,2024-08-05 02:19:33,漠然-淡然,来自江苏,loyal_fans,啊仙君你来了早点休息辛苦了,58,9072
4,5063834006195073,7742534781,2024-08-05 02:19:31,阿Mei的好多天_,来自陕西,loyal_fans,宝宝你特别棒！！超级美,64,8317
5,5063834043681126,6004698254,2024-08-05 02:19:40,养乐多小岛-,来自江西,loyal_fans,宝宝你很棒你唱的很好听，要开心要开心要开心@陈丽君_点绛唇,22,7847
6,5063834068846190,5624240806,2024-08-05 02:19:46,芋泥瓜瓜__,来自福建,loyal_fans,宝宝！！你超棒！！！,235,7082
7,5063834027165318,6576072049,2024-08-05 02:19:36,lalalalx,来自福建,loyal_fans,唱得很好啊！,134,6640
8,5063834207520308,6898647717,2024-08-05 02:20:19,那就喝杯热水吧,来自浙江,loyal_fans,不是你的错，天天开心，晚安,1.6万,6596
9,5063834252871763,6426870094,2024-08-05 02:20:30,喻盐小盐总,来自江西,loyal_fans,宝宝你真的很棒，不要错怪自己！！！我们不欺负别人，但是也不能让你被欺负，永远爱你@陈丽君_点绛唇,694,6558
10,5064042618554890,6101818059,2024-08-05 16:08:28,在我心里掌灯_,来自内蒙古,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂,1.7万,6320
11,5063833940920549,7722893914,2024-08-05 02:19:16,零忆-Start,来自河南,loyal_fans,宝贝,1199,5872
12,5063834152993326,2002538207,2024-08-05 02:20:06,有机牛奶瓶,来自广东,loyal_fans,老婆你唱的特别好,414,5620
13,5063834027688982,2881283653,2024-08-05 02:19:36,就要辣椒了,来自山东,loyal_fans,宝宝你很棒,2971,5206
14,5063834853180614,1967157407,2024-08-05 02:22:53,Titanic_凌云DOLE,来自江苏,loyal_fans,无妄之灾还要亲自出来解释辛苦了宝宝你是最棒哒,586,5113
15,5063834097682937,6581981255,2024-08-05 02:19:53,寄于92年0603曲,来自广西,loyal_fans,宝宝 你没错,7625,4946
16,5063837883565539,1821274354,2024-08-05 02:34:56,反深代词_蝴蝶希,来自贵州,,优秀的歌曲欢迎他人的翻唱，只是作为文艺工作者必定是要有版权意识的，这是创作者的心血，您在过去的两年里多次翻唱《光亮》却都没有标注原曲或者词曲作者，还是有必要提高相关意识。祝好～,6061,4888
17,5063838871584972,5355738926,2024-08-05 02:38:50,Gillian立gei,来自广东,,早这样不就行了，使用作品不标注原曲，还更改作品名称，以后注意吧姐姐，也请让你们粉丝不要再发疯了谢谢,4.3万,4430
18,5063841434306226,7859365530,2024-08-05 02:49:02,纯文学叻_,来自江苏,,终于等来了迟来两年的道歉文艺工作者的底线是尊重原创和版权，引导粉丝向真善美，而不是假恶丑既然陈女士已经意识到自己的错误，那么请约束好自己的粉丝，停止人身攻击和网暴受害者从艺先从德，好自为之,1406,4318
19,5063834118915559,3299039273,2024-08-05 02:19:58,爱吃火锅爱喝碧纯气泡水的小吃货,来自浙江,loyal_fans,仙女君君,1830,4198
20,5063834159285319,6581981255,2024-08-05 02:20:08,寄于92年0603曲,来自广西,loyal_fans,你是最棒的,7625,4009
21,5063834104497720,7499919165,2024-08-05 02:19:55,爱吃酱汁烤肉的蜜瓜,来自浙江,loyal_fans,君君 你是最棒的,116,3788
22,5063834467303544,3896031230,2024-08-05 02:21:20,阿克顿薯饼,来自湖南,loyal_fans,优秀党员陈老师大格局,533,3582
23,5063834291406727,5517444959,2024-08-05 02:20:39,想和陈丽君谈恋爱,来自安徽,loyal_fans,宝宝，早点休息你是最棒的,12,3203
24,5063833955076612,6550808105,2024-08-05 02:19:19,粉红泡泡k,来自广东,loyal_fans,老婆还没睡,98,3071
25,5063924529761742,7495641082,2024-08-05 08:19:14,无辣鸡翅,来自广东,,热知识 如果你家姐姐没有错不管粉圈怎么吵都不会道歉,13.9万,2998
26,5063848188968999,2162526461,2024-08-05 03:15:52,周深王菲邓丽君周迅胡歌都是我的,来自重庆,,原来不是不知道啊，理解你想红的心，但是请尊重原唱尊重版权，多少也有点知名度了，维护版权的意识得有，还有请管理好自己粉丝，不要到处造谣辱骂无辜歌手先给他们科普一下什么是越剧什么是京剧吧,4900,2892
27,5063834498761116,6195983040,2024-08-05 02:21:29,从此不敢看月亮,来自广东,loyal_fans,宝宝你真好,8511,2852
28,5063834232684660,5197493377,2024-08-05 02:20:24,楠山涵海,来自广东,loyal_fans,君君你没有错骂你的人有错！！！,240,2808
29,5063834513703809,5829784070,2024-08-05 02:21:32,重生之逆天邪龙王,来自浙江,loyal_fans,早点休息宝你一点错没有知道吗,1.3万,2777
30,5063834069370091,5517444959,2024-08-05 02:19:46,想和陈丽君谈恋爱,来自安徽,loyal_fans,宝宝你不用解释的,12,2605
31,5063911734510337,7798339303,2024-08-05 07:28:23,呼呼爱吃QQ糖,来自浙江,loyal_fans,真的想抱抱你，摸摸你的头，其实你不需要出来道歉的宝贝，你做的很棒，大步向前走，我们星辰一直在,33,2418
32,5063839806652998,7481541149,2024-08-05 02:42:34,桃星桃桃酱,来自四川,,作为公众人物有责任正确引导粉丝！弘扬传统文化，请从修德开始！,2201,2348
33,5063903247861854,6310928440,2024-08-05 06:54:40,星与君携手同行,来自河南,loyal_fans,君君宝宝你太厉害啦，你唱的很好很棒，你没错！你怎么这么好啊，陈丽君以后不许委屈自己你咋这么让人心疼呢,103,2113
34,5064040198180935,5607576029,2024-08-05 15:58:51,Zstation_forCharlie,来自广东,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,2.1万,1956
35,5063916297912751,7569634462,2024-08-05 07:46:31,热爱一切好听的声音,来自湖南,loyal_fans,姐姐唱得很好也是真的够正直,6,1866
36,5063846020777197,6545890108,2024-08-05 03:07:16,_Gxing,来自天津,loyal_fans,划重点“确认过版权” 纯属于另一家没事找事了[淡淡的]，陈丽君你太体面了，太有风骨对这些无赖是没用的！,19,1837
37,5063840829801531,2506156302,2024-08-05 02:46:38,看不见我的天天和加大码,来自江苏,,现在知道了，两年时间那么多次一次都没标注钱雷周深呀，小姐姐是今天才知道这别人的歌吗。,290,1642
38,5063835195278895,1735210041,2024-08-05 02:24:15,赛耶,来自新加坡,loyal_fans,君君你辛苦了，踏入娱乐圈之后的冷暖相信你这一年一定深有体会，粉丝只能默默支持你，希望你能坚强的走下去，你爱的人和爱你的人永远陪在你身边,56,1474
39,5063834055738500,7739806547,2024-08-05 02:19:43,Cinyaaaaa_,来自天津,loyal_fans,姐你特别棒，好好唱大戏,75,1439
40,5063928979919526,6556519060,2024-08-05 08:36:55,星辰奔赴而来,来自福建,loyal_fans,陈老师有风骨,1039,1323
41,5063834417497279,6867394427,2024-08-05 02:21:09,一锤四百斤,来自广东,loyal_fans,你很棒，早点休息哦,3.2万,1279
42,5063838240079956,7743683091,2024-08-05 02:36:20,蓬松de小麦粉,来自江苏,,承认就好，时隔一年迟到的澄清，我们的《光亮》从此分明了,208,1234
43,5063835151237881,6198492830,2024-08-05 02:24:04,尤念君安,来自四川,loyal_fans,宝宝，希望你不要被这件事影响心情。今晚你的表演非常非常棒。希望以后你可以多多来四川，我们都很爱你,1086,1118
44,5064073559933091,7493303375,2024-08-05 18:11:24,温柔·有牙齿,来自山东,,你怎么不让你粉丝慎言？,8148,1101
45,5064069448731945,5607576029,2024-08-05 17:55:05,Zstation_forCharlie,来自广东,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》且擅自改名成《定风波》误导大众以为是传统越剧，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,2.1万,1076
46,5063882677158026,1704710827,2024-08-05 05:32:55,小星宿君,来自重庆,loyal_fans,君宝，这个事跟你没关系,188,1065
47,5063839022055700,7481541149,2024-08-05 02:39:27,桃星桃桃酱,来自四川,,作曲已承认❗请陈丽君粉丝及陈丽君道歉❗作曲已承认❗请陈丽君粉丝及陈丽君道歉❗作曲已承认❗请陈丽君粉丝及陈丽君道歉❗作曲已承认❗请陈丽君粉丝及陈丽君道歉❗作曲已承认❗请陈丽君粉丝及陈丽君道歉❗作曲已承认❗请陈丽君粉丝及陈丽君道歉❗作曲已承认❗请陈丽君粉丝及陈丽君道歉❗,2200,1034
48,5064074071900330,7518860581,2024-08-05 18:13:26,乌鸦为什么爱听反深代词,来自山东,,@陈丽君_点绛唇 那也请您回应一下这些问题吧。1️⃣名为定风波实则使用《光亮》片段的音源是怎么回事请解释一下；2️⃣为什么你粉丝屡次表示光亮这首歌就叫定风波，原唱是谁不重要不在乎并且声称你就是原唱；3️⃣你粉丝发表的让别人去当军女支去卖的言论也请你看看。女艺人的粉丝就是这么爱女的？,1.6万,976
49,5063837510271709,1946067764,2024-08-05 02:33:27,时间是最好的测谎一,来自江苏,loyal_fans,你哪错了？正反两面你都没错，你只是体面人，格局大点，不喜欢纷争，这事本来就跟你没关系，节目组早点说确认版权了不就行了，你给我好好休息！,172,971
50,5063847063322828,7272097503,2024-08-05 03:11:24,烤芝麻芝嘛嘛香,来自河南,,知道不对以后就改正吧，给大家培养版权意识起一个带头作用，希望你的粉丝以后也能注意版权，不要出来反咬一口了,1.1万,966
51,5063834252871763,6426870094,2024-08-05 02:20:30,喻言小盐总,来自江西,loyal_fans,宝宝你真的很棒，不要错怪自己！！！我们不欺负别人，但是也不能让你被欺负，永远爱你@陈丽君_点绛唇,588,934
52,5063834085360400,7722893914,2024-08-05 02:19:50,零忆-Start,来自河南,loyal_fans,宝宝你很棒,1199,930
53,5063839417368725,7481541149,2024-08-05 02:41:01,桃星桃桃酱,来自四川,,优秀的歌曲欢迎他人的翻唱，只是作为文艺工作者必定是要有版权意识的，这是创作者的心血，在过去的两年里多次翻唱《光亮》却都没有标注原曲或者词曲作者，有必要提高相关意识。,2200,927
54,5064069436149281,7521008698,2024-08-05 17:55:02,照秋_反深代词神专,来自广东,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》且擅自改名成《定风波》误导大众以为是传统越剧，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,1.3万,868
55,5064040114823626,7811629842,2024-08-05 15:58:31,一杯反深代词味水果茶,来自四川,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,101,859
56,5063834002523659,6182541566,2024-08-05 02:19:30,-----Helen-,来自湖北,loyal_fans,君君唱的好好听,77,842
57,5063904881019282,7858318467,2024-08-05 07:01:09,月光会收到吗,来自四川,,小姐姐你话要说清楚，你之前唱我们光亮不仅不标出处，还改了歌名让你粉丝以为是你原唱到处宣传，甚至跑到我们光亮的地盘说我们原唱是翻唱来着。不说明白以你粉丝的视力和阅读理解能力就只看得懂这次确认过版权的部分，还觉得你冤枉了呢。,1,822
58,5063839076581866,5845609247,2024-08-05 02:39:40,朝霞不出门听反深代词,来自安徽,,作为公众人物有责任正确引导粉丝。您的某些粉丝实在太过分了！弘扬传统文化，请从修德开始！,2.1万,816
59,5063883664392238,5376516251,2024-08-05 05:36:50,活蹦乱跳的猴-,来自意大利,loyal_fans,再说100遍我宝一点错都没有 两次受邀参加节目都确认过版权并且标注的 但是宝宝大格局就不跟小人一般见识了,465,803
60,5063834731545372,6195983040,2024-08-05 02:22:24,从此不敢看月亮,来自广东,loyal_fans,宝宝，你太好了,8511,724
61,5064041630269621,6341999061,2024-08-05 16:04:32,偷喝银河,来自山西,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,4041,720
62,5063844658939828,1822559431,2024-08-05 03:01:51,反驳我可不可以有点创意,来自内蒙古,loyal_fans,你也是被骂了，知道理亏了才赶紧出来声明了。你的粉丝到现在还嘴硬说你一点错没有呢。,146,670
63,5063844658939828,1822559431,2024-08-05 03:01:51,反驳我可不可以有点创意,来自内蒙古,,你也是被骂了，知道理亏了才赶紧出来声明了。你的粉丝到现在还嘴硬说你一点错没有呢。,146,658
64,5063835761249110,5519657854,2024-08-05 02:26:30,GRACE晨与腿,来自安徽,loyal_fans,陈党员，宰相肚里能撑船，宽宏大量,1097,648
65,5063841880998577,7724525486,2024-08-05 02:50:49,你系最迷人噶你机道吗,来自北京,,原来您知道自己是翻唱啊，那没事了，希望您以后在翻唱他人歌曲时继续保持版权意识，把尊重放在使用之前。另外，还在辱骂攻击无辜歌手的某些陈丽君粉丝，如果你们识字，就请仔细阅读原博，停止对他人的造谣和谩骂无论是越剧名作还是传统文化本身，都没有教过你们知错不改污言秽语颠倒黑白！,7.9万,620
66,5063838804475930,7844844373,2024-08-05 02:38:34,卡啵啦儿儿叻,来自广东,,管好你的粉丝  骂周深的都让他们道歉,295,599
67,5063941321919909,7899996991,2024-08-05 09:25:57,渲奕,来自江苏,loyal_fans,宝宝你没错！！！！下次不要道歉了好吗？,8,586
68,5064100145271159,5607576029,2024-08-05 19:57:04,Zstation_forCharlie,来自广东,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,2.1万,533
69,5063834039747175,3038757990,2024-08-05 02:19:38,TS君倾,来自四川,loyal_fans,小宝你又大晚上不睡觉，打屁屁哦,506,522
70,5063834064912768,5427656852,2024-08-05 02:19:45,XspecialYY,来自江苏,loyal_fans,君君 你可真俊呐～,193,519
71,5063954776725048,1372473283,2024-08-05 10:19:25,卿城塔子Rita,来自四川,loyal_fans,往前走，莫回头，有些东西应该适当屏蔽掉，别受影响，好好唱大戏，君君你最棒,2.3万,509
72,5063838791106603,5247471422,2024-08-05 02:38:31,蓝精灵好吃嘛_,来自江苏,,既然有错就改，也请约束好你的粉丝，管好她们那张造谣还泼脏的嘴,2606,507
73,5063839513315519,7768880456,2024-08-05 02:41:24,禁止大声密谋,来自美国,,尊重版权尊重作曲尊重原唱，在这个前提上欢迎翻唱、想唱多唱、爱唱就唱、我们都ok，当艺人要有艺德，也请管好粉丝。,58,500
74,5064100157592014,7521008698,2024-08-05 19:57:07,照秋_反深代词神专,来自广东,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,1.3万,488
75,5064054345571634,5607576029,2024-08-05 16:55:04,Zstation_forCharlie,来自广东,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》且擅自改名成《定风波》误导大众以为是传统越剧，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,2.1万,485
76,5063839055348133,6495615258,2024-08-05 02:39:34,今天找到代码了吗,来自广东,,搞艺术的这点版权意识都没有？装得跟第一次是似的，粉丝在我家广场撒泼，正主搁这儿演小白莲花，配合打挺好的,2352,482
77,5063834560103548,7004495549,2024-08-05 02:21:43,谄薛,来自黑龙江,loyal_fans,宝宝唱的超级好听早点睡觉呀！,206,480
78,5063834143817933,7722893914,2024-08-05 02:20:03,零忆-Start,来自河南,loyal_fans,晚睡福利,1199,460
79,5063835943436729,7304333864,2024-08-05 02:27:13,iaadatine,来自湖南,loyal_fans,知道啦 但是宝宝我们也不接受无端的恶意哦,29,458
80,5063841815201072,7209596594,2024-08-05 02:50:33,我想吃锅巴土豆,来自安徽,,终于等来了迟来两年的道歉，文艺工作者的底线是尊重原创和版权，引导粉丝向真善美，既然陈女士已经意识到自己的错误，那么请约束好自己的粉丝，停止人身攻击和网暴受害者,1869,456
81,5063941325326019,5713201884,2024-08-05 09:25:58,奶油多汁熊,来自陕西,loyal_fans,宝宝你很棒！,459,449
82,5063834123108513,6829816823,2024-08-05 02:19:58,梅溪湖王祖贤,来自四川,loyal_fans,好的 老婆 早点休息 ,6921,437
83,5063834391807045,6576072049,2024-08-05 02:21:03,lalalalx,来自福建,loyal_fans,不是你的错宝宝,134,416
84,5063834462848617,6426870094,2024-08-05 02:21:20,喻盐小盐总,来自江西,loyal_fans,宝宝你最棒，一点要好好的照顾自己，我们会听你的话，往前走，莫回头，会很乖，我们永远爱你！星辰大海，与君同行@陈丽君_点绛唇,694,387
85,5064040214959557,6021418204,2024-08-05 15:58:55,北京时间二十点零七分,来自河南,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,49,336
86,5063867576615103,1056928905,2024-08-05 04:32:55,影子部落,来自浙江,loyal_fans,往前走，做你该做的，不要被带入情绪。🫰🌟,408,333
87,5063835696497126,6260103884,2024-08-05 02:26:14,专属游乐园,来自江苏,loyal_fans,跟我大声喊，陈丽君，大气！有格局！。啧啧啧,35,330
88,5063834505840375,5388129571,2024-08-05 02:21:30,伶俐又温暖的小女孩,来自江苏,loyal_fans,姐姐你唱得真好听舞台表演得也好看不愧是唱念做打全来的优秀越剧演员啊#陈丽君 浮生一白# 好听！多唱！！我们的耳朵都说爱听！！！,146,329
89,5063977580626578,1793675521,2024-08-05 11:50:01,陈小饭要早睡,来自江苏,loyal_fans,也就是大🍊人好，出个回应，搁内娱其他人，连个眼神都不会给🍉🍉🍉,476,321
90,5063834013795697,5404033673,2024-08-05 02:19:33,jingahye_o,来自浙江,loyal_fans,宝贝 你是最棒的,48,315
91,5063843220817057,5505484619,2024-08-05 02:56:08,周深深可以扶摇直上九万里,来自辽宁,,请问粉丝是选择性失明看不到姐姐承认自己偷歌不标原唱吗,401,313
92,5063977580626578,1793675521,2024-08-05 11:50:01,陈小饭要早睡,来自江苏,,也就是大🍊人好，出个回应，搁内娱其他人，连个眼神都不会给🍉🍉🍉,475,309
93,5063840563986747,6600464375,2024-08-05 02:45:35,西瓜瓜车厘子,来自江苏,loyal_fans,“收到策划之初就和主办方确认过版权问题” 望周知，陈丽君从始至终是被邀请的一方，因主办问题导致陈丽君被恶意辱骂，周深粉丝滚过来道歉,1703,306
94,5064069438769018,6630489206,2024-08-05 17:55:03,叙叙叙平生志_反深代词神专也,来自山西,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂,102,299
95,5064102638522012,2088667893,2024-08-05 20:06:58,一只圈圈圈Kris,来自广东,loyal_fans,宝宝，这不是你的问题，你不需要回应的，好好休息，这都不是事～,1.5万,282
96,5063839068194026,7209596594,2024-08-05 02:39:38,我想吃锅巴土豆,来自安徽,,得提高相关版权意识,1869,274
97,5064072486454706,7493303375,2024-08-05 18:07:09,温柔·有牙齿,来自山东,,活着呢？你怎么看？,8148,270
98,5064069469443411,7505989201,2024-08-05 17:55:10,羊村守门员,来自四川,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,4,268
99,5064041107818591,5747670312,2024-08-05 16:02:28,掉进狗粮里的喵,来自北京,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,184,268
100,5063843235495945,7838946667,2024-08-05 02:56:11,可爱迷人的草履虫一枚,来自浙江,,终于等来了迟来两年的道歉文艺工作者的底线是尊重原创和版权，引导粉丝向真善美，而不是假恶丑既然陈女士已经意识到自己的错误，那么请约束好自己的粉丝，停止人身攻击和网暴受害者从艺先从德，好自为之,6875,263
101,5064084570246664,5607576029,2024-08-05 18:55:10,Zstation_forCharlie,来自广东,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,2.1万,261
102,5063834781615354,6452312771,2024-08-05 02:22:36,菜林卷_DJC,来自湖北,loyal_fans,乖宝，你没有错！不用什么都自己扛！！星辰已经成长了！也可以保护你了！哪怕就一次，你就站在我们身后吧！,9,257
103,5064054366804462,7521008698,2024-08-05 16:55:09,照秋_反深代词神专,来自广东,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》且擅自改名成《定风波》误导大众以为是传统越剧，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,1.3万,256
104,5064069466558465,5947233240,2024-08-05 17:55:09,小狗诗集,来自辽宁,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。。,1314,251
105,5063834034766052,7722893914,2024-08-05 02:19:37,零忆-Start,来自河南,loyal_fans,早点睡宝宝,1199,244
106,5063834062816233,6867394427,2024-08-05 02:19:45,一锤四百斤,来自广东,loyal_fans,好好听啊,3.2万,236
107,5063863416651993,5974653447,2024-08-05 04:16:23,野生达摩,来自广东,loyal_fans,君君晚安会好的，要相信善意永远比恶意多,149,235
108,5063834933133955,6342729170,2024-08-05 02:23:12,Estrella_清屿,来自四川,loyal_fans,宝宝 不是你的错 你是最棒的 唱的超级好听,108,221
109,5063837893527139,2013908827,2024-08-05 02:34:58,改个名字就是这么任性,来自湖北,loyal_fans,君君，节目组有标示版权哦。@卡布叻_周深 这个男的粉丝下场是因为之前跟别的对家斯比撕不过，故意找我们虐粉的哦。跟尊不尊重版权无关哦。以后饭圈的事情你别看啊。,53,214
110,5064040163838262,5767643915,2024-08-05 15:58:43,神神气气是星星_听反深代词版,来自江西,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,1161,213
111,5064069507715163,5947233240,2024-08-05 17:55:19,小狗诗集,来自辽宁,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。。。,1314,211
112,5063857532306016,2906768944,2024-08-05 03:53:00,很爱大长文,来自新疆,,真笑了，偷梁换柱几年了，今天当着周深的面唱，粉丝忍不住终于开骂了，才出来发这个。装得挺像,149,210
113,5063836315156680,6019864193,2024-08-05 02:28:41,林深霁晓,来自新疆,,澄清就澄清，别再蹭了哈姐管好你粉丝,491,206
114,5063840029214270,3896031230,2024-08-05 02:43:27,阿克顿薯饼,来自湖南,loyal_fans,第一次唱是受邀拍宣传片且上传的完整版标注了来源，第二次唱这两句也是提前和主办方确认了的，陈老师体面有格局不是你们蹬鼻子上脸的理由。,533,206
115,5064011281860176,2436361831,2024-08-05 14:03:57,君宝_NN,来自河南,loyal_fans,别人朝陈丽君扔泥巴，陈丽君用泥巴种荷花，待到荷花盛开时，泥巴都在荷花下@陈丽君_点绛唇,152,201
116,5064007473433903,3313570141,2024-08-05 13:48:49,梦寒zly_wlk,来自广东,loyal_fans,人美心善、有修养、有担当的君君，为你点赞👍,1.1万,200
117,5064442829609672,6179525733,2024-08-06 18:38:46,蔡铭_Caiming,来自浙江,loyal_fans,《白蛇·浮生》主题曲《浮生一白》～#陈丽君# #电影白蛇浮生#,18.2万,194
118,5063988636812901,6175670604,2024-08-05 12:33:58,与众不童-女士,来自安徽,loyal_fans,//@橙汁果冻橙:不懂周深粉丝有什么资格网暴陈丽君老师。《光亮》的版权不是周深的，版权也是CCTV6和版权方太合麦田谈，和周深有什么关系？！于是周深粉丝又说翻唱应该标明原唱，可是2022年央视七夕晚会周深翻唱王菲的《如愿》也没有标明原唱。我知道地精是惯偷，可是连版权都要据为己有吗？谁是那个惯...全文,50,193
119,5063839718834596,7481541149,2024-08-05 02:42:13,桃星桃桃酱,来自四川,,优秀的歌曲欢迎他人的翻唱，只是作为文艺工作者必定是要有版权意识的，这是创作者的心血，在过去的两年里多次翻唱《光亮》却都没有标注原曲或者词曲作者，有必要提高相关意识。,2201,192
120,5063992257806626,6170269245,2024-08-05 12:48:20,晚风拂柳过-,来自日本,loyal_fans,无惧无视莫名的纷扰，每一次都是往前可能要走的路,7,188
121,5064069667356944,7811629842,2024-08-05 17:55:56,一杯反深代词味水果茶,来自四川,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,101,181
122,5063847708721759,5542163273,2024-08-05 03:13:58,叫啥子叻,来自河南,,不懂，正主都说了之前发有关内容没有注明原唱是她的过错，也说了会改，某些粉丝还咬死放？我们只是求一个标注，因为不是第一次了，也不知道谁造谣@陈丽君_点绛唇 才说一个没标注原创，你某些粉丝就开始编造了说你是师姐呢，唱着我们的歌还捏造着谣言，有些带大名直接骂了，我们回击不行？,12,180
123,5063836998566403,7587624653,2024-08-05 02:31:25,君如明月-我如星,来自辽宁,loyal_fans,她们故意的，宝你太善良了，晚安快睡吧，她们犯贱的话你别看，看了伤眼睛 陈丽君你是好样的，明明是她们先撩架的，那位还装看不见呢，大家都看在眼里呢！我网上冲浪这么多年，见过的出了事的 大多是选择装死的，宝你好有担当,36,175
124,5063977589016104,7856062831,2024-08-05 11:50:04,陈丽小小君,来自福建,loyal_fans,君君超超超棒,17,175
125,5064101581035623,2790370095,2024-08-05 20:02:46,冷逸轩_星辰,来自江苏,loyal_fans,君君，你是最棒的,5,174
