,评论id,评论者id,评论时间,评论者姓名,评论者IP归属地,评论者粉籍,评论内容,fan_cnt,like_cnt
230,5064054953480714,7420326198,2024-08-05 16:57:29,哈尔的移动充电宝Li,来自四川,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,183,69
231,5063839589335847,7481541149,2024-08-05 02:41:42,桃星桃桃酱,来自四川,,作为公众人物有责任正确引导粉丝。你的某些粉丝实在太过分了！弘扬传统文化，请从修德开始！,2201,69
232,5063845011259415,7004495549,2024-08-05 03:03:14,谄薛,来自黑龙江,loyal_fans,你没有错哦宝宝，早点休息,206,68
233,5064069872878052,7737917461,2024-08-05 17:56:45,萱萱剜勺苹果派,来自湖北,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂,103,68
234,5064054950074843,7737917461,2024-08-05 16:57:28,萱萱剜勺苹果派,来自湖北,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》且擅自改名成《定风波》误导大众以为是传统越剧，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,103,67
235,5064054913632269,6521577986,2024-08-05 16:57:20,素绢不藏我,来自广东,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂@陈丽君_点绛唇,0,67
236,5064043566204114,7392953796,2024-08-05 16:12:14,锦予卡住叻,来自新疆,,@陈丽君_点绛唇 你就是这么教你粉丝的？,184,66
237,5064054983626090,7392953796,2024-08-05 16:57:36,锦予卡住叻,来自新疆,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,188,66
238,5064084566049573,6464413027,2024-08-05 18:55:08,星岛觅猫,来自辽宁,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,1448,66
239,5064071184908490,6584027272,2024-08-05 18:01:58,西沙群岛_摸过陈丽君手版,来自浙江,loyal_fans,宝宝你没错啊//@陈丽君_点绛唇:您好，我只在《奔跑吧少年》节目和昨晚的百花奖舞台使用过光亮戏腔，从未有改名的行为。转载了节目视频未标注原唱是我的问题，我认可并删除，但您说的不是事实，也请您慎言。//@在我心里掌灯_:这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原...全文,43,65
240,5064055675683510,7859365530,2024-08-05 17:00:21,纯文学叻_,来自江苏,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,1417,65
241,5063838762010134,7571654633,2024-08-05 02:38:25,mylove淼淼,来自辽宁,loyal_fans,大君君！向前走！不要看质疑的声音，那是因为嫉妒羡慕你。你超级棒！！！你的光环是你一步一步走出来的！加油！你的福气在后头呢！但一定要注意身体哦！@陈丽君_点绛唇,29,64
242,5063834353796156,6807427598,2024-08-05 02:20:54,clj君君我也姓陈,来自重庆,loyal_fans,宝宝辛苦啦   ,12,63
243,5064054063760707,7190187175,2024-08-05 16:53:57,一首若离若即的歌过尽千帆养乐多,来自广西,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝！！！,11,63
244,5064084590168596,7521008698,2024-08-05 18:55:15,照秋_反深代词神专,来自广东,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,1.3万,63
245,5064100193239635,2181486874,2024-08-05 19:57:14,幸运星球钉子户,来自辽宁,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,322,63
246,5064100193502803,7272053594,2024-08-05 19:57:15,东游的旅人不说话,来自安徽,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,517,63
247,5064043414686521,6881322784,2024-08-05 16:11:38,周深左脸忠实拥护者,来自北京,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。也请粉丝不要弹性爱女,575,63
248,5063839058231729,3320246004,2024-08-05 02:39:36,Odette15,来自上海,loyal_fans,对周深转黑，没想到他和粉丝是这么差劲低劣的,93,63
249,5064053565425338,5534391170,2024-08-05 16:51:58,我超有福气der,来自河南,,擅自截取别人作品经典曲调片段，并更改歌曲名字。原唱一个一个舞台唱火的歌曲，你粉丝和团队把成果移花接木到你身上。不知廉耻,237,62
250,5063907972220663,3089711233,2024-08-05 07:13:26,长绳系景-,来自福建,loyal_fans,宝贝你不用解释 这是他们家的常规操作。我的长辈经常对孩子说：人家骂你 你骂回去，人家打你 你要加倍还回去。要会反击！！,56,62
251,5063836627371293,3038757990,2024-08-05 02:29:56,TS君倾,来自四川,loyal_fans,宝宝你标过的你忘记了嘛你没有错,506,62
252,5063849151300052,5898462621,2024-08-05 03:19:42,嘉嘉叻-反深代词必爆巡演必有票,来自广西,,@陈丽君_点绛唇 两年了，这么久终于出这个声明了?和节目组沟通了也不标注原曲来源，把《光亮》原著京剧唱段转嫁为个人越剧唱段，已经充分体现了你版权意识差劲，道歉是应该的。 另，从头到尾周深粉丝只是强调要尊重原曲原唱，据理力争，并没有对你个人进行人参攻击。反观你的疯批粉丝一口一个是怎样满...全文,765,61
253,5064055159525141,6166327604,2024-08-05 16:58:18,-月亮碎碎火-,来自辽宁,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,1140,60
254,5064159722734062,7924727306,2024-08-05 23:53:47,樱落-星辰,来自江苏,loyal_fans,好好休息君君，你是最棒的,5,60
255,5063842110111748,6964191848,2024-08-05 02:51:42,-哈欠小鱼_,来自黑龙江,loyal_fans,宝宝唱的超棒的，要早点休息呦,15,60
256,5064069957026277,7775930894,2024-08-05 17:57:05,楓颶,来自河南,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂,9,57
257,5064055830614331,7851796121,2024-08-05 17:00:58,月初叻_,来自湖北,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,1523,57
258,5064043570663614,6881322784,2024-08-05 16:12:15,周深左脸忠实拥护者,来自北京,,知错能改，善莫大焉，也请您约束好自己的粉丝不要对他人人身攻击,575,57
259,5063843296576598,5446813002,2024-08-05 02:56:26,心悦君兮君不知0509,来自四川,loyal_fans,无妄之灾啊无妄之灾你一个好几年前素人时期的翻唱视频，又是从《奔跑吧少年》节目组里正儿八经剪辑过来的，你又没错道什么歉呢孩子？？？心疼死我了,109,57
260,5064042943090468,6188753417,2024-08-05 16:09:46,抓住风中飘散的花_,来自山东,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,14,57
261,5064043166957899,7851796121,2024-08-05 16:10:38,月初叻_,来自湖北,,陈女士营销宣传将《光亮》里出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,1523,56
262,5064043440636489,7851796121,2024-08-05 16:11:43,月初叻_,来自湖北,,陈女士营销宣传将《光亮》里出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝。,1523,56
263,5064044057203522,6332354273,2024-08-05 16:14:11,昆仑山上星星参北斗,来自山东,,陈女士营销宣传将《光亮》里出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,335,56
264,5064069973022518,7846156922,2024-08-05 17:57:10,尤达爱睡觉_,来自江苏,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,40,56
265,5064044236769209,7388262146,2024-08-05 16:14:54,樱桃_可可仔,来自河北,,总结事件脉络:【陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉圈至今还拒不认账，人身攻击并造谣原唱，实乃越剧里饭圈毒瘤】歪门邪道注定走不远的哦@陈丽君_点绛唇,47,56
266,5064044050390376,1915442543,2024-08-05 16:14:10,Gloriahanhan,来自山东,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂,369,55
267,5064069900141829,7345111612,2024-08-05 17:56:53,一般通过红白,来自山东,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,30,55
268,5064069385817276,5390407818,2024-08-05 17:54:50,Rain19988,来自河北,loyal_fans,✨✨✨💛💛✨✨✨💛💛✨✨✨            ✨✨💛💛💛💛🌟💛💛💛💛✨✨           ✨✨💛💛君君⭐⭐星辰💛💛✨✨       ✨✨✨💛💛双向奔赴💛💛✨✨✨  ✨✨✨✨💛我爱秀子💛✨✨✨✨ ✨✨✨✨✨💛💛💛✨✨✨✨✨ ✨✨✨✨✨✨💛✨✨✨✨✨✨,159,55
269,5064055854992886,7851796121,2024-08-05 17:01:04,月初叻_,来自湖北,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,1523,54
270,5064043079934750,7861692841,2024-08-05 16:10:18,追赶蓝海的米,来自四川,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,444,54
271,5064069911156120,5985648270,2024-08-05 17:56:55,反深代词即正义_,来自黑龙江,,大姐既然道歉了就管管你粉丝,46,54
272,5064100189046244,6603450171,2024-08-05 19:57:14,月亮不睡我也睡_,来自贵州,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,192,54
273,5064100218142728,6335218446,2024-08-05 19:57:20,芝柿饱饱,来自浙江,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢,131,53
274,5064040148372825,5767643915,2024-08-05 15:58:39,神神气气是星星_听反深代词版,来自江西,,偷歌什么时候让粉丝道歉当面一套背地一套,1161,53
275,5063850655220747,2718031577,2024-08-05 03:25:41,Virgile123,来自陕西,loyal_fans,宝宝，你在百花奖的表演特别棒！一步一景，一招一式，一曲一调，都完美展现出仙意与浪漫！我们都超级爱听！所以，请不要自责，昨天的事情本就与你无关！星辰永远支持你！早点休息，君君！,310,52
276,5064044430236648,7518190471,2024-08-05 16:15:40,深渊亦星_,来自湖南,,粉丝太吓人,147,52
277,5064084582830364,7319965333,2024-08-05 18:55:13,揪颗星星来柒,来自广东,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,114,52
278,5064084657799941,6335218446,2024-08-05 18:55:30,芝柿饱饱,来自浙江,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢@陈丽君_点绛唇,131,52
279,5064055242360477,1873043914,2024-08-05 16:58:37,星星是小太阳啊,来自广西,,#陈丽君 偷歌# //@Zstation_forCharlie:这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,41,51
280,5064182290711874,2152358434,2024-08-06 01:23:29,揮大旗的K老師_狠狠很儒雅,来自上海,loyal_fans,君君，好好休息，很多事情别太较真，我们星辰一直都在。你不是一个人。你千万别碎，你碎了我们都得碎。支棱起来，陈丽君。爱你…爱你…爱你…君君 加油哦！如果你能看到 我三生有幸。记得我给你的小旗子吗，写了：“怎么开心怎么来”只愿你开心。真的 只愿你开心。,757,51
281,5063834346194639,6182541566,2024-08-05 02:20:52,-----Helen-,来自湖北,loyal_fans,姐姐晚安～早点休息,77,51
282,5064055280111764,1873043914,2024-08-05 16:58:47,星星是小太阳啊,来自广西,,#陈丽君 偷歌# //@一杯反深代词味水果茶:陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,41,50
283,5064084574181339,7413958570,2024-08-05 18:55:11,哥把周深揣兜里_周深把哥踹窝里,来自河南,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢,145,50
284,5064327282038479,7513075813,2024-08-06 10:59:37,小赛车666,来自江苏,loyal_fans,爱你哦，不用跟疯子纠缠,514,50
285,5064245607662097,7897050728,2024-08-06 05:35:05,想起的名字没,来自江苏,loyal_fans,你已经做到最好了，关门关门，好好休息，休息好了给我们做饭不要被别有用心的人影响心情！爱你哟,81,49
286,5064069998708845,7490119139,2024-08-05 17:57:16,星星的玫瑰米酿,来自四川,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,26,49
287,5064055838999483,7505144131,2024-08-05 17:00:59,阳阳阳崽丶,来自山西,,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》且擅自改名成《定风波》误导大众以为是传统越剧，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,235,49
288,5064084644434994,7811629842,2024-08-05 18:55:28,一杯反深代词味水果茶,来自四川,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,102,48
289,5064303580021188,7489935536,2024-08-06 09:25:25,芝士奶盖冰面包,来自浙江,loyal_fans,帅,21,48
290,5064084666450605,7182435046,2024-08-05 18:55:32,深浅布怿,来自黑龙江,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,86,48
291,5064043603167775,7808397009,2024-08-05 16:12:23,阳光蔷薇飞鸟盛夏_,来自山东,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,18,48
292,5064090189302202,6430490826,2024-08-05 19:17:30,吾愿如是,来自陕西,loyal_fans,"抱抱努力传承中华文化的君君,希望你能关掉自己的耳朵,不要怀疑自己,“愿你能远离一切神妖纠葛,平安度此一生”。",4,48
293,5064084577321576,7009736795,2024-08-05 18:55:11,卡布叻_宁萌,来自英国,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,43,47
294,5064084657537562,7677873867,2024-08-05 18:55:30,与君商,来自上海,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,53,46
295,5064354255083988,6039065828,2024-08-06 12:46:48,Firstfrostt_,来自四川,loyal_fans,公道在人心，大家都看得清真相的。宝宝不准熬夜啦听到没有！！！！！快去给我好好休息吃点好吃的,543,46
296,5064417660114098,5020990821,2024-08-06 16:58:45,闲卿o,来自广东,,网上每个人都可以点评，思想和嘴谁都管不住，别太计较这些，陈丽君，你做好自己就行，你不希望那么多生活的观众，同样，你也不要给他们当生活的演员，藏起来好好过自己的，还是那句话，关注你的戏就好，坚持初心,37.6万,46
297,5064084561859478,5583510160,2024-08-05 18:55:08,-玲珑少年已楚楚-,来自江苏,,要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,149,46
298,5063841608106469,7435653228,2024-08-05 02:49:44,多冰不加糖呀,来自河南,,小姐姐这次确实是你做的不对，尤其是你家粉丝，在2024年竟然还能用这样的“诅咒”攻击只是为了维权的群体[淡淡的]作为公众人物确实需要好好管理自己的粉丝群体了，没有一点家国意识，把这种耻辱性词汇安在同胞身上是非常恶劣的行为，还有在粉丝群里用对原唱侮辱谩骂。望及时改正。,116,46
299,5063837578955096,2008316421,2024-08-05 02:33:43,我是jing哥哥,来自天津,loyal_fans,看到这条微博除了心疼还是心疼，明明不是你的过错却还是你来道歉，宝宝你怎么可以这么好，好到让人揪心,168,45
300,5064303767717736,7489935536,2024-08-06 09:26:11,芝士奶盖冰面包,来自浙江,loyal_fans,帅气小贾,21,44
301,5063836669576390,7007259210,2024-08-05 02:30:06,漠然-淡然,来自江苏,loyal_fans,给我去睡觉！！本来奔波就够累了~还要操心这些事情~挑事的没有心~晚安宝~全世界最好的陈丽君！！姐姐,58,44
302,5064038389649155,7851796121,2024-08-05 15:51:40,月初叻_,来自湖北,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝！,1523,44
303,5063834349340123,7006013367,2024-08-05 02:20:53,李李我啊_,来自福建,loyal_fans,姐姐你超棒的！！！不要想太多,100,44
304,5064243885637822,7897050728,2024-08-06 05:28:14,想起的名字没,来自江苏,loyal_fans,最好的宝宝，往前走，莫回头,81,43
305,5063839567578226,6381967523,2024-08-05 02:41:37,Sammi小肉包,来自上海,loyal_fans,宝宝，半夜醒来，看到你发的这些太心疼了！你没有做错，你是最棒的！永远温柔真诚善良的你，就是值得被更多人看到！@陈丽君_点绛唇,389,43
306,5064084691616676,1813081373,2024-08-05 18:55:39,minminsecret,来自马来西亚,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,1732,43
307,5063834023232527,7921809944,2024-08-05 02:19:35,南啵兔two,来自浙江,loyal_fans,宝宝,107,43
308,5064084573651773,2364472700,2024-08-05 18:55:10,小邢陛下,来自上海,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,589,42
309,5063834444236721,7566736198,2024-08-05 02:21:16,海湾情报局_7Y,来自浙江,loyal_fans,宝宝晚安 睡个好觉 我们还有好多个明天,1165,40
310,5064272541386310,7489935536,2024-08-06 07:22:06,芝士奶盖冰面包,来自浙江,loyal_fans,小宝心肠好，有些人心是黑的，迟早孽力回馈,21,38
311,5064317315321243,5717501471,2024-08-06 10:20:01,心辰的星L,来自河北,loyal_fans,君君我想我真的是爱你到骨子里， 你生病，我夜里睡睡醒醒~ 你被黑，我辗转反侧~ 你一笑，我的世界都亮啦…… 这么帅的许仙又谁不迷恋呢？这么仙的舞台还有谁没看过?今天我能评论带图评论了，超话签到100天我想你的好事也将近啦！梦一个大导要来递本子啦,21,38
312,5064354751845704,5308838026,2024-08-06 12:48:47,lucky_No168,来自贵州,loyal_fans,君宝 午安！愿我家君君 胃口好 吃嘛嘛香 体力好 干嘛嘛得力 心情好 看嘛嘛顺眼 那我就安心 放心了！@陈丽君_点绛唇,29,38
313,5063834421430658,7738564169,2024-08-05 02:21:10,哦麦麦啊,来自重庆,loyal_fans,宝宝真宝，快休息，别冲浪了,8,38
314,5064100308587346,7743683091,2024-08-05 19:57:43,蓬松de小麦粉,来自江苏,,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,217,38
315,5063839242780781,6987316259,2024-08-05 02:40:19,顶顶的妖精,来自北京,loyal_fans,顶住压力，人红总会出现黑粉的，你会越来越好的，不要在意别人怎么说，做自己就好，你已经很优秀了！,21,37
316,5063842679489316,7587624653,2024-08-05 02:53:59,君如明月-我如星,来自辽宁,loyal_fans,@卡布叻_周深  周深老师 这件事的来龙去脉很简单，君君唱这两句本身没有任何问题的，是您的粉丝先开始谩骂君君，九点多您的粉丝在线上艾特君君大名骂她，您还在线上跟他们互动呢，直到现在 跟这件事半毛钱没有的陈丽君出来解释了，您的粉丝还是不打算放过她，您还要当缩头乌龟吗？本来对您印象还挺好哎,36,35
317,5064169268708490,5255386323,2024-08-06 00:31:44,珏少侠在江湖,来自云南,loyal_fans,爱君君＋1天,54,35
318,5064038252022503,7851796121,2024-08-05 15:51:07,月初叻_,来自湖北,,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,1523,34
319,5064340375868573,7031874459,2024-08-06 11:51:39,秋晓咚,来自广东,loyal_fans,君君，我来了,419,33
320,5064264019083405,2647118971,2024-08-06 06:48:14,风雪中的布朗熊,来自江苏,loyal_fans,君君儿，你很棒,574,33
321,5064361955037527,3745728500,2024-08-06 13:17:24,十月Lucky,来自山东,loyal_fans,身前身后爱你的人更多,140,32
322,5063834287212696,1946067764,2024-08-05 02:20:38,时间是最好的测谎一,来自江苏,loyal_fans,陈丽君，你唱得真好听，好好听,171,30
323,5063834677806583,3120792162,2024-08-05 02:22:11,奥乐奥_AKIZ,来自四川,loyal_fans,唱的超好听,1万,30
324,5064004921987522,2717170825,2024-08-05 13:38:41,高clj18,来自广东,loyal_fans,君君，昨天的舞台非常棒，简直就是耀眼的存在，优秀的君君，心疼你，永远支持你,122,28
325,5064273662051882,7489935536,2024-08-06 07:26:33,芝士奶盖冰面包,来自浙江,loyal_fans,你超好超温柔,20,28
326,5063835666612976,7745388225,2024-08-05 02:26:07,稗子型号extraL,来自福建,loyal_fans,看到了没有，确认过版权的，版权没有问题。恶意造谣的人拒不道歉，对方甚至在线也不引导粉丝，制止造谣的行为。小俊还要来保护我们宝宝我们想好好保护你的,44,27
327,5063833991250438,7921809944,2024-08-05 02:19:28,南啵兔two,来自浙江,loyal_fans,陈丽君,107,27
328,5064257916371172,6118315883,2024-08-06 06:23:59,e要译直开心,来自河南,loyal_fans,宝宝宝宝早上好爱你爱你,61,27
329,5063839256676103,3565121405,2024-08-05 02:40:23,深深的妈妈米呀,来自陕西,,有态度就还是好的，但之前一直没有标注版权也是事实，着实也不是冤了你。所以希望以后尊重他人的作品，请约束好粉丝，不要再谩骂攻击他人了。,62,22
