,微博id,微博发布者,微博发布者id,微博发布者性别,微博发布时间,微博发布来源,微博发布IP归属地,微博简介,认证状态,认证理由,content,like_cnt,comment_cnt,repost_cnt,fan_cnt
0,5063833880365228,陈丽君_点绛唇,1737059113,f,2024-08-05 02:19:01,微博视频号,四川,浙江小百花越剧团 尹派 小生,True,浙江小百花越剧团 越剧演员,很高兴和《浮生一白》一起来到成都，来到百花奖的舞台，这是我的荣幸。我很喜欢这首曲子，感谢来自《白蛇·浮生》的这个缘分。“莫听穿林打叶声，一蓑烟雨任平生”，使用这两句戏腔，是因为《定风波》与《浮生一白》的节目衔接希望要这两句过场。收到策划之初就和主办方确认过版权问题。《光亮》是周深老师原唱、钱雷老师作曲的作品，毋庸置疑。我也很喜欢周深老师，之前在转发有翻唱内容的节目视频时没有注明原唱是我的过错，改！喜欢我的朋友，谢谢你们爱护我，但不希望你们因此攻击他人。在意版权，是没有错的。最后谢谢喜欢《浮生一白》的朋友们，晚安… 陈丽君_点绛唇的微博视频,422385,84450,314113,99.7万
1,5064098375009026,栗子有娱,7815530254,m,2024-08-05 19:50:01,iPhone客户端,河北,,True,娱乐博主 微博剪辑视频博主,#陈丽君回应周深粉丝##陈丽君回复周深粉丝#陈丽君回复周深粉丝，承认错误并改正，但莫须有的事是否认的，希望粉丝们理智对待,22,5,1,44.3万
2,5064098766657731,栗子新娱,7819444443,m,2024-08-05 19:51:35,iPhone客户端,河北,,True,微博剪辑视频博主,#陈丽君回应周深粉丝##陈丽君回复周深粉丝#陈丽君回复周深粉丝，承认错误并改正，但莫须有的事是否认的，不要扩大矛盾,3,3,3,43.7万
3,5064098922106548,文娱天下,5324184746,m,2024-08-05 19:52:12,iPhone客户端,河北,新报网文艺官方微博,True,文娱天下官方微博,#陈丽君回应周深粉丝##陈丽君回复周深粉丝#陈丽君回复周深粉丝，承认错误并改正，但莫须有的事是否认的，你觉得呢,163,22,2,20.6万
4,5064099060252933,泽诚文娱,2720617213,f,2024-08-05 19:52:44,iPhone客户端,河北,,True,泽诚文娱官方微博,#陈丽君回应周深粉丝##陈丽君回复周深粉丝#陈丽君回复周深粉丝，承认错误并改正，但莫须有的事是否认的，希望双方粉丝和好如初,11583,387,75,20.4万
5,5064099128674746,影视综艺君,6072690839,m,2024-08-05 19:53:01,影视综艺君超话,山东,知名娱乐评论人,True,娱乐博主,#陈丽君回应周深粉丝##陈丽君回复周深粉丝#陈丽君回复周深粉丝，承认错误并改正，但莫须有的事是否认的，如何看呢,71,6,0,537.9万
6,5064103548420565,-清酒酒-,2676424894,f,2024-08-05 20:10:34,看我头像谢iPhone 12 Pro Max,山东,月亮那么亮是它的错吗？不，错的是不能容忍它发光的人。,True,超话粉丝大咖（周深超话）,"#陈丽君回复周深粉丝# 那陈丽君也来回复一下我？
①@陈丽君_点绛唇 如果之前没唱过光亮那几句戏腔，那这几句所谓定风波是怎么来的？
②你既然知道你在翻唱别人的歌，为什么去年同团同事会发布她录的一版音源并改名叫定风波四处传播？如果没问题为什么昨天大半夜你道歉后，这位同事紧跟着急匆匆加上了出处？不是“无所谓”吗？
③你不但是健全的成年人，还是敢上戏台子对嘴假唱出圈的越剧第一人，还是敢为了上综艺推掉本职演出的投机倒把人。
自己没歌就偷偷摸摸想把别人的大爆歌据为己有是吗？我就问了整个事儿的逻辑很难理解吗？如果提前沟通好了为什么你又是道歉又是删视频？主办为什么重新加标注？早干嘛去了？先上车后补票式沟通吗？
这可不叫大格局，这叫干烂事终于被抓了不得不出来道歉🤗

大姐挺会和粉丝玩儿文字游戏替你冲锋陷阵的，有这个歪门邪道的功夫能不能多学几个字早日脱离文盲，别再丢越剧圈的脸了。
无事体制内有事小女孩，以后别再碰我们周老师的歌了，我们小五个月没背景没后台的草根明星可不敢惹🤗",2095,182,152,2.8万
7,5064117939084164,白御新,1909287833,f,2024-08-05 21:07:46,微博视频号,江苏,此心光明，亦復何言。非唯路人，随时跑路，不推荐关注。少管我！,False,,#陈丽君回复周深粉丝# 那我就来给戏曲祛祛魅，陈丽君小学一年级的“关”字都不会写，就敢传承越剧文化，越剧圈答应吗 做功更是一塌糊涂，前半部分是蔡团，后半部分是文盲九漏鱼的表演，用手扶腿降低难度了不说还抖成筛子，传承了什么精髓？替唱？ 白御新的微博视频,1000,98,81,1.7万
8,5064120266662189,白御新,1909287833,f,2024-08-05 21:17:01,微博网页版,江苏,此心光明，亦復何言。非唯路人，随时跑路，不推荐关注。少管我！,False,,#陈丽君回复周深粉丝# 陈丽君粉丝dfxr死不悔改，批皮开始自导自演骂自己蒸煮拉别人粉丝共沉沦，yxh这不就买上了，已被受害者精准预测 网友留言陈丽君约束粉丝，陈丽君破防拉黑，陈丽君就是这么约束粉丝的,1607,143,263,1.7万
9,5064124230539269,白御新,1909287833,f,2024-08-05 21:32:46,微博网页版,江苏,此心光明，亦復何言。非唯路人，随时跑路，不推荐关注。少管我！,False,,#陈丽君回复周深粉丝# 6点回复，7点预热，8点开整，一套标准流程，对其颗粒度，打出一套热搜组合拳 按照预计，下一步就是自导自演买yxh推送空瓶大家都脏谁也别说谁的戏码了呢,1421,106,203,1.7万
10,5064125176611840,洋柿子爱吃番茄,6608646406,f,2024-08-05 21:36:31,QQ音乐,山东,周深唯粉！养h中🥰ygxy较低的米子婉拒啦🥰,True,超话粉丝大咖（周深超话）,周深《光亮》（《紫禁城》大型纪录片主题歌）光亮 @QQ音乐 #陈丽君回复周深粉丝# 来来来 都来听听我家绝美光亮,2,0,0,74
11,5064128932349560,圈圈划重点,6252321704,m,2024-08-05 21:51:27,微博视频号,上海,周深，我没有墙头。  （拒绝微博教育家，请勿打扰）,True,超话粉丝大咖（周深超话） 微博剪辑视频博主,#陈丽君回复周深粉丝# 这就是被陈丽君多次翻唱的周深的《光亮》 陈丽君唱完改名为自己的定风波 @陈丽君_点绛唇 是不是很喜欢啊，来学习一下 我们欢迎翻唱，拒绝偷歌哦 好歹三十多岁了，人还在演艺圈里，从艺先从德，要守好艺德，尊重版权 圈圈划重点的微博视频,13912,182,136,2万
12,5064155134690641,奔跑着的小石子,1806085233,f,2024-08-05 23:35:34,华为手机,广东,我会爱人，这是天生的本领！一直都会，从未间断过！,False,,#陈丽君回复周深粉丝# 我们家美丽可爱谦逊有礼貌的宝宝真的好可怜，路人的眼睛是雪亮的～,9,0,0,330
13,5064156132148736,深啊今天也听反深代词,3123996041,f,2024-08-05 23:39:32,反深代词·龙重登场,上海,我什么时候才能拥有周深二专to签合照！ 【除了特别备注🈲️搬运的视频，我的物料可以自行搬运/二创，但是需要标注出处，不可以抹掉我的水印,True,超话粉丝大咖（周深超话） 微博原创视频博主,"#陈丽君回复周深粉丝#
对不起啊，《光亮》太火火到被你和你粉丝盯上了；
对不起啊，《光亮》被改成《定风波》还在原唱面前舞的时候我们没有忍气吞声；
对不起啊，官方把《光亮》戏腔部分从舞台里删除后，我们还在等当事人道歉；
对不起啊，陈丽君道歉但粉丝继续无理取闹的时候我们选择反击；
对不起啊，我们家素人把陈丽君粉丝无理取闹的事实摆到了蒸煮pl区；
对不起啊，陈丽君下场网暴我们素人之前，我们已经把偷歌行为存档留证了，删了也没用；
我道歉了哦，你们可一定要原谅啊！",831,73,63,8271
14,5064164150346928,惺惺惜惺惺_SQ,6782244454,f,2024-08-06 00:11:24,Redmi K60 至尊版,河南,,False,,#陈丽君回复周深粉丝# 没有出圈的作品空有流量，专辑也不用心做，只会混各大综艺混各大卫视恰饭，声音女性化，听他的还不如听个正经女歌手唱，至少还是真女声‬,36,4,0,3
15,5064303082471770,喻吝君颖,6314999015,f,2024-08-06 09:23:27,陈丽君超话,马来西亚,,True,娱乐博主,#给陈丽君的七夕礼物# ｜#陈丽君回复周深粉丝# 诚邀每位点进这个ct的路人一起欣赏陈丽君老师的舞台《浮生一白》，来都来了不要错过！ @陈丽君_点绛唇 陈丽君记事簿的微博视频,10239,1949,2328,1.5万
16,5064310088534109,诗蒽诗蒽,6454586592,f,2024-08-06 09:51:18,周深超话,云南,人活着就是为了看周深,False,,周深#周深# #陈丽君回复周深粉丝# 看不明白《光亮》和《定风波》的事情？没关系，我来给你讲…… 诗蒽诗蒽的微博视频,1161,200,201,169
17,5064339346162434,九號热岛丨陈丽君,7908508598,f,2024-08-06 11:47:34,陈丽君超话,四川,⭐️✨陈丽君个人站 𝐀𝐋𝐋 𝐅𝐎𝐑 @陈丽君_点绛唇 🎧◞♡本站所有图频🈲二改二传/🈲一切商用/🈲CP向一切,True,娱乐博主,言之有物，娓娓道来。就喜欢听168穿鞋172腹肌背肌肱二头肌样样都有的盘靓条顺美女小花猫姐姐说话呀～ @陈丽君_点绛唇 陈丽君⭐️#陈丽君浮生一白#✨#陈丽君回复周深粉丝# 九號热岛丨陈丽君的微博视频,10348,1313,1494,8698
18,5064343534701934,用户7903752270,7903752270,f,2024-08-06 12:04:12,周深超话,山东,本人生米，不要被我的名字误解！！！只是换不了😭主担周深，无副担！,False,,"周深#周深##陈丽君 偷歌##陈丽君回复周深粉丝# 笑了，你们偷歌偷的也太大胆了吧，我们光亮的词是经改编的，并不是原词，又不是一个词作者，词能一样？先不说词，那调呢？调怎么也一样？太会偷了词、调连鼓点都一个不落，无敌了，雨露均沾是吧？还有这个rs我都不想说什么了，你们偷歌还上升正主，还让我们给你们道歉？想什么呢？你们以为偷歌半夜发个道歉就完事了？还有clj你不是说只在奔跑吧，少年和百花奖舞台上唱过吗？那dy的音源怎么解释？那可是您亲自发的奥～
偷歌可耻！希望clj粉丝可以给一个合适的说法！
字体经加大，怕有些人看不清～",25,2,0,16
19,5064375058826725,科威特_凝琼貌,6372453864,f,2024-08-06 14:09:28,微博视频号,江苏,君子慎独，不欺暗室。,True,微博剪辑视频博主,#陈丽君回复周深粉丝# #请周深粉丝停止造谣# 这是事件的全过程，请zs的粉丝谨慎发言！！！！ 做人留一线，日后别相见！有任何疑问可以评论留言！ cr：🫘浅墨 科威特_凝琼貌的微博视频,36,4,6,86
20,5064461056743982,反深代词_蝴蝶希,1821274354,f,2024-08-06 19:51:12,酷酷猫咪的iPhone客户端,贵州,冥冥之中，我要现在遇见你,True,娱乐博主,"#陈丽君回复周深粉丝#
针对陈丽君翻唱《光亮》事件做个总结，只说事实。

1.陈丽君本人在短视频平台发布《光亮》唱段时未写任何歌曲信息，曲名、作词作曲、原唱均没有（图1）

2.陈丽君在晚会上表演《光亮》唱段未写任何歌曲信息，曲名、作词作曲、原唱均没有，但官方已认证唱段就是出自于《光亮》（图2）

3.陈丽君同剧团人员以及陈丽君粉丝全平台发布该翻唱唱段均用的《定风波》这个名字，并且从未写明任何歌曲信息，系误导行为（图3、图4）音乐平台上也从未注明（图5、图6）
且陈丽君粉丝是多次发布《光亮》戏腔唱段并改名《定风波》而非首次，之前我们只做提醒未予计较（图7），直至此次晚会舞台表演。

4.陈丽君部分粉丝知晓词曲是《光亮》而非所谓《定风波》，但大部分粉丝不承认，甚至造谣周深非原唱《光亮》非原创，同时拉踩原唱，损害了《光亮》词曲作者以及原唱周深利益，在别人提醒后仍然不重视相关问题，知错不改是为故意为之。（图8）

以上种种，值得陈丽君本人的一个道歉，也值得陈丽君粉丝的道歉，但是陈丽君粉丝不仅不感到愧疚，还将这些事视为“常常发生的小事”（图9），音乐平台上也态度恶劣倒打一耙（图10），并群内辱骂无辜的原唱周深（图11），公开发表各种毁三观的侮辱性言论（图12），素质可见一斑。

我们从始至终只是不满歌曲《光亮》被换名《定风波》发布到各平台以及舞台上演唱，且未标注原曲的词曲作者，正常翻唱当然没有任何问题。话又说回来，陈丽君粉丝一直说这些都不是她本人的错都是别人干的，那么请问陈丽君女士作为既得利益者真的毫不知情在她的圈子范围内（同事、粉丝）已经将这首歌改名《定风波》了吗？",10398,918,12487,6063
21,5064496653535628,Noisy-啾星上的生米,7758655166,f,2024-08-06 22:12:39,NZONE S7,广东,生米永远Love深深,False,,笑死，难道这不是她唱的吗？我请问呢？还有，作为一个明星，虽然不是特别火，但在评论区回复一个素人，导致粉丝蜂拥而来去攻击那位素人，这不就是引导粉丝进行网暴吗？把事情简单化，就是粉丝之间骂战，正主亲自下场鼓励。或者你也可以承认，你们家小女孩没有错，她没有引导粉丝进行网暴，而是你们粉丝自己没有素质，自发对素人进行网暴，那你们需要道歉。且请你们不要偷换概念，我们讨论的是这首歌的名字以及其存在的版权问题。就算这首歌不是本人发布的，但也是她唱的。我们支持所有有版权的翻唱，但陈女士从来没有声明过，而是将错就错，掩耳盗铃，装作什么也没有发生，甚至指京为越。电影频道的回复，加上了周深的《光亮》，这就等于告诉你们，这首歌不叫《定风波》，是由钱雷老师作曲的《光亮》。且由电影频道发布的视频，删除了陈女士唱的那两句“定风波”。由陈女士发表的微博曾表示不要让喜欢她的人去攻击他们，你们做到了吗？我这有无数张你们粉丝骂人的截图，辱骂周深本人，且恶意造谣扭曲事实攻击他人。主页信息也可以判定，他们是陈女士的粉丝，并不是反串和黑粉。#陈丽君粉丝道歉##陈丽君回复周深粉丝#,286,32,4,4
22,5064500579410202,深深浅浅布,7756792209,m,2024-08-06 22:28:15,Redmi K50 Pro,河南,,False,,#陈丽君回复周深粉丝##陈丽君 偷歌# 笑死我了，偷子粉丝连百度都不会用，你猜他们怎么反驳的？他们直接去百度上搜国歌是不是ost(得出是国歌不是ost），还拿着截图说《义勇军进行曲》是不是ost，你直接去搜国歌是不是ost，百度知道你问的哪个国家？没文化太可怕了,144,2,5,2
23,5064501688537764,深深浅浅布,7756792209,m,2024-08-06 22:32:39,Redmi K50 Pro,河南,,False,,#陈丽君回复周深粉丝##陈丽君 偷歌# 笑死我了，偷子粉丝连百度都不会用，你猜他们怎么反驳的？他们直接去百度上搜国歌是不是ost(得出是国歌不是ost图4），还拿着截图4说《义勇军进行曲》是不是ost，你直接去搜国歌是不是ost，百度知道你问的哪个国家？没文化太可怕了,106,4,3,2
24,5064507006913059,卡布叻_爱听深深唱歌,7900617220,f,2024-08-06 22:53:47,OPPO超视野全面屏R15,湖北,正主：周深 (一心一意只爱周深),False,,#陈丽君回复周深粉丝# 不是大姐，你哪里来的优越感啊？这首歌本来就是周深的原唱好不好，不要在哪里颠倒黑白了,112,9,1,61
25,5064517438146897,转转呜呜呜,2582599122,f,2024-08-06 23:35:14,微博轻享版,上海,只有音乐是永恒的,True,娱乐博主,"#陈丽君回复周深粉丝# 灌了多少水转都下不了热门，只好换tag想洗词条啦，这集我见过的

稍微总结一下：

陈丽君偷歌的行为时间线：
网页链接

她的动机：两个部分
网页链接
网页链接

布局几年以后米姐一朝发作，得到了什么结果呢？从此她想象中的进退余地全部没了，粉丝不可能再用定风波模糊概念打马虎眼了，本人偷换概念道歉但是被晾在那下不来台只好自顾自演全套：粉丝期待的🐑6变成打脸的回旋镖；在wb买rs因为时间特殊被下；长时间挂在文娱然后每条热门被涂；半夜买yxh加屏蔽词还是被发现然后评论精选；来小深微博买热转试图施压结果被压；买赞买热评又被压——准备的组合拳可以说一败涂地，加上这两天无数人设和谎言被拆穿的结果就是虐粉不成反掉粉。

这样的一个人没有核心竞争力也没有判断力，没有资源、实绩、认知度，也没有前途可言，只有一些歪心思和低质但盲目维护的粉丝，这些人目前还在嘴硬【她错了怎么了？错了你就能骂她吗？你骂她我就骂你】属于巨婴父母类，没有三观、无法沟通，扇了巴掌就行了没有必要纠缠和他们讲道理

我们维权成功，时间宝贵，他们做了很多事情，虽然看起来可气，实际上非常愚蠢，也不可能造成什么后果和结果。在🍠都没见到这位几个活人粉，dy她们所做的一切都是粉圈自嗨，唯一就是抖米们可能要注意维护一下评论区。我们是理所应当忍了两年的失主，不用再给厚颜无耻的小偷眼神了，审丑也挺累的。

最近一直不太平，但也没有一次是我们主动惹事，都是不得不打，比如这次是忍了一两年贴脸原唱才爆发的。米姐也被迫见到了很多可笑可气的脏人脏事，大家辛苦了 准备好心情，期待新饭饭和演唱会吧",9721,775,2029,2.6万
26,5064540534343326,晴子桑玛,6335939061,f,2024-08-07 01:07:01,微博视频号,河南,小废物画师，只爱周深👉👈 图片可以自己私用自印🚫shx🚫srrx🚫米缸一切该🚫的🚫商用,False,,还我美丽歌曲 还我妈生歌 还我小亮歌 偷歌贼不会放过你的 让我《光亮》变成《定风波》 被当翻唱一年多 不会放过你的～ 还我妈生歌 还我雷生歌 还我妈生歌 还我雷生歌。。。#陈丽君 偷歌##陈丽君回复周深粉丝# 晴子桑玛的微博视频,270,21,12,57
27,5064549470306522,糯米饭团Amor,7780609167,f,2024-08-07 01:42:31,Redmi Note 11 Pro,甘肃,喜欢👀 ○@白鹿my🐦 王@卡布叻-周深(鹿茸＋生米)能和更多“米茸”做朋友 😍 (互关私信全都回),False,,@陈丽君_点绛唇 #陈丽君回复周深粉丝# 你这粉丝是真有病还是装有病呢？？没有理由开始谩骂？首先没有谩骂的意思。 原唱歌手被无端辱骂还被你家粉丝逼出来道歉？《光亮》是献唱给《紫荆城》的主题曲，是因为这首歌太火还是因为作词太好被抄袭，既然你本人已经道歉也就没什么了，我请问为什么您家的粉丝还要如此咄咄逼人让原唱道歉呢？？抄袭盗用版权没有注明原唱这还需要原唱道歉？？,241,29,2,240
28,5064593187799333,甘-蓝,6311023977,f,2024-08-07 04:36:14,iQOO Neo8,江西,加油,False,,"#陈丽君回复周深粉丝#不说zs和clj，说说两边粉丝吧。我喜欢周深，也算clj的路好吧，比较君宵在我的哔站转了很久，对哇我来说滤镜还是很重的，所以对定风波这事呢，我不发表意见。定风波事件的对错他们自己知道。粉丝只会站在自己的观点吵，两边的黑粉呢在网上又在搅混水。最近两天微博两边有个别粉丝都骂得很脏。所以我经常刷着刷着微博我就会转到xhs或者dy。但是！我在dy上也能刷到，不外乎两种，zs粉丝这边clj偷歌。clj粉丝周深zs粉丝网爆clj，为clj委屈的（很多此类视频），说实话，看到这我就想两边都骂得脏，又不单方面的。
还有对于clj的下场也表明态度。zs粉丝这边呢可能有些粉丝不认，觉得“轻放”了。而clj粉丝这边呢觉得zs本人应该出来说这件事。其实个人觉得zs和clj出不出来说，该吵你们还是吵，该骂还是骂。",154,37,0,17
29,5064744736391559,是曹萌萌_嬷嬷,3178157023,f,2024-08-07 14:38:26,陈丽君超话,福建,过好生活的每一天。守护最好的陈丽君。,True,娱乐博主 超话创作官（陈丽君超话）,#陈丽君回复周深粉丝# #我们的歌舞扇挑战赛##我们的歌# 【陈丽君舞扇。BGM：浮生一白】 还有谁不知道陈丽君是一个舞扇小能手吗！ 扇子在她手里不止是道具 她可以让扇子变成舞台的灵魂 是曹萌萌_嬷嬷的微博视频,3672,476,414,3.7万
30,5064763092505921,怜雾_正在听反深代词,7458115630,m,2024-08-07 15:51:23,iPhone 14 Pro Max,浙江,🌫️✨|小奇观理论研究者,True,超话粉丝大咖（周深超话）,#陈丽君回复周深粉丝# 还记得这是周深@ 卡布叻_周深 演唱的《光亮》吗？[好运连连] 怜雾_正在听反深代词的微博视频,2190,143,304,3.4万
31,5064810297821178,在雪地里拉啤酒箱,5094959811,f,2024-08-07 18:58:57,陈丽君超话,辽宁,祖国统一民心所向 民族复兴势不可挡,True,超话粉丝大咖（陈丽君超话）,"#陈丽君回复周深粉丝# 陈丽君老师粉丝支持电影《白蛇：浮生》，也邀请大家听主题曲《浮生一白》，都不白来，四地区包场来看呀

‼️《白蛇：浮生》陈丽君粉丝发起相关活动：
1⃣️厦门包场活动：网页链接
2⃣️杭州包场活动：网页链接
3⃣️武汉包场活动：网页链接
4⃣️长沙包场活动：网页链接
5⃣️抽10张电影票：网页链接
6⃣️云扫码领券：网页链接

【尽绵薄之力做好《白蛇：浮生》宣发工作】
1⃣️猫眼、豆瓣给电影点点想看
2⃣️微博相关投票，大家顺手点一点分享一下
3⃣️看完电影，带票根艾特@电影白蛇浮生 做好各个平台评价事宜，好电影就是要传播！
4⃣️每一个对陈丽君好的人，也都值得星辰们回馈，真心换得到真心。

【舞台及活动全平台多多传播，参与】
‼️百花奖陈丽君老师表演《白蛇：浮生》主题曲《浮生一白》陈丽君_点绛唇的微博视频

‼️《我们的歌》@东方卫视我们的歌 节目组发起#陈丽君带网友勇闯越剧赛道#：网页链接

@陈丽君_点绛唇 #陈丽君浮生一白#",5868,882,993,1.7万
32,5064867862024193,阿拉丁叹气,6611440773,f,2024-08-07 22:47:42,HUAWEI Pura 70 Pro+,湖南,😅,True,微博原创视频博主,#陈丽君回复周深粉丝#确实歌是人家的,438,179,1,2638
33,5064871244988780,社恐的小琳,7223703404,f,2024-08-07 23:01:07,荣耀90 写真相机,河北,宇露君沾  顶峰相见🌊🌊,False,,#陈丽君回复周深粉丝#给大家安利一下由君君和昊宇演唱的电影《 白蛇：浮生》主题曲《浮生一白》,91,3,0,33
34,5064871803359797,啾星你什么时候回我,7747062172,f,2024-08-07 23:03:21,小米手机,广东,哈哈哈哈哈哈哈哈哈哈,False,,"#陈丽君回复周深粉丝##陈丽君 偷歌#
真服了，你们非要等到北京卫视冒出来说“这是写给北京的紫禁城的，是京剧唱腔！""非要等到钱雷老师出来说“曲是我写的！”非要等到苟璘老师跳出来说“词是我写的！”？？？
苏轼先生的词只有“莫听穿林打叶声，一蓑烟雨任平生”两句词，难道非得苏轼本人掀开棺材板子大喊“什么是畅音阁？我没见过畅音阁！”你们才能消停吗？？？",547,39,14,6
35,5064872087259160,茕单,1375826931,f,2024-08-07 23:04:29,荣耀50 Pro 5G,新疆,人生如戏，戏如人生,False,,#陈丽君回复周深粉丝#怎么又上热搜？模糊原创概念，这已经是不可理喻了，你们还非得闹到对簿公堂吗？请尊重原创，尊重原唱，在闹下去谁最不好看谁最清楚，还有黑子走开,171,19,1,160
36,5064872220165834,深海游浪2025,6441440699,f,2024-08-07 23:05:01,iPhone 14 Pro Max,广东,,False,,#陈丽君回复周深粉丝#真女人碰到假女人的粉丝真的纠缠不清了，实惨，就爱君君又高又美又帅还有腹肌！自己卖了版权出去还不让别人唱，有本事别卖啊，自家都卖了还吵什么吵！,78,3,0,1
37,5064873630763962,-泡菜焗猫-,5235590077,f,2024-08-07 23:10:37,陈丽君超话,福建,名声在外 有好有坏 以前是以前 现在是变态,True,娱乐博主 超话创作官（陈丽君超话）,"#陈丽君回复周深粉丝# 🫧#已成为陈丽君的梦女#

剪几段说话视频 谁来懂一下
很喜欢看陈老师认真说话的样子
无论内容是什么 她的神情都很像在唱着什么歌
所以很多采访视频如果只是盯着陈老师的脸入迷…会分不清她是在唱曲还是在说话
陈老师这张脸还是太影响信息摄取了
不是我不听 是真的容易陷进去🙉

@陈丽君_点绛唇 -泡菜焗猫-的微博视频",528,76,81,1737
38,5064873881109944,米米子吖G,5983109078,f,2024-08-07 23:11:37,Xiaomi 12S Pro,天津,知道相对论吗？我们抬头望向月亮时，看到的是同一个月亮，无论何时，不管身处何地，透过月亮，我们都能感知到彼此。,False,,#陈丽君回复周深粉丝#就是抄袭，她那首歌就是铁证，别想模糊概念说什么翻唱标原唱翻唱是唱原歌曲，这可不是，还换新名字，就是红果果的抄袭！,97,4,1,41
39,5064874631895326,不如评论,6447269704,f,2024-08-07 23:14:36,iPhone客户端,湖南,生活值得回味，不要带着愤怒！要自由且大胆的活着，哪怕带着愤怒。,False,,"#陈丽君回复周深粉丝#
这事已经以“蛋糕论”传播到了我的眼前
此前我诸事不知
我这才知道三部曲的ost zs唱了前两部
我对三部曲的ost的所有印象 都停留在经典歌曲的再演绎，比如前世今生、流光飞舞和千年等一回。就连浮生一白我都没怎么关注。
但是“蛋糕论”还是勾起了我的好奇
以及为啥是陈队自己下场回复 已经这么红了流量这么大了 自己回复其实有风险吧 现在是个容易被咬文嚼字的时代 真的没有团队管一管吗",13,7,0,1140
40,5064874906618123,芒鞋破钵无人识,6353106747,f,2024-08-07 23:15:41,Android客户端,青海,我的一是你，二还是你。 -言蹊＆陶安之,True,超话粉丝大咖（喻言超话）,#陈丽君回复周深粉丝#人家33怎么了？你们是会永远18吗？我相信周深粉丝百分之九十九应该都是女的吧，是知道怎么伤害女人的,17,6,0,224
41,5064875363537977,得一95,7391708181,f,2024-08-07 23:17:30,iPhone 13,重庆,love is love 🏳️‍🌈🏳️‍⚧️  💚❤️💛 /🐦👀🐒🍷  再就业团粉！ 他们在相爱哦🥰,False,,#陈丽君回复周深粉丝#周深粉丝真醉了。。。,192,27,0,443
42,5064876025714310,泰兰德的公主莎,5532547437,f,2024-08-07 23:20:08,iPhone 14 Pro,日本,爱是有回应的山谷,True,娱乐博主,#陈丽君浮生一白#clj#陈丽君#丨#陈丽君回复周深粉丝# 知道陈丽君又高又美还俊，唱的也好听啦！破费了破费了不如看看绝美直拍 陈丽君记事簿的微博视频,473,79,78,1.5万
43,5064876064507233,烤玉米啊啊,7035654611,f,2024-08-07 23:20:17,华为畅享 20e,安徽,镇魂,False,,#陈丽君回复周深粉丝#有完没完。。,88,7,2,13
44,5064876410016642,室友你就死了吧,6472956680,m,2024-08-07 23:21:40,iPhone客户端,浙江,湿疣在天堂,False,,#陈丽君回复周深粉丝#周深粉丝也是魔怔,110,19,0,26
45,5064877280597846,LILI哩啷个梨,1826351683,f,2024-08-07 23:25:07,🍊iPhone客户端,北京,主打一个号到处浪，什么圈都转几下。关爱乳腺和甲状腺健康，擅长拉黑。话唠，刷屏预警。,True,超话粉丝大咖（LISA超话）,#陈丽君回复周深粉丝# ｜ #陈丽君 浮生一白# 打开微博以为掉入时间循环了呢哥布林团队别买了，💰还没花够吗 不如来看陈丽君浮生一白舞台 陈丽君_点绛唇的微博视频,128,22,6,809
46,5064877598836856,大土豆你个破忒头_,6761369485,f,2024-08-07 23:26:23,iPhone 15 Pro Max,福建,橙粒俊要永远健康平安⭐️✨,True,微博原创视频博主,#陈丽君浮生一白#clj#陈丽君#丨#陈丽君回复周深粉丝#是谁还没有看过仙气飘飘的小仙君下凡 大土豆你个破忒头_的微博视频,2914,340,396,1.1万
47,5064877653623265,小咪喂饭吃,6801088521,f,2024-08-07 23:26:35,不要快转iPhone 14 Pro,浙江,橙粒俊妈妈粉！希望宝宝一直好好的～  所有视频🈲cp向,True,娱乐博主 超话创作官（陈丽君超话） 微博原创视频博主,#陈丽君浮生一白# clj#陈丽君# ｜#陈丽君回复周深粉丝# 还有人没听过浮生一白吗！！！陈丽君对我耳朵很好小咪喂饭吃的微博视频,3063,392,396,1.1万
48,5064877935429233,偷走小猪屁屁,7406079677,m,2024-08-07 23:27:43,微博视频号,重庆,恋猪一族丨多担、含深量低都会移除,False,,#陈丽君回复周深粉丝# 哪个陈丽君？ 是把门槛读成门lan 把耳濡目染读成耳xu目染 把蟾宫折桂写成蟾宫折挂 的丈育陈丽君吗？ 白御新的微博视频,2750,449,674,3115
49,5064878123648428,今天也要做愉快的佛系吃瓜少女,6274071530,f,2024-08-07 23:28:28,iPhone 15 Pro,新疆,✨,False,,#陈丽君回复周深粉丝# #陈丽君浮生一白# 好的 那我们就一起来听听第37届百花奖颁奖典礼上陈丽君现场演绎的《浮生一白》吧（电影《白蛇：浮生》的主题曲） 陈丽君_点绛唇的微博视频,83,7,3,2419
50,5064878366917658,紫苏粟,2199367100,f,2024-08-07 23:29:26,iPhone客户端,湖北,开开心心🥰,False,,#陈丽君回复周深粉丝#大半夜又买起来了 几天了流程该走完了 某人团队能不能放过陈丽君,198,51,3,217
51,5064878472037230,断舍离忘,6251937705,f,2024-08-07 23:29:51,iPhone客户端,山西,不要为未发生的事情恐慌,True,微博剪辑视频博主,#陈丽君回复周深粉丝#转盘转到我们了，我们也不能不做点啥，就看看陈老师的舞台吧,33,1,1,343
