,微博id,微博发布者,微博发布者id,微博发布者性别,微博发布时间,微博发布来源,微博发布IP归属地,微博简介,认证状态,认证理由,content,like_cnt,comment_cnt,repost_cnt,fan_cnt
130,5064120741141844,江河湖海映日月10,1941754300,f,2024-08-05 21:18:54,iPhone客户端,上海,心中有日月,False,,"#陈丽君回应周深粉丝#

对不起，我们家孩子唱太好了，让你们破大防了。
可是她就是个戏剧演员，唱的好应该的。
我们家孩子唱的浮生一白，你们逮着两句打乱人家整个电影ost的宣传真的好嘛？
你家也太按流程图走了吧，一模一样。
我第一次见，就到热搜环节了。
营销号都没换过，别家可给你们列的清清楚楚呢。",97,2,0,192
131,5064120751885129,中国网娱乐,7422806367,f,2024-08-05 21:18:57,周深超话,北京,讲好中国故事，传递中国梦想!,True,中国网娱乐频道官方微博,#陈丽君回应周深粉丝#今日，@陈丽君_点绛唇 在社交平台回应了@卡布叻_周深 粉丝关于自己对《光亮》歌词的唱腔质疑，你怎么看陈丽君对周深粉丝的回应？（zc01） 网页链接,145603,3190,3171,373.9万
132,5064120766828211,君临辰下_,5784254083,f,2024-08-05 21:19:00,HUAWEI P40 5G,重庆,关关难过关关过,False,,#陈丽君回应周深粉丝##周深粉丝给陈丽君道歉# 那就看看事情发生之后，周深老师和他的粉丝都干了些什么事，节目一播出就在gc上谩骂，造谣，甚至人身攻击陈丽君老师，先是说版权问题，说陈丽君老师侵权，后面节目组给出了回应，标的很清楚版权提供出处，而他们家粉丝就跟间接性眼x一样看不见，大粉下场带头造谣，凌晨陈丽君老师回应，给足面子，周深老师家的粉丝直接跑到陈丽君老师的微博下撒野进行微博刷屏，到今天周深老师多次发博，还在评论区和粉丝们嘻嘻哈哈的互动，我不相信他不知道发生了什么事，那至于是纵容还是故意引导，只有他们自己人知道。今天下午5:57面对周深老师粉丝的不实言论再次回应，希望他们对不实消息慎言，但他的粉丝朋友们好像依旧不肯罢休，在后面就上了热搜，那至于这个热搜从何而来，也不用想，大家心知肚明，陈老师对于该事件，对于周深老师及其粉丝都是客客气气的，而对方好像并没有道歉和知错的认知，所以大家都来看看这就是周深老师及他家粉丝为人处事的做法，望周知，但说到底，我作为陈丽君老师的粉丝，我们家的孩子受委屈了，被莫须有的事情污蔑了，我就得站出来，希望@卡布叻_周深 老师能出来回应，并且他的粉丝能出来向陈丽君老师道歉！,146,22,20,807
133,5064120792257491,萝卜兔子哦,1898249975,f,2024-08-05 21:19:06,iPhone客户端,四川,,False,,#陈丽君回应周深粉丝#陈丽君在两年前就直接把周深的光亮最出名的几句词曲偷去改名定风波，还到处发布，这是不标原唱的问题吗？是直接偷歌,32,1,0,47
134,5064120796191992,慕容洗发水cc,5038152408,f,2024-08-05 21:19:07,iPhone 15 Pro,浙江,,False,,#陈丽君回应周深粉丝#疯了吗？？？偷歌惯犯要不先回应一下古早的事…….还偷我解解的桃花诺和花花的歌……..你怕不是疯了！！！真是不了解不知道好大一张脸呢@卡布叻_周深,43,6,3,227
135,5064120824502280,kaetekita,6477787891,f,2024-08-05 21:19:14,iPhone客户端,浙江,悲喜自渡。,False,,#陈丽君回应周深粉丝# 看完了全程，陈老师大气有担当，无妄之灾还出来回应，不卑不亢,97,0,5,3433
136,5064120835509747,Bimisung-x,5979973669,f,2024-08-05 21:19:17,iPhone客户端,福建,太喜欢姐姐了怎么办,True,超话粉丝大咖（金容仙超话）,"#陈丽君回应周深粉丝#
1️⃣陈丽君本人从未在公众平台中将歌曲《光亮》改名为《定风波》。第一次演唱这首歌曲是受《奔跑吧少年》节目组邀约，仅用越剧唱腔演唱了其中京剧唱段，且节目组🈶在片段中标明歌曲名字且获得授权，🈚版权问题。
2️⃣陈丽君本人从未将《光亮》中的京剧唱段标榜为越剧《定风波》唱段，她仅是以【越剧唱腔】演唱了其中的戏腔部分，周深粉丝的咬文嚼字纯属无端生事！
3️⃣陈丽君老师的听众多是戏曲圈的路人，对于流行音乐并不了解，周深粉丝在看到有言论误将歌曲歌名混淆，可以发言引导或者科普！而不是将这些行为全部怪罪在陈丽君老师身上！【陈丽君老师本人从未说过该片段选自越剧《定风波》！】
4️⃣对于陈丽君老师视频配文“戏曲的世界，我的光亮”，理解正确的人都能知道陈老师是在用双关的手法，既呼应歌名，同时表达自己对戏曲的喜爱！况且该视频的配乐并不是陈丽君老师或者周深老师演唱的片段！陈丽君老师从未将该歌曲作为自己的歌曲！
5️⃣各个平台上的各种音源非陈丽君老师自己账号上传的皆为他人上传！如有错误，作为有工作室有团队的周深老师完全可以进行下架及维权！而不是引导粉丝进行大规模的造谣辱骂！",12,2,5,213
137,5064120925686316,redpotato,1505909140,f,2024-08-05 21:19:38,iPhone客户端,北京,She could fade and wither. I didn't care. I would still go mad with tenderness at the mere sight of her face.我爱妈妈的土豆饼,False,,#陈丽君回应周深粉丝# 是演唱会卖不动了嘛，目的达到了，可以出来回应了@卡布叻_周深,34,0,1,1391
138,5064120993583806,皂·小豆泥皮鼓版,6116871210,m,2024-08-05 21:19:54,烤布蕾家养微博bb机,广东,都曾呼吸狂奔 相爱支撑 命才成为生/   镇魂,True,娱乐博主 超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君回应周深粉丝#@陈丽君_点绛唇 小偷是这样的，你跟他们摆事实他们跟你撒泼装蒜卖茶模糊重点，除了睁眼说瞎话满嘴跑火车还喜欢造谣，我们重点在于翻唱不标原唱还说自己原创，被我们发现了开始正常维权行为，转头你家好姐姐发现躲不掉了甩锅主办方自己装蒜试图合家欢，谁给你们的勇气？偷歌归偷歌，咋还联合粉丝网暴素人？还给我雷子整成古人了？俺们雷子的命也是命啊！还我雷生曲啊！！还我光亮啊！！,300,12,18,7693
139,5064120997511425,旧信纸y,7756284980,f,2024-08-05 21:19:54,iPhone X,广西,谁会不喜欢小狗呢,True,超话创作官（张泽禹超话） 微博原创视频博主,#陈丽君回应周深粉丝#根据这个事情的思考程度呢，让我们来想一想。从某个角度来看，我们这个观点发就不一定正确，但也不是说错误的。你不应该既判断正确，又判断不正确。我也没有在反驳你的观点，我也只是在陈述事实。还有就是从理论的知识但是呢。所以我们仔细考虑考虑。观点就需要人为的方式来打破，而我们正需要从这种观念出发来打破。当然了，你也可以从某件事情的不同理论观点来判断整个事件。可你又不能全部判断一概而过，这是不可取的行为。所以你也可以在仔细想想源头，我只是在蹭ydl。,0,0,0,1万
140,5064121026614616,四黑就是贱,5874119813,f,2024-08-05 21:20:02,iPhone客户端,浙江,solo追星,False,,#陈丽君回应周深粉丝# 有些人的粉丝是不是有毛病啊，给女生造黄谣，人家陈丽君只是受邀请去演唱，有版权问题去找节目组啊，关她什么事,39,0,0,134
141,5064121095559245,重获新生_73094,6031796795,f,2024-08-05 21:20:19,Redmi Note 11 Pro,广东,可惜我是水瓶座,False,,#陈丽君回应周深粉丝#1、央六视频那两句唱词并没有被删除，事实就是有版权，版权并不属于周深，轮不到他和他粉丝来多嘴。2、陈丽君没有做错任何事，面对争议，她主动及时回应并引导粉丝谨言慎行。3、周深作为一个公众人物，没有正确引导粉丝言论，反而在其粉丝网暴辱骂造谣其他艺人时与粉丝互动。4、请问周深@卡布叻_周深 ，你们的网暴流程走到哪儿了？,48,0,1,23
142,5064121167120388,leemoyamomo,6459639538,f,2024-08-05 21:20:36,iPhone 11,重庆,,False,,#陈丽君回应周深粉丝#糊糊想要的流量盛世米姐今天让你蹭了，虽然降咖对线，但实在忍无可忍。糊糊才参加完个网综，内娱门都还没摸到就以为火上了，玩得一手好茶道。粉丝更是非随蒸煮，没半点文化素养，人品堪忧。原来所谓传统文化届培养的竟然是这般品行的人。长见识了。#陈丽君 偷歌#,30,1,0,7
143,5064121200676474,李书寒1,2807554085,f,2024-08-05 21:20:44,iPhone客户端,河南,忧郁的90,False,,#陈丽君回应周深粉丝#陈老师大气，还回应他们,15,2,0,110
144,5064121387845736,Mercury_阿凉,2071819314,f,2024-08-05 21:21:28,HUAWEI Mate 40 Pro,安徽,如果阴阳怪气可以赚钱，我早已成为富婆,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝# 有这个钱买rs，不如去给你粉丝报个补习班，跟一群丈育扯皮真的很无语 被偷歌被辱骂的是我宝，被dfxr的是你米姐，这么馋这口流量也不怕磕着牙。dy上偷这两句戏腔都偷了两三年了，这次主办方给你改了，蒸煮滑跪了，粉丝还在这辱骂原唱歌手，迫真倒反天罡,812,24,31,2.9万
145,5064121391517720,shampoo_不想吃土了,1669487132,f,2024-08-05 21:21:29,OPPO Find X6 Pro,浙江,勇敢俊俊不怕困难,True,微博原创视频博主,#陈丽君回应周深粉丝#流程来了流程这不就来了吗,43,3,5,771
146,5064121404623847,在写bug_,6037254735,f,2024-08-05 21:21:32,iPad客户端,浙江,抓一颗小流星尾巴“，”‖忙‖镇魂,True,超话粉丝大咖（罗小黑战记超话）,#陈丽君回应周深粉丝# #陈丽君 偷歌# 陈丽君跟粉丝真是超绝双向奔赴，一个反串骂正主连一个新的文案都不愿意想，一个想走流量圈钱背刺粉丝，谁路过不说一声双向敷衍的配,4,0,0,117
147,5064121405939215,漫天都是小星星叻,5971738519,f,2024-08-05 21:21:33,iPhone 15 Pro,江苏,周深的兔塑！兔塑！！！是的，2023.5.9是个值得铭记的日子，我站起来了！！！,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝# wuli米姐是真红了啊，什么玩意都粘上来了。@陈丽君_点绛唇 少🍵，没标原唱是不是故意的自己心里最清楚，我写个论文引用一句话还得链接出处呢。还有昨晚假唱心不虚吗？敢不敢真唱两句看看实力呢,3,0,0,625
148,5064121412491413,君子有酒式燕绥,6101079149,f,2024-08-05 21:21:34,iQOO Neo8,江西,我的星星要永远自由 （不管闲事保平安）,False,,#陈丽君回应周深粉丝#陈丽君回复周深粉丝，引导陈丽君粉丝网暴素人啧啧啧，陈丽君粉丝承认买yxh黑周深,20,0,0,110
149,5064121416159979,c小l四j四,7064088175,m,2024-08-05 21:21:35,Xiaomi 14,重庆,我的光她亮了,False,,"#陈丽君回应周深粉丝#
为了宣传越剧，她尝试着每个不同的舞台，只是想让更多的人，了解越剧，认识越剧，并喜欢上越剧，让更多年轻人认识戏曲，了解中国传统文化，她是传统文化的传播者，也是引导者，她不应该被饭圈的规则压制，放过她吧，她是戏曲人，她威胁不了任何人，请不要把她当成假想敌，真的没必要，圈子都不同，她能碍着你什么，把格局打开一点吧",45,3,4,136
150,5064121463082563,星冰乐kiki,1573919467,m,2024-08-05 21:21:46,微博视频号,河南,我频繁的记录生活，因为一切都值得,True,电影博主,周深演唱歌曲《光亮》MV完整版……欣赏完整版果然更佳！本来以为戏腔够惊艳了，结果被那句“最无畏的你”催泪了。#陈丽君回应周深粉丝# 星冰乐kiki的微博视频,12,0,0,15.2万
151,5064121487197785,Echo_配享太庙,5818852177,f,2024-08-05 21:21:52,钮钴禄女大Android,山东,我自己开心就行💅🏼,False,,#陈丽君回应周深粉丝#原来是周深啊，那就不奇怪了啊，他粉丝成天跟这家吵完跟那家吵，碰瓷杰哥花花那是常有的事儿，更别说其他歌手了，周深粉丝一群女的为了一个挫 子dfxr人家本本分分的越剧演员，谁看了不说一声颠啊关键是周深躲在粉丝后面当子小 子，他还是不是男的啊，一点责任感都没有，纵容粉丝网暴，天呐好可怕,187,14,4,278
152,5064121490086132,是咖啡味栗子蛋糕,7515736704,f,2024-08-05 21:21:53,iPhone,上海,宁可痛苦，不要麻木,False,,#陈丽君回应周深粉丝# 呵呵,42,0,0,2
153,5064121495587885,反深代词_蝴蝶希,1821274354,f,2024-08-05 21:21:54,酷酷猫咪的iPhone客户端,贵州,冥冥之中，我要现在遇见你,True,娱乐博主,"#陈丽君回应周深粉丝#
简单来说，陈丽君舞台上表演了周深的《光亮》里的唱段并且没有标注原曲以及原曲的曲作和词作（电影频道官方已认证唱段原曲为《光亮》），但这件事不是第一次，各平台你都可以搜索到陈丽君同团人员以及粉丝都模糊《光亮》里的这个唱段为《定风波》，但是从始至终她唱的都并非《定风波》而是《光亮》（词曲均源于《光亮》）。

本来随着陈丽君本人微博道歉就该告一段落，以后注意即可，但她的粉丝在群内对周深进行辱骂，继而又公开发表辱女言论，我一条正常发言都被她的粉丝各种污言秽语攻击，只能说素质低下（随便放几条了，还有更恶心更恶毒的呢）。

希望大家从艺先从德，粉丝都是这样的无知又恶毒还要标榜自己传承越剧那真的是贻笑大方了。",1090,67,139,6063
154,5064121511059060,咳咳嗯刻苦特哈勒姆,6961773927,m,2024-08-05 21:21:58,真我GT大师探索版,重庆,,False,,#陈丽君回应周深粉丝#我看明白了…就是陈丽君每次翻唱周深这首歌都不标原唱，然后还给人家改了个名字，让很多人误以为这是她的原唱歌曲，然后被周深粉丝发现了，让她标明原唱是谁，是这样吧？,57,15,1,2
155,5064121564011435,君如梦jrm,7709182843,f,2024-08-05 21:22:10,荣耀畅玩20 Pro,陕西,2024年4月19日，一曲《天命》让我认识了一个可爱的女孩子——陈丽君。剧场见哦！,True,微博剪辑视频博主,"#陈丽君回应周深粉丝#clj#陈丽君 浮生一白#

陈丽君回应分为四点：1⃣️这次百花奖唱的那一句是为了两个节目衔接的过渡句，一开始就跟主办方确认过版权没有问题。2⃣️第一次是卫视节目上唱过，节目有标注原唱，自己在转发时没有再标注一遍不够严谨，为此反思。3⃣️不存在多次演唱不存在改歌名，#请周深粉丝停止造谣# 。4⃣️安抚粉丝情绪，引导粉丝不要参与谩骂。",20,3,6,54
156,5064121615911561,我超有福气der,5534391170,f,2024-08-05 21:22:23,真我GT大师探索版,河南,周深新专辑《反深代词》,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝# 陈丽君想闯娱乐圈，为博出圈急功近利，直接盗取别人歌曲经典片段，并擅该别人歌曲名字，被抓到后，粉丝恼羞成怒辱骂原唱,4,1,0,238
157,5064121731781125,嘿烦YA,7375232613,f,2024-08-05 21:22:50,vivo Y7s 屏幕指纹,四川,一条咸鱼,False,,"#陈丽君回应周深粉丝##陈丽君 偷歌#
你看哈，咱们粉丝空瓶都是为了粉丝不想看到不爱看的内容
陈丽君这一回复，相当于把她粉丝不爱看的内容给置顶了，就是挑动粉丝的虐粉行径
她想澄清说明完全可以自己评论一条，可是她就是千挑万选了一条回复让粉丝攻击力又瞬间起来了，好可怕一人哦，粉丝的心情都不顾及，只想让他们为自己冲锋陷阵
小女孩@陈丽君_点绛唇 懂得真不少呢",10,2,0,14
158,5064121745933932,寻找迷失的马加贝,5935645201,f,2024-08-05 21:22:54,iPhone客户端,天津,,False,,#陈丽君回应周深粉丝#周深粉丝怎么天天和别人吵架啊,54,8,0,25
159,5064121772933339,浅_予_深_深,7365248092,f,2024-08-05 21:22:59,拖延症的一天,浙江,我的爱豆是个大帅哥,False,,#陈丽君回应周深粉丝##陈丽君 偷歌# 和文盲吵架，心累,3,3,0,32
160,5064121800461996,高丽黛啊,7369249137,m,2024-08-05 21:23:07,荣耀Magic5,福建,介绍下事实,False,,#陈丽君回应周深粉丝#被欺负了还要被倒打一耙。,3,0,0,51
161,5064121827984368,我有世界上最可爱的狗,6303771992,f,2024-08-05 21:23:13,iPhone客户端,河南,是！我！,False,,#陈丽君回应周深粉丝# 这个词条改成“陈丽君偷歌不成引导粉丝网暴素人”合适一点,6,3,1,42
162,5064121860755536,涂山驼驼_KIKU,5599724417,f,2024-08-05 21:23:21,还再坚持的iPhone 12,浙江,我微博想发什么发什么少管 ｜日常发疯追星博｜重生之我有一百多个墙头,True,超话粉丝大咖（邓紫棋超话）,#陈丽君回应周深粉丝# 陈丽君无妄之灾,12,0,0,298
163,5064121888283024,贵皮特别帅,7727926073,f,2024-08-05 21:23:28,iPad air,河北,困,False,,#陈丽君回应周深粉丝#希望大家多多支持陈丽君！,26,0,0,81
164,5064121911612764,一念倾君_,7311047104,f,2024-08-05 21:23:33,iPhone客户端,湖南,陈丽君，我喜欢你啊🫶,False,,#陈丽君回应周深粉丝# 周深77精//日 @卡布叻_周深 出来道歉！！！！！,7,1,0,16
165,5064121968237120,粥星烘焙坊_,6106202496,f,2024-08-05 21:23:47,山菜豆的微博bb机,广东,镇魂 | 间歇性发疯 习惯性摸鱼 少管我😘😚😗😙,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝# 没什么行程👍👍👍别仗着自己糊就糊做非为了，怎么好意思说自己人红是非多的呀粉丝数还没网红多,3,0,0,572
166,5064121970068780,深的牛牛粽子,6395889521,f,2024-08-05 21:23:47,iPhone客户端,浙江,,False,,"#陈丽君回应周深粉丝#
顶着传统戏剧传承的越剧演员，却窃取别人精心创作的大暴流行曲中的京腔唱段，一年多从未给原作正名。昨晚抵不过原作粉丝申诉，不得已砌词道歉，其粉丝却仍疯批在原作无辜艺人词条及广场上发布污辱造谣言论。由此见识了一朝乍红吸引的都是什么人群，但凡心思略正的人都明白事实为何，不会发出这样的吠叫",8,0,0,53
167,5064121987106340,吃饺子蘸辣椒粉,7575522234,f,2024-08-05 21:23:51,iPhone 8 Plus,广西,所爱隔山海，山海皆可平,False,,#陈丽君回应周深粉丝#怕有人不知道，放一个来龙去脉，各位观众请看图,54,2,2,65
168,5064122011491985,熊喵球今天喝到黑糖啵啵了吗,7332152386,m,2024-08-05 21:23:57,iPhone 15(蓝色),四川,镇魂,False,,@陈丽君_点绛唇 姐姐，原来你粉丝已经承认是你们买的yxh了啊本来也没什么行程赚不到几个钱，真是破费啦#陈丽君回应周深粉丝#,53,5,13,239
169,5064122107954408,巴啦啦哇咔咔9,6155525518,f,2024-08-05 21:24:20,OPPO Reno8 Pro+ 5G,北京,客服,False,,#陈丽君回应周深粉丝# 周深在干啥，给网暴别人的粉丝加油,58,3,2,99
170,5064122179259194,啾星不出三专不改名,6330742878,f,2024-08-05 21:24:37,荣耀30 Pro 5G,浙江,本人纯米！！！不允许快转，也不允许取关哦，都会伤耗，如果哪一天关注我的想取，而我没回关你，那么请私我，我会移除粉丝,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝#没有标明原唱及出处被发现我们提出合理质疑不是应该的吗，而且不止这一次了，一次错次次犯错，都不予理会，直到这次才正视问题，搞什么呢，你删除视频修改不也很应该是不是以后唱歌都不用标原唱了这么没有版权意识的吗,6,0,1,261
171,5064122276256057,皂·小豆泥皮鼓版,6116871210,m,2024-08-05 21:25:00,烤布蕾家养微博bb机,广东,都曾呼吸狂奔 相爱支撑 命才成为生/   镇魂,True,娱乐博主 超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君回应周深粉丝#好一个手无寸铁的小女孩呀rs都买上了yxh护体了还嘴硬说没背景没后台鬼信了呀，这辈子没见过这么能卖的茶姬，嘴上是女宝的，本质是爱楠的，粉丝是乱吠的，行为是网暴的，态度是避重就轻的，内心是文化人的事情能叫偷吗？真是一好出大戏啊！@陈丽君_点绛唇 你不是很爱回应吗？来看看？,216,8,11,7693
172,5064122284644112,S_文艺的肥肉YEYE,7509328174,f,2024-08-05 21:25:02,汪汪队肥版Android,山东,永远期待周深💙,True,超话粉丝大咖（周深超话）,"#陈丽君回应周深粉丝#
省流版：陈丽君营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段，企图误导不明真相的人获取出圈机会。在陈丽君“道歉”后，本想体面结束此事。无奈其粉丝胡搅蛮缠，信口雌黄不愿承认甚至恶意中伤造/谣无辜歌手
补充：陈丽君粉丝素质堪忧，一边吃着女性红利一边发表辱女言论，其言语低俗思想龌龊难以理解。
直至今晚，陈丽君及其粉丝依然在为恶意营销行为狡辩，甚至买大量yxh扰乱网络环境，影响网民上网体检。
@陈丽君_点绛唇 希望陈丽君能为粉丝做出榜样，好好引导粉丝！
怜雾_正在听反深代词的微博视频",308,21,30,5991
173,5064122328680180,海0501_e4a,1288971265,f,2024-08-05 21:25:13,三星S20 5G,江西,,False,,#陈丽君回应周深粉丝#呵，因为周深的粉丝对他路转黑，安排我女唱两句的是节目组，我女也一开始就和节目组确认了版权问题，真是无妄之灾，遇见了通过撕逼保持热度的群体,53,1,1,143
174,5064122338905259,葡萄爱小金,6696273659,f,2024-08-05 21:25:15,OPPO Reno6 Pro 5G,广东,爱追剧爱八卦,False,,#陈丽君回应周深粉丝#天呐天呐，著名歌唱家周深居然在7月7日这天邀请日本歌手来演唱？是我落后了吗？本该是禁娱的，结果演出都整上了。周深粉丝们不会不知道吧，国家利益为上吧@卡布叻_周深,26,4,1,45
175,5064122352277876,不爱吃糖的小孩kc,5938671137,f,2024-08-05 21:25:18,Android,江西,吃和远方,False,,#陈丽君回应周深粉丝##请周深粉丝停止造谣##周深偷歌# 有时间发博回复粉丝没时间回应？任由你的粉丝团队网暴女演员一天一夜？好伟大的人品@卡布叻_周深,9,0,0,73
176,5064122355685255,pulupulupiu,5235788942,f,2024-08-05 21:25:19,Android,安徽,✨镇魂防搜,False,,#陈丽君回应周深粉丝#哟哟哟,18,1,0,3
177,5064122363805953,沾小猫的小狗米,7735444279,f,2024-08-05 21:25:20,vivo Y200i,内蒙古,我可以一直没有现场，但我深必须一直红,False,,"#陈丽君回应周深粉丝#首先定风波原词与周深原唱现代歌曲光亮是不一样的，是作词精心修改过的，那您这种不改一字一词的行为是否侵权，您的歌曲旋律也与光亮一样，是否侵权
您自诩越剧传承人，您的粉丝不光分不清京剧与越剧的唱腔区别也就算了，您不能自己也不知道董炳义老师是京剧演员还是越剧演员吧，还是您只是为了传统文化的热度，一切都是人设？这种欺骗的行为您觉得合适吗",24,1,0,114
178,5064122395788924,前次花哨,6995299193,m,2024-08-05 21:25:29,微博 HTML5 版,福建,衮,True,娱乐博主 超话粉丝大咖（CHIQUITA超话） 微博原创视频博主,#陈丽君回应周深粉丝#发生了什么谁来讲讲,3,4,0,1.2万
179,5064122409945772,扮迟_,6604541026,f,2024-08-05 21:25:32,iPhone 14 Pro Max,江西,温柔是黑暗世界里永恒的光,True,超话创作官（陈丽君超话） 微博剪辑视频博主,对上了#陈丽君回应周深粉丝#,1,0,0,885
180,5064122446382539,小猫多吃两顿,6039750875,f,2024-08-05 21:25:41,新浪微博4G版,甘肃,个人浩，啥都发，介意请双,False,,#陈丽君回应周深粉丝##陈丽君 偷歌# 众所周知，《定风波》其实就是《光亮》换了个名字偷歌就成了你自己的了吗？还嘴硬，有没有一点身为歌手的素质？？想火也要有底线！,0,0,0,537
181,5064122452411188,馒馒馒头_0,5681101327,f,2024-08-05 21:25:41,OPPO Reno11 Pro 5G,广东,鱼米之乡  稳稳的饭碗   满满的幸福,False,,#陈丽君回应周深粉丝#亲自下场网暴素人可真行啊,2,0,0,31
182,5064122457396430,Hyang_kk,6019954465,f,2024-08-05 21:25:43,iPhone客户端,北京,我追着春天追着你✨✨,False,,#陈丽君回应周深粉丝#这个词条应该改成陈丽君承认偷了但理直气壮，可能偷别人东西对她而言司空见惯了吧…以及陈丽君粉丝仍死不承认，继续颠倒黑白…怎么这点没传承它们姐姐呢，你们姐姐可滑轨的比你们快,34,0,0,49
183,5064122468932799,小夏染了道极光叻,6054140907,m,2024-08-05 21:25:46,微博视频号,贵州,再渺小的同频，都是最感动的爱,True,超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君回应周深粉丝#[音乐]#周深唱解密现场太顶了# 《解密》现场live 超绝实力体现专业的事交给专业的人 中国电影报道的微博视频,5,0,0,432
184,5064122481514906,公子如玉犹若君兮,2956036127,f,2024-08-05 21:25:49,Redmi K60E,湖北,一枚散粉。不饭饭圈。唯爱陈丽君。黑子请绕路。,False,,#陈丽君回应周深粉丝#什么是真相，这就是真相！给你体面您不要，陈丽君正确引导粉丝舆论，而您却引导粉丝网暴陈丽君，人品高下立见！@卡布叻_周深 您真不愧是内娱万人嫌呀！您这些年偷过的歌数过吗，好好看看吧您！,15,5,4,1164
185,5064122488064173,TomatoTang,2469733572,f,2024-08-05 21:25:51,Android,安徽,爱俊俊，爱自己😘,False,,#请周深粉丝停止造谣# 周深仗着粉丝多就可以为所欲为了吗？岂容饭圈暴力为祸一方！！#陈丽君回应周深粉丝#,2,0,0,220
186,5064122503531016,以渺小爱你,5566728561,f,2024-08-05 21:25:54,微博轻享版,四川,@悖逆选择 @悖逆选择重生版,False,,#陈丽君回应周深粉丝# 说点好笑的，已知陈丽君关注周深，今年4.24还出现了这么一个话题，可是周深一直没有回关诶，到现在也没有，这么急地买这个话题干嘛啊，尴尬不,3,2,1,86
187,5064122534203093,6Nawesome,2657016754,f,2024-08-05 21:26:02,iPhone 13 Pro Max,黑龙江,,False,,#陈丽君回应周深粉丝# 哦豁，这算偷歌的话，周深岂不是偷过很多歌。,17,1,0,464
188,5064122567758822,豆小豆FELIX,1727079187,f,2024-08-05 21:26:10,HUAWEI Pura 70,北京,唯有“盼安”,False,,#陈丽君回应周深粉丝#周深粉丝莫须有的造谣，陈丽君还不能说明了么？陈丽君正直，不代表对方就可以持续造谣,18,1,1,1196
189,5064122576404847,土豆妈妈_请听反深代词,7403227721,f,2024-08-05 21:26:11,超爱粥森iPhone 15,湖北,周深！麻麻爱你一辈子！啊还有可可！啊星星！啊浅哥！啊果子哥！,False,,"#陈丽君回应周深粉丝##陈丽君 偷歌#
好像有很多人不明白怎么回事点进来一脸懵吧

事情就是陈丽君小姐姐偷用人家原创歌曲的内容却倒打一耙标榜自己在传播传统文化
可是《定风波》里的原词和你唱的《定风波》不一样诶，反而是你偷了别人的作曲，现在还想往原唱身上泼脏水

怎么能这样呢小姐姐，我们写论文不引用都会被认为存在学术问题，结果你现在偷用别人原唱还标榜自己，你不会没读过书吧[淡淡的][淡淡的][淡淡的]，而且还有点坏

现在把这个事情买了一个高位热搜，那就让大家看看你的粉丝怎么辱骂我们的吧、、、

咱就是说，我先翻了一下这个词条的广场，你们不澄清事情不讲道理，只看到对周深本人和他粉丝的辱骂以及人身攻击，这也太没素质了吧[淡淡的][淡淡的][淡淡的]@陈丽君_点绛唇",0,0,0,54
190,5064122597114988,脑海中的橡皮檫han,5468737472,f,2024-08-05 21:26:17,OPPO K11 旗舰影像,天津,命里有时终须有，命里无时莫强求。,True,超话粉丝大咖（范冰冰超话）,#陈丽君回应周深粉丝#喜欢陈丽君，讨厌饭圈恶心行为，有不满找法律，骂人算什么本事，陈丽君加油，好好做你自己，坏人自有天收,11,0,3,256
191,5064122616780101,想有星星的啾啾,6378569058,f,2024-08-05 21:26:21,周深老婆的iPhone 13,山西,是一定要努力去见周深的阿洲啊Ծ ̮ Ծ,True,超话粉丝大咖（周深超话） 微博剪辑视频博主,#陈丽君回应周深粉丝#姐姐的粉丝好可怕啊😱,10,0,0,237
192,5064122620444988,婵貓貓2013,3224415405,f,2024-08-05 21:26:21,HUAWEI Mate 30,河北,我是一个只看微博不发微博的人。。,False,,#陈丽君回应周深粉丝#既然是越剧演员，为啥不呆在剧场里，既然看不上娱乐圈，为啥偏要搞饭圈。想不通。。。,9,2,0,307
193,5064122649024195,西瓜瓜车厘子,6600464375,f,2024-08-05 21:26:29,俊俊小国宝Android,江苏,“愿望永不上墙”  镇魂,True,超话粉丝钻咖（陈丽君超话）,#陈丽君回应周深粉丝# 陈丽君无妄之灾，欢迎吃瓜路人吃瓜,651,179,398,1865
194,5064122679170564,渚玄参,5836309192,f,2024-08-05 21:26:36,HUAWEI P30,四川,追星号，会很啰嗦。还会刷屏。( ‘-ωก̀ ),False,,#陈丽君回应周深粉丝# 到底是谁在人身攻击呀！好一枚清清白白小女孩,3,0,0,56
195,5064122686774417,路过人间见月光,7191557192,f,2024-08-05 21:26:38,OPPO Reno6 Pro 5G,辽宁,不辞青山,False,,#陈丽君回应周深粉丝# 诚邀各位清汤大老爷来看陈丽君这波无妄之灾,3,0,0,7
