,微博id,微博发布者,微博发布者id,微博发布者性别,微博发布时间,微博发布来源,微博发布IP归属地,微博简介,认证状态,认证理由,content,like_cnt,comment_cnt,repost_cnt,fan_cnt
535,5064129406829610,不知名浮世绘,3891604392,f,2024-08-05 21:53:20,vivo手机,安徽,收集各种喜欢的插画*⁂((✪⥎✪))⁂*【唯一的星星就是周星星✨,False,,#陈丽君回应周深粉丝#大概看了一下这个事件的始末和这首歌到底是怎么回事，我觉得标题不应该称作“陈丽君回应周深粉丝”，而是改为“陈丽君回应自家粉丝需严于律己”，我想请问一下周深和周深粉丝做错了什么呢？？莫名其妙躺枪，被指出陈丽君的演出未标明原唱后反而恼羞成怒的攻击周深这个原唱歌手，周深到底做错什么了呢？？？？？一整个就是离谱，弘扬传统文化固然是好，这也是周深身体力行的事情，但关于陈丽君唱的定风波这首歌的侵权行为确实是错误的，这个也是陈丽君表达的意思。,5,0,0,50
536,5064129407096160,时光日记_C929,5946184554,m,2024-08-05 21:53:20,Android,河北,流光容易把人抛，红了樱桃，绿了芭蕉。,False,,"#陈丽君回应周深粉丝#
把《光亮》里的戏腔直接改名成你的《定风波》你还有理了？把京剧戏腔改成越剧咬字你就是艺术家了？这是张冠李戴，不伦不类！你不是唱的宋朝诗人苏轼的《定风波》吗？那为什么唱“畅音阁里终一叙，六百年一粟 沧海一梦”？宋朝可没有畅音阁，宋朝距今也不是六百年啊！
不告而取乃盗也，陈丽君道歉后她粉丝继续辱骂网暴rsgj无辜原唱，而陈小姐并无引导，反而现在指责对那些恶意rsgj进行回击的原唱粉丝，谁给你的菲斯？陈丽君和其粉丝是属袋鼠的吧，那么能装！",23,0,0,102
537,5064129440127118,小黄必会发财,5662876508,f,2024-08-05 21:53:28,vivo X90 Pro,安徽,永远青春，永远可爱！ 除了两位老师 没人能质疑我的爱❤️ 黑子替姐俩挡病挡灾,False,,#陈丽君回应周深粉丝# 版权早已确认 一共就唱过两次 还是给官方唱的,14,0,0,223
538,5064129473413516,请叫我大好人44267,5673221261,f,2024-08-05 21:53:35,iPhone 13,江苏,,True,超话粉丝大咖（许佳琪超话）,#陈丽君回应周深粉丝#周深惯偷了谁还不知道周深那些偷歌的事，偷歌贼周深真是贼喊捉贼，陈丽君真是无妄之灾,41,3,1,95
539,5064129507757562,无糖不加冰_929,2692953895,f,2024-08-05 21:53:44,iPhone 15 Pro Max,江苏,周深是我宝宝    毒唯.猫塑                                               solo追星  不参与任何争吵  反黑除外  一致对外,False,,小偷姐，别偷了 #陈丽君回应周深粉丝# ⚡#陈丽君 偷歌#,1,1,0,406
540,5064129520338466,凌知轩,6392025944,f,2024-08-05 21:53:47,赫赫老婆的iPhone 14 Pro,河北,居安思危 唯凌知轩.「单曲拉黑」,True,娱乐博主 超话创作官（张凌赫超话） 微博剪辑视频博主,#陈丽君回应周深粉丝#我的长篇大论对于你来说都是因为闲的无聊吗 如果是这样的话 那我真是失望透顶 我这么在乎你 给你发一个个富有感情的文字 咬文嚼字的表达我的爱意 却被你这么曲解 愤怒扭曲了我 支配了我 让我痛不欲生！,1,2,0,1.2万
541,5064129522176702,S_文艺的肥肉YEYE,7509328174,f,2024-08-05 21:53:48,汪汪队肥版Android,山东,永远期待周深💙,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝##陈丽君 偷歌# 这就是“单打独斗”吗 @陈丽君_点绛唇,445,41,39,5991
542,5064129523487000,舒城小童鞋,1795075500,f,2024-08-05 21:53:48,OPPO K7x,浙江,江苏正迈过滤主要生产，微孔滤膜，折叠滤芯，囊式过滤器、不锈钢过滤器、针头滤器等。涉及：试剂过滤，培养基过滤，血清过滤，气体过滤，除菌过滤等。,False,,#陈丽君回应周深粉丝#从今以后不敢说guangliang了还要标备注太麻烦了。真是素质差的可以。,2,0,0,630
543,5064129540264607,花生了什么Ya_,6345840132,f,2024-08-05 21:53:52,君宝的iPhone客户端,广东,,True,微博解说视频博主,#陈丽君回应周深粉丝# 陈丽君无妄之灾请周深老师的粉丝停止造谣并向陈丽君道歉,0,1,3,114
544,5064129542886779,星星不睡我先睡,2034449907,f,2024-08-05 21:53:53,iPhone客户端,浙江,容我 哄哄 自己,True,超话创作官（陈丽君超话）,#陈丽君回应周深粉丝#被质疑被误解是表达者的宿命，但陈丽君第一时间道歉澄清了。反观某歌坛惯偷，躲在网线的那头算什么男人，暗戳戳的鼓励粉丝网爆小越剧演员，我只能说下头。,7,0,0,304
545,5064129547343792,嫑嫑守护巧克力大门,7291320014,f,2024-08-05 21:53:54,反深代词HarmonyOS设备,重庆,笨人ESFP，喜欢周深，喜欢周浅，喜欢周星星，喜欢周果子，喜欢周可可，喜欢猫猫，喜欢周深深…好吧，其实我就是喜欢卡布叻男团 @卡布叻_周深，【镇魂,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝# 没后台没团队的可怜无辜32岁小女孩一枚~,0,0,1,255
546,5064129548914010,林林超厉害,5383900755,f,2024-08-05 21:53:54,华为手机,山东,未关注人私信关闭，勿扰,True,娱乐博主,#陈丽君回应周深粉丝# 图上这是陈丽君团队的人吧？发布陈丽君翻唱周深光亮片段，篡改歌名，并且口口声声说歌名不重要，绝口不提原唱，这事实清清楚楚吧？,8,0,0,5692
547,5064129551539243,Yahoo1004,5264294540,f,2024-08-05 21:53:55,iPhone 14,江苏,努力,False,,#陈丽君回应周深粉丝# 都回应了，要撕也去撕节目组呀，小学鸡粉丝怎么盯着陈立军不放啊,0,0,0,23
548,5064129584831511,每天都幸运叻_,7418636453,m,2024-08-05 21:54:03,vivo S9 极夜柔光自拍,湖北,,False,,#陈丽君回应周深粉丝#小姐姐管好自己的粉丝吧，珍惜国家培养的技艺，多练练吧，不要整什么假唱替唱，戏曲都是要不断进步的，另外也要多读读书把字识全念对，珍惜每个舞台，情商高一点，不要又想混内娱粉丝又瞧不起内娱的，切切实实的传承好文化，好不？@陈丽君_点绛唇,1,0,0,13
549,5064129589027178,懒懒的宅姐姐,7483196530,f,2024-08-05 21:54:04,华为Mate50保时捷设计,北京,喜欢宅着,False,,真的很会造谣，也真的坏，把深深最受伤最痛苦的时候忍住痛苦还要安慰粉丝的话来造谣，陈的粉丝真的没道德没底线#陈丽君回应周深粉丝#,2,1,0,100
550,5064129596096714,Z观点,5690470183,m,2024-08-05 21:54:04,HUAWEI Mate 30 5G,广东,反对台独疆独藏独占中港独等任何分裂国家破坏社会安定的组织和活动,False,,#陈丽君回应周深粉丝#做为陈丽君周深的共同粉丝，陈丽君的确有不当之处，主要是影响声誉和怕被人起诉！虽然原唱是周深，作曲是钱雷，但版权不是周深的！版权是大合麦田（天津）音乐有限公司！我想版权如果是周深的，不一定会起诉，大合麦田就不敢保证了！,0,0,0,4.3万
551,5064129620742087,起风叻ss,7617683133,f,2024-08-05 21:54:11,iPhone客户端,广东,在呢～没有墙头！,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝# 周深老师正在全国巡演中，如果喜欢《光亮》，欢迎来演唱会现场听啊！！！目前为止每场都会唱诶，周深老师戏腔超绝的！！！ 最近的有8月10日、11日南京奥体中心体育场，8月23日、24日杭州大莲花,3,0,0,61
552,5064129622578395,猫咪馍馍头,5092400346,f,2024-08-05 21:54:12,时间吞噬器iPhone 12 Pro Max,英国,你的风仍然吹着吧？,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝#再说下去所有人都要知道陈丽君被官媒删掉部分表演的事情啦再说下去所有人都要知道陈丽君被官媒删掉部分表演的事情啦再说下去所有人都要知道陈丽君被官媒删掉部分表演的事情啦丸辣,1,0,0,134
553,5064129737654718,风旅鹤,7634232553,f,2024-08-05 21:54:38,Redmi K60 至尊版,山西,铁血司推|🚫虾，花，乙女腐|镇魂,False,,#陈丽君回应周深粉丝# 乐子人吃瓜，太有意思了，我头一次看见犯错的人委屈的。,9,1,0,9
554,5064129738181214,iFayeWong,1217040402,f,2024-08-05 21:54:39,Faye Wong iPhone 13 Pro Max,河北,一切都好，只缺烦恼！,True,音乐博主,#陈丽君回应周深粉丝# 媚粉但是不做任何回应，动机就很明显啦！ 想想b站的有些视频，90后碰瓷营销第一人。,7,0,0,1944
555,5064129744478713,小豆子专啃巧克力大门,6330212403,f,2024-08-05 21:54:41,iQOO Neo7,江苏,周深宝贝的生命粉，微博为他而开,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝#来围观的朋友们，请关注自家作品有没有被盯上哦🙄#陈丽君 偷歌# 周深老师实惨，无妄之灾。,2,0,1,304
556,5064129767019399,缘心倾荣,7058827959,m,2024-08-05 21:54:46,小米10S,福建,爱自己，爱家人，坚守初心。,False,,#陈丽君回应周深粉丝# 陈丽君超绝舞台，有兴趣可以去看看她的越剧。《何文秀》，《梁祝》，《惜别离》，《白兔记》等，已经成为越剧名片的陈丽君，真的很爱惜自己羽毛，很有担当，责任感强，人品佳，欢迎了解她。 @陈丽君_点绛唇,11,0,1,89
557,5064129786419213,当我透明C,2163934592,f,2024-08-05 21:54:51,HUAWEI Mate 40,广东,,False,,#陈丽君回应周深粉丝# 一个演唱者谈什么版权，不知道的以为创曲了还是创词了，陈丽君已经正面回应了还一个劲的揪住没完没了，有本事就拿出版权去告,1,0,0,75
558,5064129790609676,古德猫宁大人,3968672774,f,2024-08-05 21:54:52,拖延症的一天,四川,一个很懒的人😐（abo镇魂防搜,True,超话粉丝大咖（周深超话） 微博原创视频博主,"#陈丽君回应周深粉丝#来都来了，那就来看。
十周年巡演场场秒罄 座无虚席 深圳单场4.5w➕人次 ❗刷新内地最年轻的场巡歌手记录 ❗周深新专辑首周突破百万张 三千万➕销售额 ❗24年唯一全平台全年龄层全圈层大爆曲《小美满》 ❗周深《时尚cosmo》24小时 500w➕销售额 ❗单人双封OG 高定封 cosmo历史销量第三@卡布叻_周深",18,0,1,1586
559,5064129796376890,猫咪馍馍头,5092400346,f,2024-08-05 21:54:53,时间吞噬器iPhone 12 Pro Max,英国,你的风仍然吹着吧？,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝#再说下去所有人都要知道陈丽君被官媒删掉部分表演的事情啦再说下去所有人都要知道陈丽君被官媒删掉部分表演的事情啦再说下去所有人都要知道陈丽君被官媒删掉部分表演的事情啦,0,0,0,134
560,5064129813945530,M采唐M,6293106631,f,2024-08-05 21:54:57,vivo S15,上海,,False,,#陈丽君回应周深粉丝#真，清清白白，无后天无背景的32岁小女孩。别买了，别买了。,16,0,1,132
561,5064129838846589,半醉亲半醉,5848015947,f,2024-08-05 21:55:03,vivo Y53s,浙江,妥妥的幸福,True,超话粉丝大咖（王心凌超话） 微博剪辑视频博主,#陈丽君回应周深粉丝#呵呵，君君一个正能量的传播者，我这个在外的人，我都觉得某些粉过分了，呵呵，笑死吗,6,0,0,1804
562,5064129840943851,文刀甜,2638647102,f,2024-08-05 21:55:04,iPhone 12 Pro Max,广东,,False,,#陈丽君回应周深粉丝#请尊重原曲原唱，打一行小字标识一下采样在那首歌，段落出自哪里都不会惹来一身骚，你不做就是模糊原曲的行为，提醒不改就是错，错了就得改。,5,0,0,45
563,5064129895469179,嫩_哞,2827319574,f,2024-08-05 21:55:17,iPhone客户端,浙江,只会反击，绝不后退。,False,,#陈丽君回应周深粉丝#既然都这样了～那就安利下越剧演员陈丽君吧,1,0,0,220
564,5064129898090257,雪地冰汤圆,7902696911,f,2024-08-05 21:55:17,vivo S9 极夜柔光自拍,山东,用心浇灌 聚光灯下最风骨的玫瑰,False,,"#陈丽君回应周深粉丝#
一上线就看见这个热搜，再翻翻热搜里稀疏的几个陈丽君粉丝的发言真是震惊我全家，陈丽君自己都承认了偷歌，周深是受害者，结果陈丽君粉丝现在倒反天罡要周深出来回应，回应什么？回应自己被偷歌然后对着陈丽君滑跪道歉的微博说我原谅你了吗？更不可思议的是，陈丽君道歉后又下场发言用“我删了视频就等于我没做过”的强盗逻辑引导粉丝网暴素人，陈丽君粉丝转头就把这个罪名安在了全程没对这件事发表过一个字的周深身上，一个下场发言反转又反转致使粉丝围攻素人至今还在潇洒的活着，一个被偷歌侵权却善良的选择了忍让没有发出一言的体面人反而被造谣至今，周深真的好惨好惨啊。",179,12,18,1597
565,5064129905168296,想听永恒孤独的Jerry,2090909175,f,2024-08-05 21:55:19,iPhone 12 Pro Max,云南,Vergesslich zu sein ist glücklich,True,德语导游,周深国民实力唱将好牛，怪不得个个都想来碰Ci#陈丽君回应周深粉丝#,8,1,3,1.9万
566,5064129924569387,拿方天画戟给秀儿梳个中分,6864157260,f,2024-08-05 21:55:24,iPhone客户端,云南,,False,,刚才逛到她粉丝网暴前同事大半年人都不闻不问呢 这位“道歉”也是要有利可图的！！粉丝不就在她“道歉”之后更激动骂周深骂到现在了吗 嘻嘻粉虐到了 热度sj也有了 啧啧啧~ 算盘珠子都嘣到月球了#陈丽君回应周深粉丝# #陈丽君 偷歌#,20,10,1,22
567,5064129960214998,梦里酿酒喝_反深代词重度依赖,7391550719,f,2024-08-05 21:55:31,月球,河北,爱吃烤布蕾芝士小蛋糕【镇魂防搜,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝# 回应粉丝 不就想当于把那位粉丝架在火上烤吗？卖惨卖🍵激起粉丝的怒气。然后粉丝网 bao无辜网友 陈丽君好手段 可是那位网友又做错了什么陈丽君@陈丽君_点绛唇 也太坏了,21,16,0,274
568,5064130004520959,反深代词就是神人间能得几回闻,6990271712,f,2024-08-05 21:55:43,周深的生米Android,山东,周深是我的第一顺位  互联网著名深宝女,True,娱乐博主 超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君回应周深粉丝#陈丽君粉丝要说时间线就不能光从昨晚算 你们可是带着《光亮》的戏腔模糊了两年的原作啊,198,10,30,3567
569,5064130018678620,糖果塞你嘴里_童,7851279465,f,2024-08-05 21:55:46,小深宝贝Android,河北,周深要永远幸福！！🙏✨,False,,#陈丽君回应周深粉丝#别洗了，，真是够了,0,0,0,175
570,5064130028112849,深深大橘,3125685210,m,2024-08-05 21:55:48,HUAWEI P40 Pro 5G,上海,一生追一星,False,,#陈丽君回应周深粉丝#不是说陈女士没有团队么，那这热搜哪里来的？,6,2,0,144
571,5064130028114414,朝霞不出门听反深代词,5845609247,f,2024-08-05 21:55:48,反深代词Android,安徽,关爱短脸猫猫协会成员【镇魂防搜,True,音乐博主 微博剪辑视频博主,削尖脑袋往内娱钻了还打着弘扬传统文化的幌子，把人家现代作曲家原创的京剧戏腔拿过来改个名误导粉丝是传统越剧，弘扬的到底是哪国的传统文化？别是🇰🇷的吧#陈丽君回应周深粉丝#,23,0,25,2.1万
572,5064130039390403,起司司司司,5659306081,f,2024-08-05 21:55:51,追随✨✨的Android,广东,你也喜欢我的猫吗？,True,娱乐博主 超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝# 真正为粉丝着想的回复//@Gillian立gei:#陈丽君回应周深粉丝# //@蓝精灵好吃嘛_:周深真好，曲解他的人，心是脏的看什么都是脏的#陈丽君回应周深粉丝#,6,1,57,18.6万
573,5064130053014791,离惊浅,5844610308,f,2024-08-05 21:55:54,周深生米的HarmonyOS设备,山东,solo追星，少管我,False,,#陈丽君回应周深粉丝# 纯粉丝，陈丽君粉丝弹性爱女嘴可真脏，陈丽君本人已道歉的情况下仍肆意攻击无辜歌手,6,0,0,63
574,5064130053282179,幸福漂亮的小仙女,6512191138,f,2024-08-05 21:55:54,荣耀V30 PRO 5G,江苏,一个优秀的小姐姐,False,,#陈丽君回应周深粉丝# 你好，陈丽君 舞台见,7,0,0,112
575,5064130084210358,kitty不是桔喵,7312937902,f,2024-08-05 21:56:02,荣耀70 5G,辽宁,,False,,#陈丽君回应周深粉丝#陈自己都道歉了粉丝还嘴硬什么啊闻所未闻,1,0,0,54
576,5064130117501939,鹿蜻蜓dragonflylu,1671948263,f,2024-08-05 21:56:09,愿君安好iPhone客户端,上海,我是追光者，陈丽君就是光！@陈丽君_点绛唇,True,微博原创视频博主,#陈丽君回应周深粉丝#✨#陈丽君繁花是你温柔也是你# 君宝可真俊哪～ 你微微的皱眉，仿佛在我心间划上了一道痕。 继续宠爱陈丽君@陈丽君_点绛唇 鹿蜻蜓dragonflylu的微博视频,3,1,0,1191
577,5064130120124443,昔有清酒vv,7258462184,f,2024-08-05 21:56:10,iPhone 13,四川,我以渺小爱你同行的旅程   我以短暂爱你不朽的旅程,True,娱乐博主 超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝# 谢谢陈丽君女士创作的梗，好用，君了,10,0,7,1319
578,5064130130349429,每天都在摸鱼的乐十迩,6523068932,f,2024-08-05 21:56:13,iQOO Neo7 竞速版,浙江,我爱周深,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝#空降rs居然是没有团队。。。。。。真茶啊卖的一手好惨,8,0,0,85
579,5064130136904227,Annf00,5481878361,f,2024-08-05 21:56:14,iPhone客户端,香港,,False,,"#陈丽君回应周深粉丝#非要上rs,那就来个广告位吧",2,0,0,35
580,5064130138737782,anonymity328,2033292097,f,2024-08-05 21:56:15,iPhone 13 Pro,广东,人生    易如反掌,False,,#陈丽君回应周深粉丝# 不知道有多少是吃瓜路人又有多少是在这家大转盘上的苦命人，搜索听听陈丽君老师的定风波不会吃亏，仅仅两句能让这家下血本你们真的需要好奇一下,2,0,0,140
581,5064130165479312,曾又双叒叕燊,6655482939,f,2024-08-05 21:56:21,荣耀100 写真相机,北京,嘿嘿嘿🤤🤤🤤小深嘿嘿嘿🤤🤤嘿嘿嘿小深嘿嘿🤤🤤,False,,#陈丽君回应周深粉丝# 来看周深回应周深粉丝网页链接,1,0,0,69
582,5064130166265681,开心糯米团-,3557346712,f,2024-08-05 21:56:21,一加 Ace 2,河南,开心最重要^_^,False,,#陈丽君回应周深粉丝#,0,0,0,145
583,5064130166267904,lyzlaura,7606332156,f,2024-08-05 21:56:21,iPhone客户端,陕西,freedom,False,,#陈丽君回应周深粉丝# 这就是那个叫陈丽君的在百花奖上唱的,0,0,0,4
584,5064130244905814,流溜留儿,6273443980,f,2024-08-05 21:56:40,Xiaomi 14,贵州,如月之恒，如日之升，如南山之寿，不骞不崩，如松柏之茂，无不尔或承。,False,,"#陈丽君回应周深粉丝#
1️⃣周粉说版权，主办方及陈丽君给出回应并无版权问题2️⃣周粉说未标明原唱，陈丽君及粉丝给出澄清节目完整版有清楚标明3️⃣在陈丽君澄清引导的这段时间周深在干吗呢？周深在鼓励粉丝网暴无背景的越剧演员4️⃣团队下场手段下作，炸热门热转买yxh5️⃣周深粉丝粉随正主，造谣侮辱女性，拒绝解决问题。道歉@卡布叻_周深",0,0,0,19
585,5064130268496075,Libra静如止水,3756200473,f,2024-08-05 21:56:45,C929星球Android,广东,性本薄凉，但我喜欢的人温柔善良，我不可以一身戾气～ MY LOVE♡周深 不才 杨幂♡,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝#来都来了 不如听听原唱周深的光亮神级现场吧 人民日报的微博视频,3,0,0,243
586,5064130272690547,粥星的小橘子,7715584484,f,2024-08-05 21:56:46,Note 9 4G,山东,19年歌迷。了解啾星之后不止是歌迷。知道他的事情都是微博通知才注册了。忙。发博少。不喜喧嚣纷扰之处，只知爱深已深。惟愿他一生平安喜乐，清澈如初,False,,"#陈丽君回应周深粉丝#
真《光亮》：“莫听穿林打叶声，一蓑烟雨任平生。畅音阁里终一叙，六百年一粟，沧海一梦。”本段被陈丽君及其团队在未标明原唱说明版权的情况下，整段偷去改名为定风波，并引导大众这是自己的歌。
真《定风波》：“莫听穿林打叶声，何妨吟啸且徐行。竹杖芒鞋轻胜马，谁怕？一蓑烟雨任平生。”
你要不要原词看看和光亮一不一样呢你就偷了光亮改名？没背过诗以为人家是全引用，觉得可以解释就偷了还沾沾自喜呢吧苏东坡写这诗的时候畅音阁还没建呢大姐",1,0,0,13
587,5064130295235305,purpleice3,6744838986,f,2024-08-05 21:56:52,iPhone客户端,澳大利亚,,False,,"#陈丽君回应周深粉丝#
1：翻唱引用戏腔不标明且另改名，模糊原名出处，被异议
2：粉丝反讲翻唱为原唱，引战
3：个人道歉，但粉丝嘴硬不认，边装可怜边骂原唱
4：结果就是吵起来了，自说自话，你也说服不了我，我也不爱听你的
5：没见过这么会演会装可怜，🍵味儿这么重的粉丝
6：明明没必要这样的事情，只是因为无底线护主，有些事情错了就是错了，偶像道歉不丢人，粉丝嘴硬颠倒是非才更可笑
7：作品就是拿来欣赏的，况且好的作品更值得传颂，但是呢，不是说好的东西你拿走了就是属于你的好东西。“莫听穿林打叶声，一蓑烟雨任平生”这句戏腔确实好听，不是因为你翻唱了才好听，是因为一开始人家唱出来就是好听的，所以你才会去翻唱，不是你粉丝嘴里的你唱才好听，况且，这两句应该是属于京剧唱腔，和你越剧演员不沾边吧。唱了也没关系，大大方方说呗，有什么可掩饰的
用不上装可怜扮无辜，这件事你和粉丝没有人是无妄之灾，特别是粉丝，别让买单悲剧重演。",3,0,0,100
588,5064130295502328,海星皮皮丘,6753251150,f,2024-08-05 21:56:52,HUAWEI Pura 70,湖南,一直都很幸运，一切都在变好！,False,,"#陈丽君回应周深粉丝#
流程终于走到rs了？周深团队破费了。
路人朋友愿意了解的可以看看：
1️⃣周深粉说版权，主办方及陈丽君老师均给出回应并无版权问题
2️⃣周深粉说未标明原唱，陈丽君老师及粉丝给出澄清节目完整版有清楚标明，（据悉翻唱出身的周深无数次未标明原唱，而其粉丝无视，双标行为实属恶毒）
3️⃣陈丽君老师深夜发博澄清引导，但这段时间作为公众人物的周深多次发博评论区互动，回复粉丝辛苦了，纵容其粉丝网暴无背景无团队的越剧演员
4️⃣周深团队下场，炸热门热转买yxh
5️⃣周深粉丝多平台持续造谣侮辱陈丽君女士

陈丽君老师玩不转饭圈资本这一套，但群众你我皆有自己的判断在心里。什么是公众人物该有的态度，什么是担当，什么是艺德，公道自在人心。",2,1,0,28
589,5064130295762331,甜醇奶茶,5734291548,f,2024-08-05 21:56:52,Redmi 9A,湖北,甜甜醇醇,False,,#陈丽君回应周深粉丝# ✓#请周深粉丝停止造谣# 他家粉丝在微博下造谣多次未标注，然而事实是只唱了一次，且原博正式版清清楚楚的标注了，昨天的演出也有版权，请给clj道歉。陈丽君引导粉丝息事宁人，周深却在评论区给粉丝打气，偶像失格啦！[/cp],1,0,0,1176
590,5064130309131146,转转呜呜呜,2582599122,f,2024-08-05 21:56:55,微博轻享版,上海,只有音乐是永恒的,True,娱乐博主,"#陈丽君回应周深粉丝#

陈丽君这一次为什么故意贴脸很好懂，下次闹大了就可以说【在百花奖都表演过了】【原唱就在台下也没说啥啊】，偷成功了就顺理成章继续，失败了正好想进组呢要话题度顺便虐粉，只要蹭上了输赢都不吃亏😅

打擦边球偷几年了被揭破了开始撒泼了，论点是【之前你被拿那么久东西都没生气，为什么这次报👮♂️了？是不是因为我这个小偷红了】；等着六频道给她们做主呢结果六频道先剪了后标了；光亮早就上过秋晚了，这群人还要让原唱粉丝感谢把光亮带到主流舞台😅

真热爱传统文化怎么会耳濡目染和门槛都不会念？真热爱越剧为什么假唱？真是为了传承为什么两句戏腔是京剧还是越剧都分不清？真是素人为什么卖天价茶叶？真没工作室为什么yxh词条买水买赞买转一条龙？真是tzn工作者为什么天天下场引导粉丝辱骂别人？从头到尾没有一件事是逻辑自洽的，和这种只会撒泼的粉群没什么好说的，控完以后也懒得给眼神了",3453,180,316,2.6万
591,5064130350291024,一枚深思熟虑的ID,1693829784,f,2024-08-05 21:57:05,HUAWEI Mate 20,江苏,屠龙者终成恶龙。,False,,对一个“TZN打工人”来说，小姐姐对内🐟这套流程掌握的过于熟练了 但是说一千道一万，事件起源就是你！偷！歌！啊！！不偷，后面也没这事儿，对吧！谁会知道你粉丝素质这么低还喜欢指鹿为马呢！偷歌，才是一切的起源！！所以，下次，别偷了，好么#陈丽君回应周深粉丝#,2,1,0,100
592,5064130354222491,酸酸酸酸酸不酸,3764070305,f,2024-08-05 21:57:06,iPhone 12,北京,狐狸兔子管理员💙💜陈丽君唯粉✨,False,,#陈丽君回应周深粉丝# 陈丽君好好看//@大土豆你个破忒头_:#陈丽君回应周深粉丝# 陈丽君作为一名兢兢业业努力宣传传统越剧文化的小演员#陈丽君青年戏曲传播者# 却屡次三番被有团队有背景的人欺压 根正苗红的人是可以被这样欺负的吗,0,0,0,330
593,5064130355008424,Milly829,6589322600,f,2024-08-05 21:57:06,Android,广东,平安喜乐  得偿所愿,False,,#陈丽君回应周深粉丝#该解释清楚的陈丽君第一时间就解释清楚了，#请周深粉丝停止造谣# 周深粉丝不依不饶网暴 造谣，正主周深却躲在评论区媚粉纵容粉丝网暴,0,0,0,53
594,5064130362606848,只是执念作祟,5755816484,f,2024-08-05 21:57:08,微博bb机,山东,🦋,True,超话小主持人（文案超话）,真的没有必要，真的爱他俩的要会保护他们，两位都不容易崭露头角，希望都爱护 #陈丽君回应周深粉丝#,1,1,0,1.3万
595,5064130366539936,你是宇宙无敌大帅哥大可爱叻,6515289580,f,2024-08-05 21:57:09,周深要幸福Android,江西,✨ 我以渺小爱你同行的旅程✨,True,超话粉丝大咖（周深超话）,#陈丽君回应周深粉丝# 大姐这一生中热度最高的一天 又幸福了姐@陈丽君_点绛唇,0,0,0,168
596,5064130375454757,T21ns_,5978608508,f,2024-08-05 21:57:11,vivo X50专业影像旗舰,河南,,False,,#陈丽君回应周深粉丝# 没有担当的人怎么做偶像啊，荼毒青少年，危害下一代,0,0,0,16
597,5064130434435675,呱呱铭酱不是蛙,7723970885,m,2024-08-05 21:57:25,iQOO Neo7,辽宁,别关注我！！我只是一只打工蛙，蛙蛙爱岗敬业，蛙蛙遵纪守法，蛙蛙什么都不知道……,False,,#陈丽君回应周深粉丝#不行了，今晚最好笑的事情出现了，那就欢迎收听我们周老师今年大爆热歌小美满吧。,154,43,80,2399
598,5064130594347836,飞鸟盛夏,6914238309,f,2024-08-05 21:58:03,nova 9 精彩由我摄定,湖北,天上仙音天下事，留住行云,False,,#陈丽君回应周深粉丝#顶着传统戏剧传承的越剧演员，却窃取别人精心创作的大暴流行曲中的京腔唱段，一年多从未给原作者正名。昨晚抵不过原作粉丝申诉，不得已砌词道歉，其粉丝却仍疯批在原作无辜艺人词条及广场上发布污辱造谣言论。这位回应的结果和目的就是做茶卖惨吧,1,0,0,9
599,5064130601420133,嫑熬夜该睡觉了,6359846749,f,2024-08-05 21:58:04,iQOO11S 亚运电竞用机,广东,永远爱周星星✨,False,,#陈丽君回应周深粉丝# 哎呀，好美啊！大家来都来了，多看看哇！,0,0,0,35
600,5064130606925737,妹力拯救,1036364145,f,2024-08-05 21:58:06,iPhone 15 Plus,北京,我的微博不是阅读理解，不用理解了,True,娱乐博主,#陈丽君回应周深粉丝#怎么了啊发生什么了 是因为唱歌的问题吗,1,1,0,1.2万
601,5064130625276179,种星星的浪味仙,2793915260,f,2024-08-05 21:58:11,Xiaomi 13,河南,,False,,#陈丽君回应周深粉丝# 陈丽君极其粉丝太无耻了,1,0,0,113
602,5064130639172779,LT2Stwo,7515445686,m,2024-08-05 21:58:14,HUAWEI P40 Pro 5G,浙江,有个爱劝学的偶像✍️🏻 好好学习！！周深在看着你的学业😱,False,,#陈丽君回应周深粉丝#很可笑，进来的路人可以捋一捋。。一看就是大部分周深粉丝说的是刚发生的事，另外一群人是拉很久的别人被造谣的黑料说事，那就说明这件事本身，周深家说的事有理，因为没有理的才会到处找别人黑料找补！！不就事论事很明显在转移注意力，模糊重点！！,2,1,0,7
603,5064130641789063,工藤洗衣机_in,2248267401,m,2024-08-05 21:58:14,iPhone客户端,湖南,,False,,#陈丽君回应周深粉丝# 陈丽君唱的好好听@陈丽君_点绛唇,0,0,0,168
